sales_date,CustomerID,gross_sales,returns,net_sales
2011-02-18,15601,0.00,-1.25,-1.25
2011-02-18,15755,314.68,0.00,314.68
2011-02-18,16027,0.00,-82.50,-82.50
2011-02-18,16133,0.00,-8.50,-8.50
2011-02-18,16182,825.00,0.00,825.00
2011-02-18,16191,0.00,-5.50,-5.50
2011-02-18,16265,799.38,0.00,799.38
2011-02-18,16306,5.10,-10.20,-5.10
2011-02-18,16393,214.05,0.00,214.05
2011-02-18,16401,177.90,0.00,177.90
2011-02-18,16531,245.91,0.00,245.91
2011-02-18,16713,398.22,-11.90,386.32
2011-02-18,16726,474.22,0.00,474.22
2011-02-18,16765,34.00,0.00,34.00
2011-02-18,16814,179.60,0.00,179.60
2011-02-18,16979,0.00,-9.95,-9.95
2011-02-18,17389,96.90,0.00,96.90
2011-02-18,17512,0.00,-4.95,-4.95
2011-02-18,17612,0.00,-5.95,-5.95
2011-02-18,18093,0.00,-23.10,-23.10
2011-02-18,18172,0.00,-11.25,-11.25
2011-02-18,18229,359.80,0.00,359.80
2011-02-20,12891,42.00,0.00,42.00
2011-02-20,12988,535.32,0.00,535.32
2011-02-20,13097,589.11,-8.90,580.21
2011-02-20,13168,209.05,0.00,209.05
2011-02-20,13246,400.45,0.00,400.45
2011-02-20,13301,173.91,0.00,173.91
2011-02-20,13725,136.00,0.00,136.00
2011-02-20,13744,893.16,0.00,893.16
2011-02-20,13798,358.80,0.00,358.80
2011-02-20,14162,177.68,0.00,177.68
2011-02-20,14502,298.38,0.00,298.38
2011-02-20,14606,113.85,0.00,113.85
2011-02-20,14667,333.60,-4.05,329.55
2011-02-20,14803,542.15,0.00,542.15
2011-02-20,14878,111.88,0.00,111.88
2011-02-20,15465,645.56,-32.85,612.71
2011-02-20,16115,138.83,0.00,138.83
2011-02-20,16466,111.67,0.00,111.67
2011-02-20,16566,94.90,0.00,94.90
2011-02-20,16746,560.15,0.00,560.15
2011-02-20,16931,302.37,0.00,302.37
2011-02-20,17050,540.94,0.00,540.94
2011-02-20,17214,149.55,0.00,149.55
2011-02-20,17323,141.69,0.00,141.69
2011-02-20,17811,1271.55,0.00,1271.55
2011-02-20,17838,752.14,0.00,752.14
2011-02-21,NULL,3587.02,-12024.33,-8437.31
2011-02-21,12365,641.38,-320.69,320.69
2011-02-21,12423,192.31,0.00,192.31
2011-02-21,12471,0.00,-17.00,-17.00
2011-02-21,12523,143.40,0.00,143.40
2011-02-21,12524,525.34,0.00,525.34
2011-02-21,12621,892.95,0.00,892.95
2011-02-21,12707,603.42,0.00,603.42
2011-02-21,12766,973.65,0.00,973.65
2011-02-21,13044,560.47,0.00,560.47
2011-02-21,13410,250.24,0.00,250.24
2011-02-21,13477,185.40,0.00,185.40
2011-02-21,14092,0.00,-3.75,-3.75
2011-02-21,14229,305.16,0.00,305.16
2011-02-21,14329,0.00,-27.90,-27.90
2011-02-21,14639,558.59,0.00,558.59
2011-02-21,14646,18279.48,0.00,18279.48
2011-02-21,14744,0.00,-8.50,-8.50
2011-02-21,14796,328.88,0.00,328.88
2011-02-21,15065,773.66,0.00,773.66
2011-02-21,15079,0.00,-1.95,-1.95
2011-02-21,15129,355.40,0.00,355.40
2011-02-21,15146,834.22,0.00,834.22
2011-02-21,15321,1159.47,0.00,1159.47
2011-02-21,15687,0.00,-9.95,-9.95
2011-02-21,16014,262.93,0.00,262.93
2011-02-21,16029,567.84,0.00,567.84
2011-02-21,16073,0.00,-28.05,-28.05
2011-02-21,16333,399.60,0.00,399.60
2011-02-21,16441,211.00,0.00,211.00
2011-02-21,16656,659.28,0.00,659.28
2011-02-21,16775,171.05,0.00,171.05
2011-02-21,16980,732.36,0.00,732.36
2011-02-21,17338,1117.80,0.00,1117.80
2011-02-21,17361,45.00,0.00,45.00
2011-02-21,17422,0.00,-55.35,-55.35
2011-02-21,17677,0.00,-6.80,-6.80
2011-02-21,17757,146.80,0.00,146.80
2011-02-21,17865,0.00,-76.65,-76.65
2011-02-21,18055,306.00,0.00,306.00
2011-02-21,18094,504.72,0.00,504.72
2011-02-21,18155,113.93,0.00,113.93
2011-02-22,NULL,3337.87,-21.90,3315.97
2011-02-22,12494,0.00,-6.30,-6.30
2011-02-22,12616,0.00,-18.25,-18.25
2011-02-22,12748,7.80,0.00,7.80
2011-02-22,12845,65.09,0.00,65.09
2011-02-22,12852,0.00,-11.80,-11.80
2011-02-22,13038,395.10,0.00,395.10
2011-02-22,13077,263.72,0.00,263.72
2011-02-22,13113,425.92,-83.73,342.19
2011-02-22,13184,212.52,0.00,212.52
2011-02-22,13285,666.89,0.00,666.89
2011-02-22,13421,825.04,-2.10,822.94
2011-02-22,13576,364.32,0.00,364.32
2011-02-22,13694,2452.46,0.00,2452.46
2011-02-22,13767,437.90,0.00,437.90
2011-02-22,13862,253.75,0.00,253.75
2011-02-22,14060,402.66,0.00,402.66
2011-02-22,14520,165.00,0.00,165.00
2011-02-22,14646,3211.70,0.00,3211.70
2011-02-22,14688,325.42,0.00,325.42
2011-02-22,14895,2346.34,0.00,2346.34
2011-02-22,15078,590.03,0.00,590.03
2011-02-22,15290,0.00,-1.65,-1.65
2011-02-22,15303,574.02,0.00,574.02
2011-02-22,15722,324.05,0.00,324.05
2011-02-22,16011,116.09,0.00,116.09
2011-02-22,16045,664.45,0.00,664.45
2011-02-22,16161,181.13,0.00,181.13
2011-02-22,16349,53.50,0.00,53.50
2011-02-22,16546,487.75,0.00,487.75
2011-02-22,16573,292.63,0.00,292.63
2011-02-22,16638,528.27,0.00,528.27
2011-02-22,16843,1240.40,0.00,1240.40
2011-02-22,16907,250.68,0.00,250.68
2011-02-22,16912,380.34,0.00,380.34
2011-02-22,16913,113.44,0.00,113.44
2011-02-22,17002,513.06,0.00,513.06
2011-02-22,17075,373.74,0.00,373.74
2011-02-22,17315,131.80,0.00,131.80
2011-02-22,17442,440.83,0.00,440.83
2011-02-22,17511,3336.76,-12.95,3323.81
2011-02-22,17512,79.20,0.00,79.20
2011-02-22,17526,634.20,0.00,634.20
2011-02-22,17811,139.80,0.00,139.80
2011-02-22,17841,141.48,0.00,141.48
2011-02-22,17994,307.25,0.00,307.25
2011-02-22,18055,0.00,-32.05,-32.05
2011-02-22,18061,108.15,0.00,108.15
2011-02-22,18087,3202.92,0.00,3202.92
2011-02-22,18114,220.10,0.00,220.10
2011-02-22,18188,426.60,0.00,426.60
2011-02-22,18196,450.78,0.00,450.78
2011-02-22,18257,35.40,-15.00,20.40
2011-02-23,NULL,7543.53,0.00,7543.53
2011-02-23,12437,439.76,0.00,439.76
2011-02-23,12471,388.30,0.00,388.30
2011-02-23,12748,69.59,0.00,69.59
2011-02-23,12823,229.50,0.00,229.50
2011-02-23,12980,432.90,0.00,432.90
2011-02-23,13089,354.56,0.00,354.56
2011-02-23,13090,485.04,0.00,485.04
2011-02-23,13149,376.74,0.00,376.74
2011-02-23,13453,185.00,0.00,185.00
2011-02-23,13489,158.40,0.00,158.40
2011-02-23,13694,218.88,0.00,218.88
2011-02-23,13804,723.63,0.00,723.63
2011-02-23,13854,385.46,0.00,385.46
2011-02-23,13865,123.30,0.00,123.30
2011-02-23,13993,499.70,0.00,499.70
2011-02-23,14156,1480.20,0.00,1480.20
2011-02-23,14211,0.00,-2.60,-2.60
2011-02-23,14276,341.20,0.00,341.20
2011-02-23,14289,322.24,0.00,322.24
2011-02-23,14562,171.85,0.00,171.85
2011-02-23,14606,114.07,0.00,114.07
2011-02-23,14735,0.00,-39.90,-39.90
2011-02-23,14978,452.91,0.00,452.91
2011-02-23,15311,726.83,0.00,726.83
2011-02-23,15373,151.55,0.00,151.55
2011-02-23,15397,94.00,0.00,94.00
2011-02-23,15590,0.00,-30.19,-30.19
2011-02-23,15605,182.75,0.00,182.75
2011-02-23,15687,299.95,0.00,299.95
2011-02-23,15858,432.29,0.00,432.29
2011-02-23,15932,317.73,0.00,317.73
2011-02-23,15984,104.95,0.00,104.95
2011-02-23,16145,310.08,0.00,310.08
2011-02-23,16208,497.59,0.00,497.59
2011-02-23,16394,312.41,0.00,312.41
2011-02-23,16422,417.96,0.00,417.96
2011-02-23,16692,8.50,0.00,8.50
2011-02-23,16701,0.00,-26.15,-26.15
2011-02-23,16940,757.68,0.00,757.68
2011-02-23,17063,319.37,0.00,319.37
2011-02-23,17135,284.97,0.00,284.97
2011-02-23,17171,224.91,0.00,224.91
2011-02-23,17428,618.89,0.00,618.89
2011-02-23,17499,622.88,0.00,622.88
2011-02-23,17504,346.28,0.00,346.28
2011-02-23,17675,635.41,0.00,635.41
2011-02-23,17706,411.02,0.00,411.02
2011-02-23,17711,220.53,0.00,220.53
2011-02-23,17949,432.00,0.00,432.00
2011-02-23,18041,271.68,0.00,271.68
2011-02-23,18068,101.70,0.00,101.70
2011-02-23,18151,312.55,0.00,312.55
2011-02-23,18172,1978.38,0.00,1978.38
2011-02-24,NULL,1336.95,0.00,1336.95
2011-02-24,12362,0.00,-4.90,-4.90
2011-02-24,12565,145.92,0.00,145.92
2011-02-24,12582,205.16,0.00,205.16
2011-02-24,12877,79.20,0.00,79.20
2011-02-24,12945,462.95,0.00,462.95
2011-02-24,12971,109.00,0.00,109.00
2011-02-24,13018,311.25,0.00,311.25
2011-02-24,13081,1573.19,0.00,1573.19
2011-02-24,13118,190.93,-13.41,177.52
2011-02-24,13468,105.20,0.00,105.20
2011-02-24,13501,1340.32,0.00,1340.32
2011-02-24,13725,147.30,0.00,147.30
2011-02-24,13751,296.25,0.00,296.25
2011-02-24,13777,179.04,0.00,179.04
2011-02-24,13851,246.32,0.00,246.32
2011-02-24,14004,900.02,0.00,900.02
2011-02-24,14189,214.71,0.00,214.71
2011-02-24,14231,308.95,0.00,308.95
2011-02-24,14243,339.40,0.00,339.40
2011-02-24,14298,1991.26,0.00,1991.26
2011-02-24,14513,18.75,0.00,18.75
2011-02-24,14527,77.95,0.00,77.95
2011-02-24,14841,596.79,0.00,596.79
2011-02-24,14880,129.20,0.00,129.20
2011-02-24,15078,0.00,-55.05,-55.05
2011-02-24,15121,295.15,0.00,295.15
2011-02-24,15146,0.00,-13.50,-13.50
2011-02-24,15189,310.92,0.00,310.92
2011-02-24,15543,127.86,0.00,127.86
2011-02-24,15606,305.70,0.00,305.70
2011-02-24,15805,553.76,0.00,553.76
2011-02-24,15847,180.68,0.00,180.68
2011-02-24,15910,161.41,0.00,161.41
2011-02-24,15974,769.24,0.00,769.24
2011-02-24,16072,584.32,0.00,584.32
2011-02-24,16086,101.19,0.00,101.19
2011-02-24,16719,169.33,-16.50,152.83
2011-02-24,16722,314.36,0.00,314.36
2011-02-24,16838,392.12,0.00,392.12
2011-02-24,16997,234.00,0.00,234.00
2011-02-24,17017,528.32,0.00,528.32
2011-02-24,17090,400.80,0.00,400.80
2011-02-24,17117,116.20,0.00,116.20
2011-02-24,17139,2639.38,0.00,2639.38
2011-02-24,17147,0.00,-34.95,-34.95
2011-02-24,17314,0.00,-2.95,-2.95
2011-02-24,17364,504.56,0.00,504.56
2011-02-24,17377,132.17,0.00,132.17
2011-02-24,17472,198.51,0.00,198.51
2011-02-24,17613,310.71,0.00,310.71
2011-02-24,17830,188.50,0.00,188.50
2011-02-24,17865,596.24,0.00,596.24
2011-02-24,17867,25.50,-12.75,12.75
2011-02-24,18056,363.65,0.00,363.65
2011-02-24,18065,405.03,0.00,405.03
2011-02-24,18198,303.22,0.00,303.22
2011-02-24,18231,291.00,0.00,291.00
2011-02-25,NULL,2218.05,0.00,2218.05
2011-02-25,12361,189.90,0.00,189.90
2011-02-25,12474,287.58,0.00,287.58
2011-02-25,12633,1012.82,0.00,1012.82
2011-02-25,12839,351.56,0.00,351.56
2011-02-25,12841,169.94,0.00,169.94
2011-02-25,12921,1200.90,0.00,1200.90
2011-02-25,13001,278.28,0.00,278.28
2011-02-25,13093,467.52,0.00,467.52
2011-02-25,13345,389.50,0.00,389.50
2011-02-25,13362,812.70,0.00,812.70
2011-02-25,13458,676.92,0.00,676.92
2011-02-25,13493,179.35,0.00,179.35
2011-02-25,13666,64.05,0.00,64.05
2011-02-25,13742,176.05,0.00,176.05
2011-02-25,13753,741.26,0.00,741.26
2011-02-25,13792,74.60,0.00,74.60
2011-02-25,13798,532.72,0.00,532.72
2011-02-25,13870,544.03,0.00,544.03
2011-02-25,13973,264.70,0.00,264.70
2011-02-25,14051,476.80,0.00,476.80
2011-02-25,14156,0.00,-2548.80,-2548.80
2011-02-25,14470,297.64,0.00,297.64
2011-02-25,14481,302.86,0.00,302.86
2011-02-25,14541,361.40,0.00,361.40
2011-02-25,14573,169.15,0.00,169.15
2011-02-25,15078,430.26,0.00,430.26
2011-02-25,15093,759.08,0.00,759.08
2011-02-25,15281,234.15,0.00,234.15
2011-02-25,15544,365.10,0.00,365.10
2011-02-25,15712,299.80,0.00,299.80
2011-02-25,15769,1295.40,0.00,1295.40
2011-02-25,15845,929.22,0.00,929.22
2011-02-25,15939,247.80,0.00,247.80
2011-02-25,15990,401.37,0.00,401.37
2011-02-25,16133,307.20,0.00,307.20
2011-02-25,16473,68.40,0.00,68.40
2011-02-25,16592,455.28,0.00,455.28
2011-02-25,16841,317.38,0.00,317.38
2011-02-25,17034,141.80,0.00,141.80
2011-02-25,17388,381.60,0.00,381.60
2011-02-25,17663,371.39,0.00,371.39
2011-02-25,17735,847.38,0.00,847.38
2011-02-25,18223,502.85,0.00,502.85
2011-02-25,18231,0.00,-17.10,-17.10
2011-02-27,12431,412.55,0.00,412.55
2011-02-27,12599,110.60,0.00,110.60
2011-02-27,12748,275.25,0.00,275.25
2011-02-27,13261,845.10,0.00,845.10
2011-02-27,13610,239.17,0.00,239.17
2011-02-27,13630,299.14,0.00,299.14
2011-02-27,13636,154.50,0.00,154.50
2011-02-27,13684,67.23,-3.00,64.23
2011-02-27,13767,317.87,0.00,317.87
2011-02-27,13971,333.48,0.00,333.48
2011-02-27,14147,182.80,0.00,182.80
2011-02-27,14157,277.17,-32.45,244.72
2011-02-27,14472,402.47,0.00,402.47
2011-02-27,14532,386.90,0.00,386.90
2011-02-27,14606,134.72,0.00,134.72
2011-02-27,14745,240.60,0.00,240.60
2011-02-27,14810,180.65,0.00,180.65
2011-02-27,14952,524.95,0.00,524.95
2011-02-27,15046,109.85,0.00,109.85
2011-02-27,15547,421.69,0.00,421.69
2011-02-27,15708,644.75,0.00,644.75
2011-02-27,15738,333.92,0.00,333.92
2011-02-27,15951,375.17,0.00,375.17
2011-02-27,15996,222.29,0.00,222.29
2011-02-27,16407,202.10,0.00,202.10
2011-02-27,16493,240.00,0.00,240.00
2011-02-27,16598,145.05,0.00,145.05
2011-02-27,16745,486.65,0.00,486.65
2011-02-27,17243,373.65,0.00,373.65
2011-02-27,17516,327.83,0.00,327.83
2011-02-27,17894,258.40,0.00,258.40
2011-02-28,NULL,6648.61,0.00,6648.61
2011-02-28,12458,441.92,0.00,441.92
2011-02-28,12464,149.95,0.00,149.95
2011-02-28,12509,176.50,0.00,176.50
2011-02-28,12598,720.86,0.00,720.86
2011-02-28,12678,353.43,0.00,353.43
2011-02-28,12728,200.72,0.00,200.72
2011-02-28,12748,13.05,0.00,13.05
2011-02-28,12781,549.26,0.00,549.26
2011-02-28,12811,240.25,0.00,240.25
2011-02-28,12921,425.50,0.00,425.50
2011-02-28,13004,301.91,0.00,301.91
2011-02-28,13292,249.57,0.00,249.57
2011-02-28,13509,209.32,0.00,209.32
2011-02-28,13675,308.44,0.00,308.44
2011-02-28,14036,626.65,0.00,626.65
2011-02-28,14046,154.99,0.00,154.99
2011-02-28,14056,598.96,0.00,598.96
2011-02-28,14078,170.05,0.00,170.05
2011-02-28,14211,319.90,0.00,319.90
2011-02-28,14227,736.70,0.00,736.70
2011-02-28,14239,205.38,0.00,205.38
2011-02-28,14527,122.00,0.00,122.00
2011-02-28,14616,10.08,0.00,10.08
2011-02-28,15039,939.98,0.00,939.98
2011-02-28,15062,251.90,0.00,251.90
2011-02-28,15227,306.84,0.00,306.84
2011-02-28,15235,147.90,0.00,147.90
2011-02-28,15570,314.90,0.00,314.90
2011-02-28,15656,242.95,0.00,242.95
2011-02-28,15724,103.65,0.00,103.65
2011-02-28,15874,584.35,0.00,584.35
2011-02-28,16027,79.20,0.00,79.20
2011-02-28,16057,683.98,0.00,683.98
2011-02-28,16187,675.90,0.00,675.90
2011-02-28,16339,109.95,0.00,109.95
2011-02-28,16422,513.45,0.00,513.45
2011-02-28,16427,109.80,0.00,109.80
2011-02-28,16458,173.70,0.00,173.70
2011-02-28,16518,190.70,0.00,190.70
2011-02-28,16607,216.05,0.00,216.05
2011-02-28,16667,203.35,0.00,203.35
2011-02-28,16668,50.76,0.00,50.76
2011-02-28,16992,421.60,0.00,421.60
2011-02-28,17027,239.13,0.00,239.13
2011-02-28,17165,158.68,0.00,158.68
2011-02-28,17462,463.41,0.00,463.41
2011-02-28,17655,306.70,0.00,306.70
2011-02-28,17841,229.90,-1.95,227.95
2011-02-28,18283,102.90,0.00,102.90
2011-03-01,NULL,2723.09,0.00,2723.09
2011-03-01,12352,984.65,-840.30,144.35
2011-03-01,12428,4969.22,0.00,4969.22
2011-03-01,12679,794.06,0.00,794.06
2011-03-01,12683,352.20,0.00,352.20
2011-03-01,12709,762.50,0.00,762.50
2011-03-01,12747,310.78,0.00,310.78
2011-03-01,12866,559.12,0.00,559.12
2011-03-01,12933,110.75,-1.25,109.50
2011-03-01,12971,161.80,0.00,161.80
2011-03-01,13110,268.60,0.00,268.60
2011-03-01,13166,417.20,0.00,417.20
2011-03-01,13599,580.57,0.00,580.57
2011-03-01,13880,200.10,0.00,200.10
2011-03-01,13884,138.15,0.00,138.15
2011-03-01,14156,2541.15,0.00,2541.15
2011-03-01,14506,297.16,0.00,297.16
2011-03-01,14560,34.75,0.00,34.75
2011-03-01,14620,235.35,0.00,235.35
2011-03-01,14656,133.11,0.00,133.11
2011-03-01,14676,556.32,0.00,556.32
2011-03-01,14688,210.30,0.00,210.30
2011-03-01,14732,470.88,0.00,470.88
2011-03-01,14740,521.10,0.00,521.10
2011-03-01,15092,323.16,0.00,323.16
2011-03-01,15194,307.62,0.00,307.62
2011-03-01,15241,395.33,0.00,395.33
2011-03-01,15257,317.15,0.00,317.15
2011-03-01,15311,1390.06,0.00,1390.06
2011-03-01,15319,204.50,0.00,204.50
2011-03-01,15456,204.00,0.00,204.00
2011-03-01,15660,155.00,0.00,155.00
2011-03-01,15676,897.80,0.00,897.80
2011-03-01,15709,133.25,0.00,133.25
2011-03-01,15750,272.05,0.00,272.05
2011-03-01,15953,242.03,0.00,242.03
2011-03-01,15971,117.00,0.00,117.00
2011-03-01,15984,234.35,0.00,234.35
2011-03-01,16078,79.20,0.00,79.20
2011-03-01,16212,498.15,0.00,498.15
2011-03-01,16389,119.65,0.00,119.65
2011-03-01,16462,34.00,0.00,34.00
2011-03-01,16525,329.34,0.00,329.34
2011-03-01,16839,412.32,0.00,412.32
2011-03-01,16915,54.30,0.00,54.30
2011-03-01,17027,13.20,-41.70,-28.50
2011-03-01,17068,182.70,0.00,182.70
2011-03-01,17449,338.34,0.00,338.34
2011-03-01,17811,122.50,0.00,122.50
2011-03-01,17961,2.50,0.00,2.50
2011-03-01,17965,313.58,0.00,313.58
2011-03-01,18044,72.12,0.00,72.12
2011-03-01,18075,256.85,0.00,256.85
2011-03-02,NULL,3.80,0.00,3.80
2011-03-02,12753,15.30,-43.39,-28.09
2011-03-02,12834,312.38,0.00,312.38
2011-03-02,12873,374.00,0.00,374.00
2011-03-02,12913,134.97,0.00,134.97
2011-03-02,12980,838.80,0.00,838.80
2011-03-02,13018,0.00,-4.95,-4.95
2011-03-02,13093,0.00,-29.20,-29.20
2011-03-02,13094,76.32,0.00,76.32
2011-03-02,13166,0.00,-2.50,-2.50
2011-03-02,13230,281.43,0.00,281.43
2011-03-02,13410,0.00,-5.85,-5.85
2011-03-02,13477,0.00,-7.95,-7.95
2011-03-02,13497,194.55,0.00,194.55
2011-03-02,13722,1463.47,0.00,1463.47
2011-03-02,13767,0.00,-12.60,-12.60
2011-03-02,14180,382.10,0.00,382.10
2011-03-02,14231,0.00,-23.75,-23.75
2011-03-02,14239,430.50,0.00,430.50
2011-03-02,14243,0.00,-15.00,-15.00
2011-03-02,14292,463.00,0.00,463.00
2011-03-02,14473,85.00,0.00,85.00
2011-03-02,14606,122.07,0.00,122.07
2011-03-02,14639,0.00,-21.20,-21.20
2011-03-02,14657,108.32,-9.95,98.37
2011-03-02,14934,828.84,0.00,828.84
2011-03-02,15031,150.83,0.00,150.83
2011-03-02,15061,852.81,0.00,852.81
2011-03-02,15067,848.05,0.00,848.05
2011-03-02,15104,374.64,0.00,374.64
2011-03-02,15189,276.66,-92.55,184.11
2011-03-02,15416,1375.24,0.00,1375.24
2011-03-02,15622,576.00,0.00,576.00
2011-03-02,15636,306.70,0.00,306.70
2011-03-02,15641,453.79,0.00,453.79
2011-03-02,15643,337.10,0.00,337.10
2011-03-02,15733,162.30,0.00,162.30
2011-03-02,16128,388.30,0.00,388.30
2011-03-02,16217,183.00,0.00,183.00
2011-03-02,16422,0.00,-9.30,-9.30
2011-03-02,16473,0.00,-1.25,-1.25
2011-03-02,16573,0.00,-10.25,-10.25
2011-03-02,16670,615.33,0.00,615.33
2011-03-02,16678,312.18,0.00,312.18
2011-03-02,16792,110.38,0.00,110.38
2011-03-02,16839,0.00,-15.90,-15.90
2011-03-02,16843,0.00,-12.75,-12.75
2011-03-02,17048,501.99,0.00,501.99
2011-03-02,17063,0.00,-9.95,-9.95
2011-03-02,17426,1193.88,0.00,1193.88
2011-03-02,17428,0.00,-40.05,-40.05
2011-03-02,17442,0.00,-12.60,-12.60
2011-03-02,17576,151.07,0.00,151.07
2011-03-02,17738,779.92,0.00,779.92
2011-03-02,17770,603.17,0.00,603.17
2011-03-02,17865,0.00,-13.40,-13.40
2011-03-02,17923,207.50,0.00,207.50
2011-03-02,17949,1642.50,0.00,1642.50
2011-03-02,18118,172.60,0.00,172.60
2011-03-03,NULL,3548.95,-10.20,3538.75
2011-03-03,12415,16726.84,-168.70,16558.14
2011-03-03,12417,410.00,0.00,410.00
2011-03-03,12500,249.84,0.00,249.84
2011-03-03,12524,475.44,0.00,475.44
2011-03-03,12565,0.00,-14.75,-14.75
2011-03-03,12727,573.16,0.00,573.16
2011-03-03,12817,166.04,0.00,166.04
2011-03-03,13014,515.38,0.00,515.38
2011-03-03,13199,73.92,0.00,73.92
2011-03-03,13476,727.60,0.00,727.60
2011-03-03,13630,0.00,-14.40,-14.40
2011-03-03,13715,137.49,0.00,137.49
2011-03-03,13784,96.75,0.00,96.75
2011-03-03,13959,122.70,0.00,122.70
2011-03-03,14057,294.33,0.00,294.33
2011-03-03,14239,0.00,-56.10,-56.10
2011-03-03,14276,0.00,-76.30,-76.30
2011-03-03,14388,401.45,0.00,401.45
2011-03-03,14483,137.10,0.00,137.10
2011-03-03,14524,210.05,0.00,210.05
2011-03-03,14527,0.00,-30.38,-30.38
2011-03-03,14573,134.50,0.00,134.50
2011-03-03,14702,161.50,0.00,161.50
2011-03-03,14744,0.00,-2.95,-2.95
2011-03-03,15005,288.47,-10.90,277.57
2011-03-03,15053,222.65,0.00,222.65
2011-03-03,15078,0.00,-19.50,-19.50
2011-03-03,15087,306.94,0.00,306.94
2011-03-03,15257,0.00,-85.00,-85.00
2011-03-03,15281,0.00,-25.80,-25.80
2011-03-03,15304,105.45,0.00,105.45
2011-03-03,15393,124.10,0.00,124.10
2011-03-03,15596,303.03,0.00,303.03
2011-03-03,15611,99.75,0.00,99.75
2011-03-03,15719,183.65,0.00,183.65
2011-03-03,15932,0.00,-7.65,-7.65
2011-03-03,16159,348.20,0.00,348.20
2011-03-03,16191,0.00,-1.65,-1.65
2011-03-03,16212,0.00,-9.15,-9.15
2011-03-03,16422,0.00,-7.20,-7.20
2011-03-03,16571,436.68,0.00,436.68
2011-03-03,16709,1120.53,0.00,1120.53
2011-03-03,16957,114.84,0.00,114.84
2011-03-03,17017,0.00,-10.15,-10.15
2011-03-03,17374,191.95,0.00,191.95
2011-03-03,17389,124.68,0.00,124.68
2011-03-03,17416,2114.71,0.00,2114.71
2011-03-03,17567,535.38,0.00,535.38
2011-03-03,17646,345.85,0.00,345.85
2011-03-03,17652,222.30,0.00,222.30
2011-03-03,17675,0.00,-9.95,-9.95
2011-03-03,17700,602.61,0.00,602.61
2011-03-03,17757,137.62,0.00,137.62
2011-03-03,17789,225.90,0.00,225.90
2011-03-03,17841,187.11,0.00,187.11
2011-03-03,17856,482.81,0.00,482.81
2011-03-03,17873,485.78,0.00,485.78
2011-03-03,17995,76.10,0.00,76.10
2011-03-03,18041,148.49,0.00,148.49
2011-03-03,18102,1396.00,0.00,1396.00
2011-03-03,18198,0.00,-0.65,-0.65
2011-03-03,18218,309.38,0.00,309.38
2011-03-04,NULL,2184.33,0.00,2184.33
2011-03-04,12541,312.40,0.00,312.40
2011-03-04,12547,159.40,0.00,159.40
2011-03-04,12553,317.25,0.00,317.25
2011-03-04,12584,463.63,0.00,463.63
2011-03-04,12755,17.55,0.00,17.55
2011-03-04,13113,235.91,-10.95,224.96
2011-03-04,13382,222.99,0.00,222.99
2011-03-04,13491,162.08,0.00,162.08
2011-03-04,13557,240.68,0.00,240.68
2011-03-04,13694,3547.34,0.00,3547.34
2011-03-04,13931,378.21,0.00,378.21
2011-03-04,14031,532.13,0.00,532.13
2011-03-04,14057,99.00,0.00,99.00
2011-03-04,14447,265.00,0.00,265.00
2011-03-04,14466,332.40,0.00,332.40
2011-03-04,14570,218.06,0.00,218.06
2011-03-04,14670,411.53,0.00,411.53
2011-03-04,14779,38.00,0.00,38.00
2011-03-04,14796,282.74,0.00,282.74
2011-03-04,14911,1185.49,0.00,1185.49
2011-03-04,14995,119.31,0.00,119.31
2011-03-04,15220,316.11,0.00,316.11
2011-03-04,15311,935.54,-20.98,914.56
2011-03-04,15358,1038.05,0.00,1038.05
2011-03-04,15514,292.03,0.00,292.03
2011-03-04,15675,45.00,0.00,45.00
2011-03-04,15681,345.68,0.00,345.68
2011-03-04,15827,190.10,0.00,190.10
2011-03-04,16333,1920.48,0.00,1920.48
2011-03-04,16414,50.80,0.00,50.80
2011-03-04,16449,416.69,0.00,416.69
2011-03-04,17001,333.20,0.00,333.20
2011-03-04,17191,310.77,0.00,310.77
2011-03-04,17315,109.16,0.00,109.16
2011-03-04,17325,96.80,0.00,96.80
2011-03-04,17508,387.31,0.00,387.31
2011-03-04,17535,164.40,0.00,164.40
2011-03-04,17581,829.25,0.00,829.25
2011-03-06,NULL,7.95,0.00,7.95
2011-03-06,13263,427.03,0.00,427.03
2011-03-06,14161,263.04,0.00,263.04
2011-03-06,14247,136.77,0.00,136.77
2011-03-06,14499,126.02,0.00,126.02
2011-03-06,14504,147.23,0.00,147.23
2011-03-06,14543,0.00,-258.90,-258.90
2011-03-06,14701,253.79,0.00,253.79
2011-03-06,14745,0.00,-53.10,-53.10
2011-03-06,14903,533.18,0.00,533.18
2011-03-06,15034,246.76,0.00,246.76
2011-03-06,15304,0.00,-4.95,-4.95
2011-03-06,15400,346.10,0.00,346.10
2011-03-06,15465,292.75,-76.65,216.10
2011-03-06,15572,445.91,0.00,445.91
2011-03-06,15606,279.80,0.00,279.80
2011-03-06,15696,230.00,0.00,230.00
2011-03-06,16033,635.17,-5.64,629.53
2011-03-06,16422,916.86,0.00,916.86
2011-03-06,16678,0.00,-2.50,-2.50
2011-03-06,16923,655.03,-1.25,653.78
2011-03-06,17050,841.37,0.00,841.37
2011-03-06,17107,1695.21,0.00,1695.21
2011-03-06,17243,186.90,0.00,186.90
2011-03-06,17428,510.70,0.00,510.70
2011-03-06,17769,508.45,0.00,508.45
2011-03-06,17811,166.45,0.00,166.45
