Description;Return Rate
DINOSAUR KEYRINGS ASSORTED;-1.5964523281596452
DINOSAUR LUNCH BOX WITH CUTLERY;-0.078125
DISCO BALL ROTATOR BATTERY OPERATED;-0.9375
DO NOT TOUCH MY STUFF DOOR HANGER ;-0.08333333333333334
DOCTOR'S BAG SOFT TOY;-0.5494505494505495
DOG BOWL CHASING BALL DESIGN;-0.4797047970479705
DOG BOWL VINTAGE CREAM;-0.6493506493506493
DOILEY STORAGE TIN;-0.09182736455463728
DOLLY CABINET 2 DRAWERS ;-5.0
DOLLY CABINET 3 DRAWERS ;-2.717391304347826
DOLLY GIRL BABY GIFT SET;-0.40887850467289716
DOLLY GIRL CHILDRENS BOWL;-0.18633540372670807
DOLLY GIRL CHILDRENS CUP;-0.20512820512820515
DOLLY GIRL CHILDRENS EGG CUP;-0.10526315789473684
DOLLY GIRL LUNCH BOX;-0.23875672859871505
DOLLY GIRL MINI BACKPACK;-0.13477088948787064
DOOR HANGER  MUM + DADS ROOM;-0.49019607843137253
DOORMAT 3 SMILEY CATS;-0.17035775127768313
DOORMAT AIRMAIL ;-1.1597938144329898
DOORMAT BLACK FLOCK ;-0.09197939661515821
DOORMAT ENGLISH ROSE ;-0.09799118079372855
DOORMAT FAIRY CAKE;-7.633933627817419
DOORMAT FANCY FONT HOME SWEET HOME;-0.05142445747197367
DOORMAT HEARTS;-0.04388531304856641
DOORMAT HOME SWEET HOME BLUE ;-0.0927643784786642
DOORMAT KEEP CALM AND COME IN;-0.6103846779881721
DOORMAT MERRY CHRISTMAS RED ;-4.166666666666667
DOORMAT MULTICOLOUR STRIPE;-0.10073875083948959
DOORMAT NEIGHBOURHOOD WITCH ;-0.35714285714285715
DOORMAT NEW ENGLAND;-0.052273915316257184
DOORMAT RED RETROSPOT;-0.23413388201071342
DOORMAT RESPECTABLE HOUSE;-0.2528445006321113
DOORMAT SPOTTY HOME SWEET HOME;-0.1142204454597373
DOORMAT TOPIARY;-0.6526674233825198
DOORMAT UNION FLAG;-0.045714285714285714
DOORMAT VINTAGE LEAF;-0.6283662477558348
DOORMAT WELCOME PUPPIES;-0.08090614886731391
DOORMAT WELCOME SUNRISE;-0.4065040650406504
DOORMAT WELCOME TO OUR HOME;-0.0982961992136304
DOORSTOP RETROSPOT HEART;-0.3487634749524413
DOUGHNUT LIP GLOSS ;-0.19314340898116847
DOVE DECORATION PAINTED ZINC ;-0.9745762711864407
DRAWER KNOB CERAMIC BLACK;-0.6091370558375634
DRAWER KNOB CERAMIC IVORY;-0.2079482439926063
DRAWER KNOB CRACKLE GLAZE BLUE;-0.19347705914870095
DRAWER KNOB CRACKLE GLAZE GREEN;-0.2667682926829268
DRAWER KNOB CRACKLE GLAZE IVORY;-0.19762845849802374
DRAWER KNOB CRACKLE GLAZE PINK;-0.17580872011251758
DRAWER KNOB VINTAGE GLASS BALL;-1.744186046511628
DRAWER KNOB VINTAGE GLASS STAR;-1.2891344383057088
DROP DIAMANTE EARRINGS CRYSTAL;-30.0
DROP DIAMANTE EARRINGS GREEN;-75.0
DROP DIAMANTE EARRINGS PURPLE;-31.57894736842105
EASTER BUNNY HANGING GARLAND;-1.4925373134328357
EASTER CRAFT 4 CHICKS ;-0.38981288981288986
EASTER DECORATION SITTING BUNNY;-0.18867924528301888
EASTER TIN BUNNY BOUQUET;-0.45312942509204196
EASTER TIN CHICKS PINK DAISY;-1.2864493996569468
EASTER TIN KEEPSAKE;-0.2978850163836759
EAU DE NIL LOVE BIRD CANDLE;-2.877697841726619
EAU DE NILE HEART SHAPE PHOTO FRAME;-0.30303030303030304
EAU DE NILE JEWELLED PHOTOFRAME;-16.22222222222222
EDWARDIAN DROP EARRINGS JET BLACK;-20.0
EDWARDIAN PARASOL BLACK;-0.9282399143163158
EDWARDIAN PARASOL NATURAL;-0.20235728486225504
EDWARDIAN PARASOL PINK;-0.3121098626716604
EDWARDIAN PARASOL RED;-0.1763668430335097
EGG CUP HENRIETTA HEN CREAM ;-0.1589825119236884
EGG CUP HENRIETTA HEN PINK;-0.4761904761904762
EGG CUP MILKMAID HEIDI;-0.4550625711035267
EGG CUP MILKMAID HELGA ;-0.6172839506172839
EGG FRYING PAN IVORY ;-1.639344262295082
EGG FRYING PAN RED ;-1.411764705882353
EIGHT PIECE DINOSAUR SET;-3.278688524590164
ELEPHANT BIRTHDAY CARD ;-0.36275695284159615
EMBOSSED GLASS TEALIGHT HOLDER;-0.12467191601049869
EMBOSSED HEART TRINKET BOX;-2.459016393442623
EMBROIDERED RIBBON REEL EMILY ;-0.8802816901408451
EMBROIDERED RIBBON REEL RACHEL ;-1.6853932584269662
EMBROIDERED RIBBON REEL SALLY ;-1.2711864406779663
EMBROIDERED RIBBON REEL SUSIE ;-1.0714285714285714
EMERGENCY FIRST AID TIN ;-0.5447364837259975
EMPIRE BIRTHDAY CARD;-0.9950248756218906
EMPIRE DESIGN ROSETTE;-0.023568230025925053
EMPIRE GIFT WRAP;-0.7352941176470588
EMPIRE TISSUE BOX;-0.35282258064516125
EMPIRE UNION JACK TV DINNER TRAY;-0.9153318077803204
ENAMEL BLUE RIM COFFEE CONTAINER;-4.676258992805756
ENAMEL BREAD BIN CREAM;-0.19445794846864364
ENAMEL COLANDER CREAM;-0.43956043956043955
ENAMEL FIRE BUCKET CREAM;-0.6000000000000001
ENAMEL FLOWER JUG CREAM;-0.1560004457155592
ENAMEL MEASURING JUG CREAM;-0.16646489104116222
ENAMEL WASH BOWL CREAM;-0.40871934604904625
ENCHANTED BIRD COATHANGER 5 HOOK;-0.9006211180124223
ENGLISH ROSE GARDEN SECATEURS;-0.5979073243647235
ENGLISH ROSE NOTEBOOK A7 SIZE;-1.0256410256410255
ENGLISH ROSE SCENTED HANGING FLOWER;-0.3656307129798903
ENGLISH ROSE SPIRIT LEVEL ;-0.41067761806981523
ENVELOPE 50 BLOSSOM IMAGES;-1.1267605633802817
EUCALYPTUS & PINECONE  WREATH;-1.2195121951219514
FAIRY CAKE BIRTHDAY CANDLE SET;-1.0443307757885762
FAIRY CAKE DESIGN UMBRELLA;-0.22075055187637968
FAIRY CAKE FLANNEL ASSORTED COLOUR;-14.782486273405603
FAIRY CAKES NOTEBOOK A6 SIZE;-3.790901835594573
FAIRY CAKES NOTEBOOK A7 SIZE;-1.165614375910636
FAIRY SOAP SOAP HOLDER;-0.37735849056603776
FAIRY TALE COTTAGE NIGHT LIGHT;-1.7708333333333333
FAIRY TALE COTTAGE NIGHTLIGHT;-0.09573958831977022
FAMILY ALBUM WHITE PICTURE FRAME;-0.16143678740793058
FAMILY PHOTO FRAME CORNICE;-0.17307692307692307
FANCY FONT BIRTHDAY CARD ;-0.2426202992317024
FEATHER PENCOAL BLACK;-1.6440542697525937
FEATHER PENHOT PINK;-1.885804085908853
FEATHER PENLIGHT PINK;-2.113739305485657
FELT EGG COSY BLUE RABBIT ;-0.7299270072992701
FELT EGG COSY CHICKEN;-0.2446183953033268
FELT EGG COSY LADYBIRD ;-17.62589928057554
FELT EGG COSY WHITE RABBIT ;-0.6884681583476765
FELT FARM ANIMAL RABBIT;-0.3867403314917127
FELTCRAFT 6 FLOWER FRIENDS;-1.2689683267135146
FELTCRAFT BOY JEAN-PAUL KIT;-0.9615384615384617
FELTCRAFT BUTTERFLY HEARTS;-2.047917055856529
FELTCRAFT CHRISTMAS FAIRY;-0.35864978902953587
FELTCRAFT CUSHION BUTTERFLY;-2.5152340204848955
FELTCRAFT CUSHION OWL;-1.2264457439896035
FELTCRAFT CUSHION RABBIT;-2.8685165671467043
FELTCRAFT DOLL EMILY;-0.2611940298507463
FELTCRAFT DOLL MARIA;-0.5128205128205128
FELTCRAFT DOLL MOLLY;-7.863275730898816
FELTCRAFT DOLL ROSIE;-0.23557126030624265
FELTCRAFT GIRL AMELIE KIT;-0.26773761713520744
FELTCRAFT GIRL NICOLE KIT;-0.6605691056910569
FELTCRAFT HAIRBAND PINK AND BLUE;-2.9702970297029703
FELTCRAFT PRINCESS LOLA DOLL;-0.14895729890764647
FELTCRAFT PRINCESS OLIVIA DOLL;-0.1278772378516624
FILIGREE HEART BIRD WHITE ;-10.682492581602373
FILIGREE HEART BUTTERFLY WHITE ;-0.18337408312958436
FILIGREE HEART DAISY WHITE;-4.0033361134278564
FILIGRIS HEART WITH BUTTERFLY;-0.07686395080707148
FINE WICKER HEART ;-0.4559270516717325
FIRST AID TIN;-1.923076923076923
FIVE HEART HANGING DECORATION;-0.7692307692307692
FLAG OF ST GEORGE CHAIR;-4.285714285714286
FLOOR CUSHION ELEPHANT CARNIVAL;-1.4705882352941175
FLORAL FOLK STATIONERY SET;-0.6214396685655101
FLOWER VINE RAFFIA FOOD COVER;-0.6613756613756614
FLOWERS CHANDELIER T-LIGHT HOLDER;-21.540178571428573
FLOWERS TILE HOOK;-3.508771929824561
FLUTED ANTIQUE CANDLE HOLDER;-0.42903110475509476
FOLDING BUTTERFLY MIRROR HOT PINK ;-0.10718113612004287
FOLDING UMBRELLA CREAM POLKADOT;-0.5263157894736842
FOLK ART GREETING CARDpack/12;-91.66666666666666
FOLKART HEART NAPKIN RINGS;-7.017543859649122
FOLKART STAR CHRISTMAS DECORATIONS;-0.6745362563237773
FOLKART ZINC HEART CHRISTMAS DEC;-0.033355570380253496
FOOD CONTAINER SET 3 LOVE HEART ;-0.04906771344455348
FOOD COVER WITH BEADS SET 2 ;-0.398406374501992
FOOT STOOL HOME SWEET HOME ;-0.24844720496894412
FORKED CACTUS CANDLE;-1.0101010101010102
FOUR HOOK  WHITE LOVEBIRDS;-0.18856065367693275
FRAPPUCINO SCARF KNITTING KIT;-2.6865671641791042
FRENCH BATHROOM SIGN BLUE METAL;-0.365296803652968
FRENCH BLUE METAL DOOR SIGN 0;-1.6863406408094435
FRENCH BLUE METAL DOOR SIGN 1;-0.469283276450512
FRENCH BLUE METAL DOOR SIGN 2;-0.5461767626613704
FRENCH BLUE METAL DOOR SIGN 3;-0.6440281030444965
FRENCH BLUE METAL DOOR SIGN 4;-1.3297872340425532
FRENCH BLUE METAL DOOR SIGN 5;-1.8159806295399514
FRENCH BLUE METAL DOOR SIGN 6;-0.5586592178770949
FRENCH BLUE METAL DOOR SIGN 7;-0.8112094395280236
FRENCH BLUE METAL DOOR SIGN 8;-0.9216589861751152
FRENCH BLUE METAL DOOR SIGN 9;-0.8176100628930817
FRENCH BLUE METAL DOOR SIGN No;-1.2060301507537687
FRENCH CHATEAU LARGE PLATTER ;-7.6923076923076925
FRENCH ENAMEL CANDLEHOLDER;-0.1195457262402869
FRENCH ENAMEL POT W LID;-0.22792022792022792
FRENCH FLORAL CUSHION COVER ;-1.812688821752266
FRENCH GARDEN SIGN BLUE METAL;-1.5345268542199488
FRENCH KITCHEN SIGN BLUE METAL;-0.7401315789473685
FRENCH LATTICE CUSHION COVER ;-2.727272727272727
FRENCH LAUNDRY SIGN BLUE METAL;-0.10395010395010396
FRENCH LAVENDER SCENT HEART;-0.2788104089219331
FRENCH PAISLEY CUSHION COVER;-7.59493670886076
FRENCH STYLE EMBOSSED HEART CABINET;-4.166666666666666
FRENCH STYLE STORAGE JAR BONBONS;-0.4019991308126901
FRENCH STYLE STORAGE JAR CAFE ;-0.3045685279187817
FRENCH STYLE STORAGE JAR JAM;-0.3105590062111801
FRENCH TOILET SIGN BLUE METAL;-0.48616305160807777
FRENCH WC SIGN BLUE METAL;-0.13312034078807242
FRIDGE MAGNETS LA VIE EN ROSE;-4.957180500658762
FRIDGE MAGNETS LES ENFANTS ASSORTED;-2.440377149195785
FRIDGE MAGNETS US DINER ASSORTED;-3.4589800443458985
FROG CANDLE;-3.225806451612903
FRUIT TREE AND BIRDS WALL PLAQUE;-3.947368421052631
FRYING PAN BLUE POLKADOT;-0.5208333333333333
FRYING PAN PINK POLKADOT;-1.015228426395939
FRYING PAN RED RETROSPOT;-0.8714596949891068
FRYING PAN UNION FLAG;-1.4892772041302622
FULL ENGLISH BREAKFAST PLATE;-0.40993788819875776
FUNKY DIVA PEN;-0.20009416195856874
FUNKY WASHING UP GLOVES ASSORTED;-0.09980039920159679
GAOLERS KEYS DECORATIVE GARDEN ;-0.4282655246252677
GARDEN PATH JOURNAL;-0.40650406504065045
GARDENERS KNEELING PAD CUP OF TEA ;-0.3253076511503478
GARDENERS KNEELING PAD KEEP CALM ;-0.1189718328967554
GARDENIA 1 WICK MORRIS BOXED CANDLE;-0.4464285714285714
GARDENIA 3 WICK MORRIS BOXED CANDLE;-0.7272727272727274
GARLAND WITH HEARTS AND BELLS;-1.2280701754385965
GARLAND WITH STARS AND BELLS;-0.6457564575645756
GARLAND WOODEN HAPPY EASTER;-0.06754474839581223
GEORGIAN TRINKET BOX;-0.6993006993006993
GIANT 50'S CHRISTMAS CRACKER;-0.2448210922787194
GIFT BAG BIRTHDAY;-0.21321961620469082
GIFT BAG PSYCHEDELIC APPLES;-1.0247651579846286
GIN & TONIC DIET GREETING CARD ;-0.3677597303095311
GIN AND TONIC MUG;-0.10621348911311736
GINGERBREAD MAN COOKIE CUTTER;-0.033588606744592235
GINGHAM HEART  DOORSTOP RED;-0.7623888182973316
GINGHAM RECIPE BOOK BOX;-0.21505376344086022
GIRAFFE WOODEN RULER;-3.748031496062992
GLAMOROUS  MUG;-0.625
GLASS  BEURRE DISH;-0.1570475068708284
GLASS  SONGBIRD STORAGE JAR;-0.6134969325153374
GLASS APOTHECARY BOTTLE ELIXIR;-0.35335689045936397
GLASS APOTHECARY BOTTLE PERFUME;-0.15009380863039398
GLASS APOTHECARY BOTTLE TONIC;-0.2176278563656148
GLASS BON BON JAR;-0.09157509157509157
GLASS CHALICE BLUE SMALL ;-0.5007363770250368
GLASS CHALICE GREEN  LARGE ;-3.684210526315789
GLASS CHALICE GREEN  SMALL ;-0.625
GLASS CLOCHE LARGE;-0.36231884057971014
GLASS CLOCHE SMALL;-0.4791853848457623
GLASS HEART T-LIGHT HOLDER ;-0.09379727685325265
GLASS JAR DAISY FRESH COTTON WOOL;-0.27739251040221913
GLASS JAR DIGESTIVE BISCUITS;-0.8591946652987945
GLASS JAR ENGLISH CONFECTIONERY;-0.6757626464152401
GLASS JAR KINGS CHOICE;-0.806451612903226
GLASS JAR MARMALADE ;-9.180790960451976
GLASS JAR PEACOCK BATH SALTS;-1.2373453318335206
GLASS SPHERE CANDLE STAND MEDIUM;-0.9009009009009009
GLASS STAR FROSTED T-LIGHT HOLDER;-0.30864197530864196
GLASS TWIST BON BON JAR;-4.225352112676056
GLITTER CHRISTMAS TREE WITH BELLS;-0.20352781546811397
GLITTER HANGING BUTTERFLY STRING;-1.6736401673640167
GLITTER HEART GARLAND WITH BELLS ;-3.3112582781456954
GLITTER STAR GARLAND WITH BELLS ;-5.02092050209205
GOLD EAR MUFF HEADPHONES;-2.7027027027027026
GOLD MINI TAPE MEASURE ;-32.05128205128205
GOLD MUG BONE CHINA TREE OF LIFE;-1.06703146374829
GOLD SCROLL GLASS T-LIGHT HOLDER;-3.896103896103896
GOLDIE LOOKING MIRROR;-120.0
GRAND CHOCOLATECANDLE;-0.05249454056778095
GRASS HOPPER WOODEN WALL CLOCK ;-0.6242197253433209
GREEN CHRISTMAS TREE CARD HOLDER;-0.10565240359218171
GREEN CHRISTMAS TREE STRING 20LIGHT;-10.526315789473683
GREEN ENAMEL FLOWER HAIR TIE;-42.857142857142854
GREEN GIANT GARDEN THERMOMETER;-0.4807692307692308
GREEN GOOSE FEATHER TREE 60CM;-1.183431952662722
GREEN METAL BOX ARMY SUPPLIES;-0.4329004329004329
GREEN METAL SWINGING BUNNY;-0.949367088607595
GREEN PAIR HEART HAIR SLIDES;-21.052631578947366
GREEN POLKADOT BOWL;-0.3821656050955414
GREEN REGENCY TEACUP AND SAUCER;-0.04754590008046229
GREEN VINTAGE SPOT BEAKER;-0.09767744736270892
GREETING CARD STICKY GORDON;-5.150214592274678
GROW A FLYTRAP OR SUNFLOWER IN TIN;-0.2226069750185506
GROW YOUR OWN BASIL IN ENAMEL MUG;-0.09541984732824427
GROW YOUR OWN FLOWERS SET OF 3;-0.5513784461152882
GROW YOUR OWN HERBS SET OF 3;-0.6134969325153374
GROW YOUR OWN PLANT IN A CAN ;-1.3201320132013203
GUMBALL COAT RACK;-0.06269993602047345
GUMBALL MAGAZINE RACK;-0.6578064169687206
GUMBALL MONOCHROME COAT RACK;-0.4098360655737705
GYMKHANA TREASURE BOOK BOX;-0.27497027348394765
HAIRCLIPS FORTIES FABRIC ASSORTED;-0.44776119402985076
HAND OPEN SHAPE DECO.WHITE;-1.098901098901099
HAND OVER THE CHOCOLATE   SIGN ;-0.30088639505570464
HAND WARMER BABUSHKA DESIGN;-0.6083490664988462
HAND WARMER BIRD DESIGN;-0.1382801085368399
HAND WARMER OWL DESIGN;-0.13351424694708278
HAND WARMER RED RETROSPOT;-0.0838150289017341
HAND WARMER SCOTTY DOG DESIGN;-0.3404385830394111
HAND WARMER UNION JACK;-0.07672558798359252
HANGING  BUTTERFLY T-LIGHT HOLDER;-0.417298937784522
HANGING BAUBLE T-LIGHT HOLDER SMALL;-15.450643776824036
HANGING CHICK CREAM DECORATION;-1.8561484918793503
HANGING CLEAR MINI BOTTLE;-0.2317497103128621
HANGING FAIRY CAKE DECORATION;-5.585023400936039
HANGING HEART BONHEUR;-0.16420361247947454
HANGING HEART JAR T-LIGHT HOLDER;-0.04728324011780282
HANGING HEART MIRROR DECORATION ;-0.04275331338178709
HANGING HEART WITH BELL;-1.0498687664041995
HANGING HEART ZINC T-LIGHT HOLDER;-0.04569715580902245
HANGING JAM JAR T-LIGHT HOLDER;-0.11813238327395463
HANGING JAM JAR T-LIGHT HOLDERS;-0.10676156583629894
HANGING METAL HEART LANTERN;-0.3355797001787924
HANGING METAL STAR LANTERN;-0.18972665308130135
HANGING QUILTED PATCHWORK APPLES;-1.293696669419213
HANGING SPRING FLOWER EGG LARGE;-1.0144927536231885
HANGING SPRING FLOWER EGG SMALL;-0.8276255707762555
HANGING WOOD AND FELT FLOWER;-0.04868549172346641
HAPPY EASTER HANGING DECORATION;-0.9845288326300983
HAPPY STENCIL CRAFT;-0.0353356890459364
HEART CALCULATOR;-0.4570122822050842
HEART DECORATION RUSTIC HANGING ;-0.47393364928909953
HEART DECORATION WITH PEARLS ;-0.3859017236943659
HEART FILIGREE DOVE  SMALL;-0.20606060606060606
HEART FILIGREE DOVE LARGE;-0.4293381037567084
HEART GARLAND RUSTIC PADDED;-2.156862745098039
HEART IVORY TRELLIS LARGE;-0.03169572107765452
HEART MINI PORTRAIT FRAME;-0.19342359767891684
HEART MIRROR ANTIQUE WHITE;-0.5617977528089888
HEART OF WICKER LARGE;-0.04321740898922107
HEART OF WICKER SMALL;-0.06880874227813004
HEART SHAPE WIRELESS DOORBELL;-0.6074411541381929
HEART SHAPED HOLLY WREATH;-0.10537407797681769
HEART STRING MEMO HOLDER HANGING;-1.4705882352941178
HEART T-LIGHT HOLDER;-4.887218045112782
HEART T-LIGHT HOLDER WILLIE WINKIE;-0.10362694300518134
HEART WOODEN CHRISTMAS DECORATION;-8.955223880597014
HEART WREATH DECORATION WITH BELL;-0.8976660682226211
HEARTS  STICKERS;-1.4580801944106925
HELLO SAILOR BLUE SOAP HOLDER;-9.75609756097561
HEN HOUSE DECORATION;-0.6907545164718384
HEN HOUSE W CHICK STANDING;-0.3546099290780142
HEN PARTY CORDON BARRIER TAPE;-0.4975124378109453
HENRIETTA HEN MUG ;-1.3793103448275863
HERB MARKER BASIL;-40.184210526315795
HERB MARKER CHIVES ;-0.7021650087770626
HERB MARKER MINT;-0.6876790830945558
HERB MARKER PARSLEY;-0.644468313641246
HERB MARKER ROSEMARY;-0.6211180124223602
HERB MARKER THYME;-0.6329113924050633
HI TEC ALPINE HAND WARMER;-1.440576230492197
HOLIDAY FUN LUDO;-0.34572169403630076
HOME BUILDING BLOCK WORD;-0.07246376811594203
HOME GARLAND PAINTED ZINC ;-1.8730489073881373
HOME SMALL WOOD LETTERS;-1.0101010101010102
HOME SWEET HOME 2 DRAWER CABINET;-0.3952569169960474
HOME SWEET HOME BLACKBOARD;-0.2109397730578993
HOME SWEET HOME BOTTLE ;-0.21141649048625794
HOME SWEET HOME CUSHION COVER ;-0.44529262086513993
HOME SWEET HOME HOOK;-1.5479876160990713
HOME SWEET HOME KEY HOLDER;-0.3303964757709251
HOME SWEET HOME MUG;-1.6063521148266913
HOMEMADE JAM SCENTED CANDLES;-0.14122014202711428
HOOK 1 HANGER MAGIC GARDEN;-0.19872813990461047
HOT BATHS SOAP HOLDER;-2.330508474576271
HOUSE SHAPE PENCIL SHARPENER;-1.6
HYACINTH BULB T-LIGHT CANDLES;-3.2015810276679844
I CAN ONLY PLEASE ONE PERSON MUG;-0.6239500839932806
I LOVE LONDON BEAKER;-1.3720742534301857
ICE CREAM BUBBLES;-0.7496251874062968
ICE CREAM PEN LIP GLOSS ;-0.35382574082264484
ICE CREAM SUNDAE LIP GLOSS;-0.1734390485629336
IF YOU CAN'T STAND THE HEAT MUG;-1.4869281045751634
ILLUSTRATED CAT BOWL ;-0.0708215297450425
IVORY CHANDELIER T-LIGHT HOLDER;-38.230088495575224
IVORY DINER WALL CLOCK;-1.94043321299639
IVORY ENCHANTED FOREST PLACEMAT;-0.390625
IVORY GIANT GARDEN THERMOMETER;-0.42955326460481097
IVORY HANGING DECORATION  BIRD;-0.08968609865470852
IVORY HANGING DECORATION  HEART;-0.05145356315924878
IVORY KITCHEN SCALES;-0.11012060828526479
IVORY LOVE BIRD CANDLE;-1.5
IVORY PILLAR CANDLE SILVER FLOCK;-1.345291479820628
IVORY REFECTORY CLOCK;-5.970149253731343
IVORY RETRO KITCHEN WALL CLOCK;-2.666666666666667
IVORY SWEETHEART SOAP DISH;-0.6802721088435374
IVORY SWEETHEART WIRE LETTER RACK ;-0.4234724742891712
IVORY WICKER HEART LARGE;-0.09643201542912247
IVORY WICKER HEART MEDIUM;-0.5719733079122974
IVORY WIRE KITCHEN ORGANISER;-0.8403361344537815
IVY HEART WREATH;-28.57142857142857
JADE DROP EARRINGS W FILIGREE;-5.0
JAM CLOCK MAGNET;-0.5128205128205129
JAM JAR WITH GREEN LID;-0.30403976311336717
JAM JAR WITH PINK LID;-0.1023858278965665
JAM MAKING SET PRINTED;-0.15833305429723563
JAM MAKING SET WITH JARS;-0.033519249820190264
JARDIN ETCHED GLASS FRUITBOWL;-2.6086956521739126
JET BLACK LAS VEGAS NECKLACE 45CM;-28.57142857142857
JIGSAW RABBIT AND BIRDHOUSE;-0.9114583333333333
JIGSAW TOADSTOOLS 3 PIECE;-2.0447284345047922
JIGSAW TREE WITH BIRDHOUSE;-0.8234872896527032
JINGLE BELL HEART ANTIQUE SILVER;-3.4812880765883376
JINGLE BELL HEART DECORATION;-0.24561403508771928
JUMBO  BAG BAROQUE BLACK WHITE;-0.14714044843800725
JUMBO BAG 50'S CHRISTMAS ;-0.37264607157080276
JUMBO BAG ALPHABET;-0.3318621152019666
JUMBO BAG APPLES;-0.24250596202417013
JUMBO BAG CHARLIE AND LOLA TOYS;-0.051759834368530024
JUMBO BAG DOILEY PATTERNS;-0.06198579961681505
JUMBO BAG DOLLY GIRL DESIGN;-0.16133763567028453
JUMBO BAG OWLS;-0.3615748593875547
JUMBO BAG PAISLEY PARK;-0.6208019539995929
JUMBO BAG PEARS;-0.3219451251741867
JUMBO BAG PINK POLKADOT;-0.16696141214204904
JUMBO BAG PINK VINTAGE PAISLEY;-0.17153453871117294
JUMBO BAG RED RETROSPOT;-0.05350359793701642
JUMBO BAG SCANDINAVIAN BLUE PAISLEY;-0.4064915940606209
JUMBO BAG SCANDINAVIAN PAISLEY;-0.07295719844357977
JUMBO BAG SPACEBOY DESIGN;-0.34438477702544945
JUMBO BAG STRAWBERRY;-0.112645086871891
JUMBO BAG TOYS ;-0.06303363704085725
JUMBO BAG VINTAGE CHRISTMAS ;-0.6663388246865011
JUMBO BAG VINTAGE DOILY ;-0.4009940133288151
JUMBO BAG VINTAGE LEAF;-0.3762437810945274
JUMBO BAG WOODLAND ANIMALS;-0.2797300604916255
JUMBO SHOPPER VINTAGE RED PAISLEY;-0.24085564990202482
JUMBO STORAGE BAG SKULLS;-0.015511090429657206
JUMBO STORAGE BAG SUKI;-0.14750044161808867
JUNGLE POPSICLES ICE LOLLY MOULDS;-2.55863539445629
KEY CABINET MA CAMPAGNE;-0.8250825082508251
KEY FOB  BACK DOOR ;-0.4934210526315789
KEY FOB  FRONT  DOOR ;-0.22889114954221768
KEY FOB  GARAGE DESIGN;-0.5773361976369495
KEY FOB  SHED;-0.07739938080495357
KIDS RAIN MAC BLUE;-0.5751633986928104
KIDS RAIN MAC PINK;-1.1013215859030838
KINGS CHOICE BISCUIT TIN;-0.4849137931034483
KINGS CHOICE GIANT TUBE MATCHES;-0.8904109589041096
KINGS CHOICE MUG;-0.27627035027133695
KINGS CHOICE TEA CADDY ;-0.2890173410404624
KNEELING MAT HOUSEWORK  DESIGN;-0.4774535809018567
KNICKERBOCKERGLORY MAGNET ASSORTED ;-0.5848560354374308
LA PALMIERA TILE HOOK;-4.3478260869565215
LADS ONLY TISSUE BOX;-0.2742230347349177
LANDMARK FRAME COVENT GARDEN ;-0.228310502283105
LANTERN CREAM GAZEBO ;-0.12246117084826763
LARGE ANTIQUE WHITE PHOTO FRAME;-0.21574973031283712
LARGE BLUE PROVENCAL CERAMIC BALL;-6.976744186046512
LARGE BONNE JAM JAR  T-LIGHT HOLDER;-0.7905138339920948
LARGE CAKE STAND  HANGING STRAWBERY;-0.188124632569077
LARGE CAKE STAND HANGING HEARTS;-1.228878648233487
LARGE CAKE TOWEL PINK SPOTS;-0.18115942028985507
LARGE CERAMIC TOP STORAGE JAR;-0.1878868258178603
LARGE CIRCULAR MIRROR MOBILE;-0.16555329654371187
LARGE DECO JEWELLERY STAND;-0.38022813688212925
LARGE HANGING IVORY & RED WOOD BIRD;-0.6742738589211619
LARGE HEART MEASURING SPOONS;-0.05055611729019212
LARGE IVORY HEART WALL ORGANISER;-0.12804097311139565
LARGE MEDINA STAMPED METAL BOWL ;-1.675977653631285
LARGE PINK GLASS SUNDAE DISH;-1.6309887869520898
LARGE POPCORN HOLDER ;-0.29192124915139167
LARGE RED BABUSHKA NOTEBOOK ;-0.09124087591240876
LARGE RED RETROSPOT WINDMILL;-0.13640238704177324
LARGE ROUND CUTGLASS CANDLESTICK;-100.0
LARGE STRIPES CHOCOLATE GIFT BAG;-1.8281535648994516
LARGE TORTILLA DESIGN RED BOWL;-1.2987012987012987
LARGE WHITE HEART OF WICKER;-0.20847121111846462
LARGE WHITE/PINK ROSE ART FLOWER;-7.142857142857142
LAVENDER SCENTED FABRIC HEART;-0.7374631268436578
LE GRAND TRAY CHIC SET;-0.6666666666666667
LE JARDIN BOTANIQUE CUSHION COVER;-0.7117437722419928
LETTER HOLDER HOME SWEET HOME;-0.16051364365971107
LIGHT GARLAND BUTTERFILES PINK;-0.23656320968962907
LIPSTICK PEN FUSCHIA;-0.07704160246533129
LIPSTICK PEN RED;-0.17958695001496558
LOLITA  DESIGN  COTTON TOTE BAG;-1.9841269841269842
LONDON BUS COFFEE MUG;-0.12257718532138205
LONG SILVER NECKLACE PASTEL FLOWER;-14.285714285714285
LOVE BUILDING BLOCK WORD;-0.09852216748768473
LOVE HEART SOCK HANGER;-0.26455026455026454
LOVE HEART TRINKET POT;-0.11111111111111112
LOVE LARGE WOOD LETTERS ;-1.9607843137254901
LOVE SEAT ANTIQUE WHITE METAL;-1.8518518518518516
LOVEBIRD HANGING DECORATION WHITE ;-0.21076523994811935
LUNCH BAG  BLACK SKULL.;-0.04803650774588688
LUNCH BAG ALPHABET DESIGN;-0.46550774633984143
LUNCH BAG APPLE DESIGN;-0.037433697941781086
