InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Category,Month
C542604,21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,-2,2011-01-30 12:35:00,16.95,13148.0,United Kingdom,"Seasonal products, Color",2011-01
C542604,84799,SPRIG LAVENDER ARTIFICIAL FLOWER,-48,2011-01-30 12:35:00,0.42,13148.0,United Kingdom,"Home Goods, Accessories",2011-01
C542635,21977,PACK OF 60 PINK PAISLEY CAKE CASES,-1,2011-01-31 10:43:00,0.55,14688.0,United Kingdom,"Kitchen Appliances, Color, Home Goods, Stationary",2011-01
C542635,21212,PACK OF 72 RETROSPOT CAKE CASES,-2,2011-01-31 10:43:00,0.42,14688.0,United Kingdom,"Kitchen Appliances, Home Goods, Stationary",2011-01
C542637,22667,RECIPE BOX RETROSPOT ,-6,2011-01-31 10:44:00,2.95,14688.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-01
C542638,35004C,SET OF 3 COLOURED  FLYING DUCKS,-3,2011-01-31 11:15:00,5.45,13396.0,United Kingdom,"Color, Home Goods",2011-01
C542639,22941,CHRISTMAS LIGHTS 10 REINDEER,-1,2011-01-31 11:18:00,8.5,16570.0,United Kingdom,"Seasonal products, Home Goods",2011-01
C542640,22423,REGENCY CAKESTAND 3 TIER,-4,2011-01-31 11:22:00,10.95,16839.0,United Kingdom,Kitchen Appliances,2011-01
C542642,22841,ROUND CAKE TIN VINTAGE GREEN,-2,2011-01-31 11:27:00,7.95,15827.0,United Kingdom,"Kitchen Appliances, Color, Home Goods, Stationary",2011-01
C542642,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,2011-01-31 11:27:00,4.95,15827.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-01
C542642,22423,REGENCY CAKESTAND 3 TIER,-1,2011-01-31 11:27:00,12.75,15827.0,United Kingdom,Kitchen Appliances,2011-01
C542643,22087,PAPER BUNTING WHITE LACE,-6,2011-01-31 11:29:00,2.95,13615.0,United Kingdom,"Kitchen Appliances, Color, Home Goods, Stationary",2011-01
C542644,84678,CLASSICAL ROSE SMALL VASE,-2,2011-01-31 11:33:00,1.25,15497.0,United Kingdom,"Size, Home Goods, Gifts Jewelry",2011-01
C542645,22760,TRAY BREAKFAST IN BED,-1,2011-01-31 11:37:00,12.75,14180.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-01
C542693,15036,ASSORTED COLOURS SILK FAN,-600,2011-01-31 12:36:00,0.65,12908.0,United Kingdom,Gifts Jewelry,2011-01
C542704,22178,VICTORIAN GLASS HANGING T-LIGHT,-42,2011-01-31 12:48:00,1.06,15189.0,United Kingdom,Home Goods,2011-01
C542714,21843,RED RETROSPOT CAKE STAND,-5,2011-01-31 13:28:00,10.95,12437.0,France,"Kitchen Appliances, Color, Home Goods",2011-01
C542721,22138,BAKING SET 9 PIECE RETROSPOT ,-1,2011-01-31 14:37:00,4.95,14502.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-01
C542721,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,-1,2011-01-31 14:37:00,3.75,14502.0,United Kingdom,"Color, Home Goods, Gifts Jewelry",2011-01
C542726,22701,PINK DOG BOWL,-2,2011-01-31 15:08:00,2.95,16191.0,United Kingdom,Color,2011-01
C542726,22700,BLACK AND WHITE DOG BOWL,-3,2011-01-31 15:08:00,2.95,16191.0,United Kingdom,Color,2011-01
C542730,22798,ANTIQUE GLASS DRESSING TABLE POT,-1,2011-01-31 15:27:00,2.95,13506.0,United Kingdom,"Clothing, Home Goods",2011-01
C542730,22227,HANGING HEART MIRROR DECORATION ,-1,2011-01-31 15:27:00,0.65,13506.0,United Kingdom,Home Goods,2011-01
C542730,21314,SMALL GLASS HEART TRINKET POT,-1,2011-01-31 15:27:00,2.1,13506.0,United Kingdom,"Size, Home Goods",2011-01
C542732,22763,KEY CABINET MA CAMPAGNE,-2,2011-01-31 15:31:00,9.95,14180.0,United Kingdom,Accessories,2011-01
C542734,22169,FAMILY ALBUM WHITE PICTURE FRAME,-2,2011-01-31 15:36:00,8.5,14442.0,Channel Islands,Color,2011-01
C542734,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,-2,2011-01-31 15:36:00,6.75,14442.0,Channel Islands,Other,2011-01
C542738,84078A,SET/4 WHITE RETRO STORAGE CUBES ,-12,2011-01-31 15:53:00,34.95,13089.0,United Kingdom,"Color, Home Goods",2011-01
C542740,22652,TRAVEL SEWING KIT,-1,2011-01-31 15:59:00,1.65,12853.0,United Kingdom,Other,2011-01
C542740,22926,IVORY GIANT GARDEN THERMOMETER,-1,2011-01-31 15:59:00,5.95,12853.0,United Kingdom,"Home Goods, Accessories",2011-01
C542740,22934,BAKING MOULD EASTER EGG WHITE CHOC,-3,2011-01-31 15:59:00,2.95,12853.0,United Kingdom,"Kitchen Appliances, Seasonal products, Color",2011-01
C542742,85124B,BLUE JUICY FRUIT PHOTO FRAME,-6,2011-01-31 16:26:00,2.55,15358.0,United Kingdom,Color,2011-01
C542742,22821,GIFT BAG PSYCHEDELIC APPLES,-12,2011-01-31 16:26:00,0.65,15358.0,United Kingdom,Accessories,2011-01
C542742,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,-94,2011-01-31 16:26:00,0.65,15358.0,United Kingdom,"Kitchen Appliances, Size, Stationary",2011-01
C542744,22700,BLACK AND WHITE DOG BOWL,-10,2011-01-31 16:32:00,0.85,16191.0,United Kingdom,Color,2011-01
C542744,22701,PINK DOG BOWL,-2,2011-01-31 16:32:00,0.85,16191.0,United Kingdom,Color,2011-01
C542748,22969,HOMEMADE JAM SCENTED CANDLES,-12,2011-01-31 16:53:00,1.45,15881.0,United Kingdom,Home Goods,2011-01
C542753,22649,STRAWBERRY FAIRY CAKE TEAPOT,-1,2011-01-31 16:57:00,4.95,15881.0,United Kingdom,Kitchen Appliances,2011-01
C542781,21731,RED TOADSTOOL LED NIGHT LIGHT,-12,2011-02-01 09:38:00,1.65,12626.0,Germany,"Color, Home Goods",2011-02
C542781,22634,CHILDS BREAKFAST SET SPACEBOY ,-3,2011-02-01 09:38:00,8.5,12626.0,Germany,"Toys, Home Goods",2011-02
C542787,85141,JARDIN ETCHED GLASS FRUITBOWL,-1,2011-02-01 10:22:00,8.95,15864.0,United Kingdom,Home Goods,2011-02
C542787,21319,GLASS CHALICE GREEN  SMALL ,-1,2011-02-01 10:22:00,1.65,15864.0,United Kingdom,"Size, Color, Home Goods",2011-02
C542787,21318,GLASS CHALICE BLUE SMALL ,-2,2011-02-01 10:22:00,1.65,15864.0,United Kingdom,"Size, Color, Home Goods",2011-02
C542792,22730,ALARM CLOCK BAKELIKE IVORY,-1,2011-02-01 10:49:00,3.75,14627.0,United Kingdom,Accessories,2011-02
C542792,22505,MEMO BOARD COTTAGE DESIGN,-1,2011-02-01 10:49:00,4.95,14627.0,United Kingdom,"Home Goods, Stationary",2011-02
C542792,21259,VICTORIAN SEWING BOX SMALL ,-1,2011-02-01 10:49:00,5.95,14627.0,United Kingdom,Size,2011-02
C542792,22891,TEA FOR ONE POLKADOT,-1,2011-02-01 10:49:00,4.25,14627.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-02
C542792,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-02-01 10:49:00,2.95,14627.0,United Kingdom,"Kitchen Appliances, Color, Home Goods",2011-02
C542793,22891,TEA FOR ONE POLKADOT,-6,2011-02-01 10:52:00,4.25,14113.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-02
C542798,21531,RED RETROSPOT SUGAR JAM BOWL,-1,2011-02-01 11:09:00,2.55,12477.0,Germany,"Kitchen Appliances, Color, Home Goods",2011-02
C542798,21429,RED GINGHAM ROSE JEWELLERY BOX,-1,2011-02-01 11:09:00,1.65,12477.0,Germany,"Color, Gifts Jewelry",2011-02
C542799,22156,HEART DECORATION WITH PEARLS ,-1,2011-02-01 11:12:00,0.72,14606.0,United Kingdom,Home Goods,2011-02
C542799,85054,FRENCH ENAMEL POT W LID,-1,2011-02-01 11:12:00,2.95,14606.0,United Kingdom,Kitchen Appliances,2011-02
C542805,22156,HEART DECORATION WITH PEARLS ,-1,2011-02-01 11:19:00,0.85,14606.0,United Kingdom,Home Goods,2011-02
C542805,85054,FRENCH ENAMEL POT W LID,-1,2011-02-01 11:19:00,2.95,14606.0,United Kingdom,Kitchen Appliances,2011-02
C542832,35004B,SET OF 3 BLACK FLYING DUCKS,-12,2011-02-01 11:28:00,4.65,15694.0,United Kingdom,"Color, Home Goods",2011-02
C542860,22580,ADVENT CALENDAR GINGHAM SACK,-1,2011-02-01 11:43:00,5.95,,United Kingdom,Other,2011-02
C542866,85063,CREAM SWEETHEART MAGAZINE RACK,-2,2011-02-01 12:14:00,14.95,15311.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-02
C542866,35004G,SET OF 3 GOLD FLYING DUCKS,-2,2011-02-01 12:14:00,1.95,15311.0,United Kingdom,"Color, Home Goods",2011-02
C542866,35004C,SET OF 3 COLOURED  FLYING DUCKS,-2,2011-02-01 12:14:00,4.65,15311.0,United Kingdom,"Color, Home Goods",2011-02
C542910,20726,LUNCH BAG WOODLAND,-1,2011-02-01 15:38:00,1.45,17511.0,United Kingdom,Accessories,2011-02
C542910,22671,FRENCH LAUNDRY SIGN BLUE METAL,-1,2011-02-01 15:38:00,1.45,17511.0,United Kingdom,"Kitchen Appliances, Color, Home Goods",2011-02
C542910,85099B,JUMBO BAG RED RETROSPOT,-1,2011-02-01 15:38:00,1.65,17511.0,United Kingdom,"Kitchen Appliances, Color, Home Goods, Accessories",2011-02
C542910,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-02-01 15:38:00,2.55,17511.0,United Kingdom,"Kitchen Appliances, Color, Home Goods",2011-02
C542910,22360,GLASS JAR ENGLISH CONFECTIONERY,-3,2011-02-01 15:38:00,2.55,17511.0,United Kingdom,Home Goods,2011-02
C542910,22659,LUNCH BOX I LOVE LONDON,-1,2011-02-01 15:38:00,1.65,17511.0,United Kingdom,Other,2011-02
C542910,22061,LARGE CAKE STAND  HANGING STRAWBERY,-1,2011-02-01 15:38:00,8.5,17511.0,United Kingdom,"Size, Kitchen Appliances, Home Goods",2011-02
C542910,21537,RED RETROSPOT PUDDING BOWL,-1,2011-02-01 15:38:00,3.75,17511.0,United Kingdom,"Kitchen Appliances, Color, Home Goods",2011-02
C542910,20727,LUNCH BAG  BLACK SKULL.,-2,2011-02-01 15:38:00,1.45,17511.0,United Kingdom,"Color, Accessories",2011-02
C542910,22169,FAMILY ALBUM WHITE PICTURE FRAME,-1,2011-02-01 15:38:00,7.65,17511.0,United Kingdom,Color,2011-02
C542910,22423,REGENCY CAKESTAND 3 TIER,-2,2011-02-01 15:38:00,10.95,17511.0,United Kingdom,Kitchen Appliances,2011-02
C542912,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2011-02-01 15:49:00,2.95,13141.0,United Kingdom,"Kitchen Appliances, Color",2011-02
C542913,22197,SMALL POPCORN HOLDER,-2,2011-02-01 15:57:00,0.85,16779.0,United Kingdom,"Size, Kitchen Appliances, Home Goods",2011-02
C542913,21041,RED RETROSPOT OVEN GLOVE DOUBLE,-1,2011-02-01 15:57:00,2.95,16779.0,United Kingdom,"Kitchen Appliances, Color, Home Goods",2011-02
C542924,22423,REGENCY CAKESTAND 3 TIER,-2,2011-02-02 09:39:00,12.75,12559.0,Germany,Kitchen Appliances,2011-02
C542951,22856,ASSORTED EASTER DECORATIONS  BELLS,-2,2011-02-02 11:16:00,1.25,16985.0,United Kingdom,"Seasonal products, Home Goods, Gifts Jewelry",2011-02
C542991,85019C,CURIOUS  IMAGES NOTEBOOK SET,-12,2011-02-02 11:54:00,4.25,14460.0,United Kingdom,"Home Goods, Stationary",2011-02
C543004,22470,HEART OF WICKER LARGE,-4,2011-02-02 12:40:00,2.95,13939.0,United Kingdom,"Size, Home Goods",2011-02
C543026,22198,LARGE POPCORN HOLDER ,-2,2011-02-02 14:44:00,1.65,16717.0,United Kingdom,"Size, Kitchen Appliances, Home Goods",2011-02
C543026,22768,FAMILY PHOTO FRAME CORNICE,-2,2011-02-02 14:44:00,9.95,16717.0,United Kingdom,Other,2011-02
C543026,21844,RED RETROSPOT MUG,-2,2011-02-02 14:44:00,2.95,16717.0,United Kingdom,"Kitchen Appliances, Color, Home Goods",2011-02
C543039,84946,ANTIQUE SILVER TEA GLASS ETCHED,-2,2011-02-02 16:31:00,1.25,16992.0,United Kingdom,"Kitchen Appliances, Home Goods, Accessories",2011-02
C543039,22768,FAMILY PHOTO FRAME CORNICE,-1,2011-02-02 16:31:00,9.95,16992.0,United Kingdom,Other,2011-02
C543042,22087,PAPER BUNTING WHITE LACE,-12,2011-02-02 17:09:00,2.95,17337.0,United Kingdom,"Kitchen Appliances, Color, Home Goods, Stationary",2011-02
C543050,22242,5 HOOK HANGER MAGIC TOADSTOOL,-24,2011-02-03 10:14:00,1.65,12625.0,Germany,Home Goods,2011-02
C543050,22962,JAM JAR WITH PINK LID,-2,2011-02-03 10:14:00,0.85,12625.0,Germany,Color,2011-02
C543050,22637,PIGGY BANK RETROSPOT ,-2,2011-02-03 10:14:00,2.55,12625.0,Germany,"Kitchen Appliances, Home Goods",2011-02
C543050,22963,JAM JAR WITH GREEN LID,-6,2011-02-03 10:14:00,0.85,12625.0,Germany,Color,2011-02
C543052,22797,CHEST OF DRAWERS GINGHAM HEART ,-1,2011-02-03 10:20:00,16.95,14180.0,United Kingdom,Home Goods,2011-02
C543109,22291,HANGING CHICK CREAM DECORATION,-24,2011-02-03 12:39:00,1.45,12775.0,Netherlands,"Kitchen Appliances, Home Goods",2011-02
C543112,22960,JAM MAKING SET WITH JARS,-3,2011-02-03 12:59:00,4.25,14133.0,United Kingdom,Home Goods,2011-02
C543119,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,-1,2011-02-03 13:31:00,1.25,14606.0,United Kingdom,Home Goods,2011-02
C543175,22763,KEY CABINET MA CAMPAGNE,-2,2011-02-04 09:46:00,9.95,12712.0,Germany,Accessories,2011-02
C543175,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,-2,2011-02-04 09:46:00,8.5,12712.0,Germany,"Color, Home Goods",2011-02
C543175,22168,ORGANISER WOOD ANTIQUE WHITE ,-2,2011-02-04 09:46:00,8.5,12712.0,Germany,Color,2011-02
C543185,22333,RETROSPOT PARTY BAG + STICKER SET,-14,2011-02-04 11:22:00,1.65,,United Kingdom,"Kitchen Appliances, Accessories, Home Goods, Stationary",2011-02
C543185,22332,SKULLS PARTY BAG + STICKER SET,-14,2011-02-04 11:22:00,1.65,,United Kingdom,"Accessories, Home Goods, Stationary",2011-02
C543195,22061,LARGE CAKE STAND  HANGING STRAWBERY,-1,2011-02-04 12:29:00,8.5,13113.0,United Kingdom,"Size, Kitchen Appliances, Home Goods",2011-02
C543195,22423,REGENCY CAKESTAND 3 TIER,-1,2011-02-04 12:29:00,10.95,13113.0,United Kingdom,Kitchen Appliances,2011-02
C543239,84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,-3,2011-02-04 13:47:00,1.69,14462.0,United Kingdom,"Accessories, Gifts Jewelry, Color, Size, Home Goods",2011-02
C543239,84800S,SMALL WHITE/PINK ROSE ART FLOWER,-2,2011-02-04 13:47:00,1.25,14462.0,United Kingdom,"Accessories, Gifts Jewelry, Color, Size, Home Goods",2011-02
C543239,84799,SPRIG LAVENDER ARTIFICIAL FLOWER,-12,2011-02-04 13:47:00,1.25,14462.0,United Kingdom,"Home Goods, Accessories",2011-02
C543241,84766,SILVER ROCOCO CANDLE STICK,-1,2011-02-04 14:02:00,1.95,17315.0,United Kingdom,"Home Goods, Accessories",2011-02
C543244,21463,MIRRORED DISCO BALL ,-1,2011-02-04 14:06:00,5.95,16725.0,United Kingdom,"Color, Sports Equipment, Home Goods",2011-02
C543290,22617,BAKING SET SPACEBOY DESIGN,-2,2011-02-07 10:44:00,4.95,16686.0,United Kingdom,"Toys, Home Goods",2011-02
C543290,21579,LOLITA  DESIGN  COTTON TOTE BAG,-2,2011-02-07 10:44:00,2.25,16686.0,United Kingdom,"Home Goods, Accessories",2011-02
C543307,22838,3 TIER CAKE TIN RED AND CREAM,-1,2011-02-07 11:58:00,14.95,18118.0,United Kingdom,"Kitchen Appliances, Color, Home Goods",2011-02
C543347,85049G,CHOCOLATE BOX RIBBONS ,-2,2011-02-07 12:44:00,1.25,12472.0,Germany,Color,2011-02
C543347,85049E,SCANDINAVIAN REDS RIBBONS,-3,2011-02-07 12:44:00,1.25,12472.0,Germany,Color,2011-02
C543347,22629,SPACEBOY LUNCH BOX ,-1,2011-02-07 12:44:00,1.95,12472.0,Germany,Toys,2011-02
C543347,22467,GUMBALL COAT RACK,-6,2011-02-07 12:44:00,2.55,12472.0,Germany,Sports Equipment,2011-02
C543347,22423,REGENCY CAKESTAND 3 TIER,-2,2011-02-07 12:44:00,12.75,12472.0,Germany,Kitchen Appliances,2011-02
C543347,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-2,2011-02-07 12:44:00,2.95,12472.0,Germany,Home Goods,2011-02
C543347,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-3,2011-02-07 12:44:00,2.95,12472.0,Germany,Home Goods,2011-02
C543347,22245,HOOK 1 HANGER MAGIC GARDEN,-3,2011-02-07 12:44:00,0.85,12472.0,Germany,Home Goods,2011-02
C543347,22242,5 HOOK HANGER MAGIC TOADSTOOL,-5,2011-02-07 12:44:00,1.65,12472.0,Germany,Home Goods,2011-02
C543347,22077,6 RIBBONS RUSTIC CHARM,-5,2011-02-07 12:44:00,1.65,12472.0,Germany,Other,2011-02
C543347,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,-2,2011-02-07 12:44:00,1.25,12472.0,Germany,"Color, Home Goods",2011-02
C543347,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,-2,2011-02-07 12:44:00,1.25,12472.0,Germany,"Color, Home Goods",2011-02
C543347,21668,RED STRIPE CERAMIC DRAWER KNOB,-1,2011-02-07 12:44:00,1.25,12472.0,Germany,"Color, Home Goods",2011-02
C543347,21244,BLUE POLKADOT PLATE ,-2,2011-02-07 12:44:00,1.69,12472.0,Germany,"Color, Home Goods",2011-02
C543347,20676,RED RETROSPOT BOWL,-2,2011-02-07 12:44:00,1.25,12472.0,Germany,"Kitchen Appliances, Color, Home Goods",2011-02
C543353,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,-1,2011-02-07 13:41:00,1.25,16033.0,United Kingdom,Home Goods,2011-02
C543353,22637,PIGGY BANK RETROSPOT ,-1,2011-02-07 13:41:00,2.55,16033.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-02
C543353,22727,ALARM CLOCK BAKELIKE RED ,-2,2011-02-07 13:41:00,3.75,16033.0,United Kingdom,Color,2011-02
C543353,22384,LUNCH BAG PINK POLKADOT,-1,2011-02-07 13:41:00,1.65,16033.0,United Kingdom,"Color, Home Goods, Accessories",2011-02
C543356,22791,T-LIGHT GLASS FLUTED ANTIQUE,-2,2011-02-07 13:52:00,1.25,14443.0,United Kingdom,Home Goods,2011-02
C543356,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2011-02-07 13:52:00,1.25,14443.0,United Kingdom,Other,2011-02
C543368,22942,CHRISTMAS LIGHTS 10 SANTAS ,-3,2011-02-07 14:46:00,8.5,18245.0,United Kingdom,"Seasonal products, Home Goods",2011-02
C543368,22941,CHRISTMAS LIGHTS 10 REINDEER,-4,2011-02-07 14:46:00,8.5,18245.0,United Kingdom,"Seasonal products, Home Goods",2011-02
C543375,22325,MOBILE VINTAGE HEARTS ,-3,2011-02-07 15:09:00,4.95,16321.0,Australia,"Home Goods, Stationary",2011-02
C543375,22087,PAPER BUNTING WHITE LACE,-18,2011-02-07 15:09:00,2.95,16321.0,Australia,"Kitchen Appliances, Color, Home Goods, Stationary",2011-02
C543381,84754,S/15 SILVER GLASS BAUBLES IN BAG,-144,2011-02-07 15:52:00,1.06,15513.0,United Kingdom,"Home Goods, Accessories",2011-02
C543384,48173C,DOORMAT BLACK FLOCK ,-1,2011-02-07 16:24:00,7.95,,United Kingdom,"Color, Home Goods",2011-02
C543431,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,-1,2011-02-08 11:37:00,2.55,12474.0,Germany,Other,2011-02
C543431,22090,PAPER BUNTING RETROSPOT,-1,2011-02-08 11:37:00,2.95,12474.0,Germany,"Kitchen Appliances, Home Goods, Stationary",2011-02
C543431,22551,PLASTERS IN TIN SPACEBOY,-1,2011-02-08 11:37:00,1.65,12474.0,Germany,"Kitchen Appliances, Toys, Home Goods",2011-02
C543431,22212,FOUR HOOK  WHITE LOVEBIRDS,-1,2011-02-08 11:37:00,2.1,12474.0,Germany,"Color, Home Goods",2011-02
C543442,84625A,PINK NEW BAROQUECANDLESTICK CANDLE,-3,2011-02-08 11:40:00,2.95,14911.0,EIRE,"Color, Home Goods",2011-02
C543442,22797,CHEST OF DRAWERS GINGHAM HEART ,-1,2011-02-08 11:40:00,16.95,14911.0,EIRE,Home Goods,2011-02
C543445,90098,NECKLACE+BRACELET PINK BUTTERFLY,-6,2011-02-08 11:45:00,2.55,12662.0,Germany,"Color, Accessories, Home Goods, Gifts Jewelry",2011-02
C543445,22231,JIGSAW TREE WITH BIRDHOUSE,-12,2011-02-08 11:45:00,1.45,12662.0,Germany,Home Goods,2011-02
C543465,22778,GLASS CLOCHE SMALL,-2,2011-02-08 14:32:00,3.95,13873.0,United Kingdom,"Size, Home Goods",2011-02
C543469,21258,VICTORIAN SEWING BOX LARGE,-1,2011-02-08 14:55:00,10.95,12709.0,Germany,Size,2011-02
C543469,22503,CABIN BAG VINTAGE PAISLEY,-1,2011-02-08 14:55:00,12.75,12709.0,Germany,"Accessories, Home Goods, Stationary",2011-02
C543469,21452,TOADSTOOL MONEY BOX,-2,2011-02-08 14:55:00,2.55,12709.0,Germany,Other,2011-02
C543469,21658,GLASS  BEURRE DISH,-2,2011-02-08 14:55:00,3.39,12709.0,Germany,Home Goods,2011-02
C543469,22504,CABIN BAG VINTAGE RETROSPOT,-1,2011-02-08 14:55:00,12.75,12709.0,Germany,"Kitchen Appliances, Accessories, Home Goods, Stationary",2011-02
C543469,22627,MINT KITCHEN SCALES,-1,2011-02-08 14:55:00,7.65,12709.0,Germany,"Kitchen Appliances, Home Goods",2011-02
C543469,22423,REGENCY CAKESTAND 3 TIER,-2,2011-02-08 14:55:00,10.95,12709.0,Germany,Kitchen Appliances,2011-02
C543469,85232B,SET OF 3 BABUSHKA STACKING TINS,-1,2011-02-08 14:55:00,4.25,12709.0,Germany,"Kitchen Appliances, Home Goods",2011-02
C543469,21896,POTTING SHED TWINE,-1,2011-02-08 14:55:00,1.85,12709.0,Germany,"Kitchen Appliances, Home Goods",2011-02
C543475,84881,BLUE WIRE SPIRAL CANDLE HOLDER,-1,2011-02-08 15:15:00,6.35,14415.0,United Kingdom,"Kitchen Appliances, Color, Home Goods",2011-02
C543475,22637,PIGGY BANK RETROSPOT ,-1,2011-02-08 15:15:00,2.55,14415.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-02
C543475,84792,ENCHANTED BIRD COATHANGER 5 HOOK,-1,2011-02-08 15:15:00,4.65,14415.0,United Kingdom,Home Goods,2011-02
C543475,22244,3 HOOK HANGER MAGIC GARDEN,-1,2011-02-08 15:15:00,1.95,14415.0,United Kingdom,Home Goods,2011-02
C543475,22465,HANGING METAL STAR LANTERN,-1,2011-02-08 15:15:00,1.65,14415.0,United Kingdom,Home Goods,2011-02
C543551,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,-76,2011-02-10 10:00:00,7.65,16716.0,United Kingdom,"Color, Home Goods",2011-02
C543603,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-02-10 13:40:00,3.75,15570.0,United Kingdom,Color,2011-02
C543603,21877,HOME SWEET HOME MUG,-2,2011-02-10 13:40:00,1.25,15570.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-02
C543603,22487,WHITE WOOD GARDEN PLANT LADDER,-1,2011-02-10 13:40:00,9.95,15570.0,United Kingdom,"Color, Home Goods",2011-02
C543603,22941,CHRISTMAS LIGHTS 10 REINDEER,-2,2011-02-10 13:40:00,8.5,15570.0,United Kingdom,"Seasonal products, Home Goods",2011-02
C543603,35004C,SET OF 3 COLOURED  FLYING DUCKS,-1,2011-02-10 13:40:00,5.45,15570.0,United Kingdom,"Color, Home Goods",2011-02
C543603,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2011-02-10 13:40:00,6.95,15570.0,United Kingdom,"Color, Home Goods",2011-02
C543603,22776,SWEETHEART CAKESTAND 3 TIER,-1,2011-02-10 13:40:00,9.95,15570.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-02
C543605,82486,WOOD S/3 CABINET ANT WHITE FINISH,-4,2011-02-10 14:11:00,8.95,13110.0,United Kingdom,Color,2011-02
C543606,22963,JAM JAR WITH GREEN LID,-1,2011-02-10 14:13:00,0.85,14665.0,United Kingdom,Color,2011-02
C543606,22847,BREAD BIN DINER STYLE IVORY,-1,2011-02-10 14:13:00,16.95,14665.0,United Kingdom,Accessories,2011-02
C543607,22423,REGENCY CAKESTAND 3 TIER,-1,2011-02-10 14:13:00,12.75,15602.0,United Kingdom,Kitchen Appliances,2011-02
C543608,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2011-02-10 14:15:00,6.95,17230.0,United Kingdom,"Color, Home Goods",2011-02
C543609,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-1,2011-02-10 14:17:00,2.55,16705.0,United Kingdom,"Kitchen Appliances, Color, Home Goods",2011-02
C543609,22456,NATURAL SLATE CHALKBOARD LARGE ,-1,2011-02-10 14:17:00,4.95,16705.0,United Kingdom,"Size, Stationary",2011-02
C543611,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2011-02-10 14:38:00,4.95,17850.0,United Kingdom,"Color, Home Goods",2011-02
C543611,22632,HAND WARMER RED RETROSPOT,-6,2011-02-10 14:38:00,1.85,17850.0,United Kingdom,"Kitchen Appliances, Color, Home Goods",2011-02
C543611,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2011-02-10 14:38:00,4.95,17850.0,United Kingdom,"Color, Home Goods",2011-02
C543611,21871,SAVE THE PLANET MUG,-1,2011-02-10 14:38:00,1.06,17850.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-02
C543611,82494L,WOODEN FRAME ANTIQUE WHITE ,-2,2011-02-10 14:38:00,2.55,17850.0,United Kingdom,"Color, Home Goods",2011-02
C543611,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-1,2011-02-10 14:38:00,4.25,17850.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-02
C543611,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-1,2011-02-10 14:38:00,4.95,17850.0,United Kingdom,"Kitchen Appliances, Home Goods",2011-02
C543611,82494L,WOODEN FRAME ANTIQUE WHITE ,-12,2011-02-10 14:38:00,2.55,17850.0,United Kingdom,"Color, Home Goods",2011-02
C543611,21071,VINTAGE BILLBOARD DRINK ME MUG,-6,2011-02-10 14:38:00,1.06,17850.0,United Kingdom,"Kitchen Appliances, Home Goods, Stationary",2011-02
C543611,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-2,2011-02-10 14:38:00,4.95,17850.0,United Kingdom,"Color, Home Goods",2011-02
C543611,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2011-02-10 14:38:00,4.95,17850.0,United Kingdom,"Color, Home Goods",2011-02
