Category,InvoiceDate,Quantity,TotalValue
Returns,2011-03-02 16:17,-1,-9.95
Returns,2011-03-02 16:20,-2,-12.600000000000001
Returns,2011-03-02 16:24,-4,-12.600000000000001
Returns,2011-03-02 16:33,-17,-43.39
Returns,2011-03-02 16:38,-5,-10.25
Returns,2011-03-02 16:46,-2,-15.9
Returns,2011-03-02 16:53,-1,-7.95
Returns,2011-03-02 16:56,-2,-9.3
Returns,2011-03-02 16:57,-2,-21.2
Returns,2011-03-02 17:04,-9,-92.55
Returns,2011-03-02 17:11,-1,-1.25
Returns,2011-03-02 17:15,-4,-13.4
Returns,2011-03-02 17:18,-9,-40.05
Returns,2011-03-02 17:19,-1,-4.95
Returns,2011-03-03 11:05,-1,-30.38
Returns,2011-03-03 11:08,-720,-7.2
Returns,2011-03-03 11:33,-10,-19.5
Returns,2011-03-03 11:35,-3,-14.4
Returns,2011-03-03 11:42,-12,-10.2
Returns,2011-03-03 11:43,-5,-14.75
Returns,2011-03-03 11:53,-2,-5.9
Returns,2011-03-03 11:54,-5,-4.25
Returns,2011-03-03 11:56,-4,-25.8
Returns,2011-03-03 11:57,-1,-0.65
Returns,2011-03-03 12:02,-1,-7.65
Returns,2011-03-03 12:11,-12,-76.3
Returns,2011-03-03 12:30,-1,-2.95
Returns,2011-03-03 13:11,-110,-168.7
Returns,2011-03-03 13:26,-1,-1.65
Returns,2011-03-03 13:45,-1,-9.95
Returns,2011-03-03 13:57,-1,-85.0
Returns,2011-03-03 14:14,-3,-9.15
Returns,2011-03-03 15:21,-2,-10.9
Returns,2011-03-03 16:25,-2,-9.9
Returns,2011-03-03 16:26,-4,-46.2
Returns,2011-03-04 12:28,-1,-10.95
Returns,2011-03-04 13:14,-7,-20.98
Returns,2011-03-06 10:08,-7,-76.64999999999999
Returns,2011-03-06 10:13,-1,-4.95
Returns,2011-03-06 10:14,-18,-53.1
Returns,2011-03-06 10:25,-3,-6.15
Returns,2011-03-06 10:48,-26,-258.9
Returns,2011-03-06 10:49,-2,-2.5
Returns,2011-03-06 11:07,-1,-1.25
Returns,2011-03-06 12:43,-2,-5.640000000000001
Returns,2011-03-07 10:33,-2,-22.9
Returns,2011-03-07 11:16,-4,-13.58
Returns,2011-03-07 11:18,-10,-107.9
Returns,2011-03-07 11:41,-5,-36.5
Returns,2011-03-07 11:46,-1,-45.57
Returns,2011-03-07 11:47,-1,-8.65
Returns,2011-03-07 12:05,-18,-11.700000000000001
Returns,2011-03-07 12:06,-2,-15.2
Returns,2011-03-07 12:54,-3,-6.300000000000001
Returns,2011-03-07 13:00,-3,-17.85
Returns,2011-03-07 13:01,-2,-3.3
Returns,2011-03-07 13:05,-8,-69.89999999999999
Returns,2011-03-07 13:08,-36,-45.0
Returns,2011-03-07 13:10,-7,-10.15
Returns,2011-03-07 13:14,-12,-25.25
Returns,2011-03-07 13:16,-1,-2.95
Returns,2011-03-07 13:19,-3,-11.049999999999999
Returns,2011-03-07 13:32,-24,-20.4
Returns,2011-03-07 13:33,-1,-8.5
Returns,2011-03-07 13:35,-5,-54.75
Returns,2011-03-07 13:36,-6,-22.5
Returns,2011-03-07 13:37,-2,-17.7
Returns,2011-03-07 13:38,-1,-5.95
Returns,2011-03-07 13:39,-1,-12.75
Returns,2011-03-07 13:40,-1,-0.42
Returns,2011-03-07 13:41,-3,-25.5
Returns,2011-03-07 13:42,-3,-4.35
Returns,2011-03-07 13:45,-4,-28.8
Returns,2011-03-07 13:49,-14,-34.8
Returns,2011-03-07 14:27,-4,-9.25
Returns,2011-03-07 14:29,-1,-2.95
Returns,2011-03-07 15:49,-1,-537.83
Returns,2011-03-07 15:52,-2,-7.9
Returns,2011-03-07 15:53,-1,-222.59
Returns,2011-03-07 15:54,-1,-326.68
Returns,2011-03-07 16:40,-1,-16.05
Returns,2011-03-07 16:41,-1,-17.55
Returns,2011-03-08 08:34,-2,-11.899999999999999
Returns,2011-03-08 14:35,-15,-37.25
Returns,2011-03-08 17:28,-12,-15.0
Returns,2011-03-09 11:18,-1,-12.75
Returns,2011-03-09 11:23,-6,-12.600000000000001
Returns,2011-03-09 12:21,-1,-9.87
Returns,2011-03-09 14:52,-6,-17.700000000000003
Returns,2011-03-09 15:05,-3,-18.45
Returns,2011-03-09 15:08,-13,-60.35
Returns,2011-03-10 09:53,-144,-180.0
Returns,2011-03-10 10:13,-2,-15.9
Returns,2011-03-10 10:22,-15,-32.85
Returns,2011-03-10 10:29,-5,-9.25
Returns,2011-03-10 10:34,-2,-2.9
Returns,2011-03-10 10:38,-3,-3.18
Returns,2011-03-10 10:57,-35,-24.5
Returns,2011-03-10 11:13,-38,-21.34
Returns,2011-03-10 11:14,-1,-2.84
Returns,2011-03-10 11:15,-2,-2.9
Returns,2011-03-10 11:17,-4,-19.5
Returns,2011-03-10 11:19,-7,-18.4
Returns,2011-03-10 11:31,-10,-28.600000000000005
Returns,2011-03-10 11:32,-3,-2.55
Returns,2011-03-10 11:45,-1,-5.95
Returns,2011-03-10 12:04,-168,-70.56
Returns,2011-03-10 12:31,-6,-17.700000000000003
Returns,2011-03-10 12:58,-1,-3.75
Returns,2011-03-10 13:04,-18,-11.700000000000001
Returns,2011-03-10 14:56,-6,-7.5
Returns,2011-03-10 15:02,-9,-3.78
Returns,2011-03-10 15:03,-2,-9.9
Returns,2011-03-10 15:06,-2,-20.7
Returns,2011-03-10 15:27,-2,-2.9
Returns,2011-03-10 18:18,-3,-3.18
Returns,2011-03-11 09:39,-7,-14.25
Returns,2011-03-11 09:48,-7,-23.05
Returns,2011-03-11 10:15,-1,-1687.17
Returns,2011-03-11 10:18,-1,-1687.17
Returns,2011-03-11 11:18,-1,-12.75
Returns,2011-03-11 11:30,-13,-30.459999999999997
Returns,2011-03-11 14:29,-1,-1.25
Returns,2011-03-11 15:02,-4,-23.8
Returns,2011-03-13 10:48,-8,-10.5
Returns,2011-03-14 11:44,-3,-12.73
Returns,2011-03-14 11:45,-2,-9.9
Returns,2011-03-14 11:47,-7,-44.85
Returns,2011-03-14 12:19,-1,-3.75
Returns,2011-03-14 12:24,-2,-8.2
Returns,2011-03-14 12:27,-17,-24.229999999999997
Returns,2011-03-14 13:05,-2,-30.9
Returns,2011-03-14 14:11,-1,-4.25
Returns,2011-03-14 14:28,-1,-12.75
Returns,2011-03-14 16:42,-2,-3.4
Returns,2011-03-15 09:44,-1,-2583.76
Returns,2011-03-15 10:24,-12,-15.0
Returns,2011-03-15 11:36,-1,-2.55
Returns,2011-03-15 13:01,-6,-59.699999999999996
Returns,2011-03-15 13:32,-12,-91.80000000000001
Returns,2011-03-15 13:55,-1,-10.75
Returns,2011-03-15 14:41,-1,-29.95
Returns,2011-03-15 15:42,-1,-10.95
Returns,2011-03-15 16:51,-25,-29.0
Returns,2011-03-16 11:39,-3,-10.850000000000001
Returns,2011-03-16 11:50,-336,-705.6000000000001
Returns,2011-03-16 12:13,-13,-11.049999999999999
Returns,2011-03-16 13:47,-1,-2.1
Returns,2011-03-16 15:42,-4,-34.0
Returns,2011-03-16 16:23,-2,-2.12
Returns,2011-03-17 09:32,-1,-3.75
Returns,2011-03-17 13:55,-19,-30.130000000000003
Returns,2011-03-17 14:24,-2,-19.9
Returns,2011-03-17 14:39,-102,-555.9
Returns,2011-03-17 15:42,-4,-23.4
Returns,2011-03-17 15:46,-5,-22.25
Returns,2011-03-17 15:48,-36,-25.8
Returns,2011-03-17 15:49,-1,-8.5
Returns,2011-03-17 16:07,-2,-5.0
Returns,2011-03-17 17:14,-96,-87.36
Returns,2011-03-17 17:16,-1,-12.75
Returns,2011-03-17 17:17,-3,-17.85
Returns,2011-03-17 18:11,-1,-8.5
Returns,2011-03-17 18:13,-9,-51.75
Returns,2011-03-17 18:14,-4,-6.75
Returns,2011-03-17 18:16,-8,-12.3
Returns,2011-03-17 18:20,-1,-4.95
Returns,2011-03-17 18:21,-1,-12.75
Returns,2011-03-17 18:22,-1,-8.5
Returns,2011-03-17 18:25,-3,-10.850000000000001
Returns,2011-03-17 18:29,-18,-65.3
Returns,2011-03-17 18:31,-14,-37.8
Returns,2011-03-17 18:33,-7,-23.55
Returns,2011-03-17 18:42,-48,-21.6
Returns,2011-03-17 18:44,-1,-6.75
Returns,2011-03-17 18:46,-25,-16.75
Returns,2011-03-18 10:37,-9,-30.450000000000003
Returns,2011-03-18 10:40,-2,-4.2
Returns,2011-03-18 11:01,-1,-2.95
Returns,2011-03-18 11:11,-1,-56.93
Returns,2011-03-18 11:20,-2,-116.84
Returns,2011-03-18 12:08,-1,-19.05
Returns,2011-03-18 12:15,-50,-72.5
Returns,2011-03-18 12:56,-1,-5693.05
Returns,2011-03-18 12:59,-1,-5225.03
Returns,2011-03-18 13:32,-224,-167.43
Returns,2011-03-18 14:39,-1,-1.25
Returns,2011-03-18 16:36,-3,-11.649999999999999
Returns,2011-03-20 10:17,-8,-87.6
Returns,2011-03-20 11:19,-3,-16.0
Returns,2011-03-20 12:11,-2,-15.899999999999999
Returns,2011-03-20 16:14,-17,-53.35000000000001
Returns,2011-03-21 11:02,-8,-6.8
Returns,2011-03-21 12:10,-24,-46.8
Returns,2011-03-21 12:20,-9,-14.39
Returns,2011-03-21 12:38,-1,-6.95
Returns,2011-03-21 12:50,-3,-14.65
Returns,2011-03-21 14:39,-15,-114.8
Returns,2011-03-21 15:48,-1,-2.1
Returns,2011-03-21 15:49,-2,-6.3
Returns,2011-03-21 16:06,-2,-5.9
Returns,2011-03-21 16:07,-1,-2.95
Returns,2011-03-21 16:15,-7,-36.2
Returns,2011-03-21 16:21,-2,-12.2
Returns,2011-03-21 16:25,-2,-17.9
Returns,2011-03-21 16:27,-1,-9.95
Returns,2011-03-21 16:29,-24,-40.56
Returns,2011-03-21 16:34,-8,-6.8
Returns,2011-03-22 11:17,-12,-45.0
Returns,2011-03-22 11:54,-3,-33.4
Returns,2011-03-22 13:13,-1,-1.95
Returns,2011-03-22 14:40,-1,-2.55
Returns,2011-03-22 16:07,-63,-120.33
Returns,2011-03-23 08:55,-2,-21.25
Returns,2011-03-23 08:59,-8,-18.0
Returns,2011-03-23 09:02,-1,-2.95
Returns,2011-03-23 12:11,-2,-3.3
Returns,2011-03-23 12:42,-6,-17.1
Returns,2011-03-24 10:13,-2,-15.9
Returns,2011-03-24 10:58,-4,-18.9
Returns,2011-03-24 11:06,-5,-11.25
Returns,2011-03-24 11:19,-4,-15.0
Returns,2011-03-24 13:09,-4,-7.9
Returns,2011-03-24 14:07,-49,-32.34
Returns,2011-03-24 14:15,-2,-21.9
Returns,2011-03-24 19:27,-2,-3.9
Returns,2011-03-24 19:31,-1,-7.95
Returns,2011-03-25 10:43,-811,-572.0
Returns,2011-03-25 11:31,-18,-28.380000000000003
Returns,2011-03-25 12:07,-2,-19.9
Returns,2011-03-25 12:34,-1,-9.95
Returns,2011-03-25 12:43,-26,-74.10000000000001
Returns,2011-03-25 13:12,-5,-3.5999999999999996
Returns,2011-03-25 13:37,-2,-6.2
Returns,2011-03-25 13:41,-6,-4.3
Returns,2011-03-25 13:42,-5,-19.75
Returns,2011-03-27 10:19,-9,-98.55
Returns,2011-03-27 10:47,-8,-23.799999999999997
Returns,2011-03-27 12:04,-1,-1.65
Returns,2011-03-27 12:05,-1,-1.95
Returns,2011-03-27 12:06,-3,-3.75
Returns,2011-03-27 12:08,-2,-4.199999999999999
Returns,2011-03-27 12:11,-32,-24.25
Returns,2011-03-27 12:12,-48,-23.28
Returns,2011-03-27 12:13,-1,-6.75
Returns,2011-03-27 12:14,-9,-38.65
Returns,2011-03-27 12:16,-8,-34.54
Returns,2011-03-28 10:02,-11,-39.150000000000006
Returns,2011-03-28 11:51,-2,-1542.01
Returns,2011-03-28 12:02,-1,-219.76
Returns,2011-03-28 12:10,-2,-435.41
Returns,2011-03-28 12:18,-2,-684.9100000000001
Returns,2011-03-28 12:34,-2,-338.39
Returns,2011-03-28 12:37,-2,-194.98999999999998
Returns,2011-03-28 14:00,-1,-18.0
Returns,2011-03-28 15:18,-100,-165.0
Returns,2011-03-28 15:30,-200,-330.0
Returns,2011-03-28 16:02,-2,-2.07
Returns,2011-03-29 09:19,-2,-5.1
Returns,2011-03-29 09:58,-4,-22.7
Returns,2011-03-29 10:55,-2,-9.9
Returns,2011-03-29 11:30,-30,-50.699999999999996
Returns,2011-03-29 13:18,-6,-45.900000000000006
Returns,2011-03-29 14:17,-1,-3.75
Returns,2011-03-29 15:06,-3,-19.45
Returns,2011-03-29 15:27,-11,-22.95
Returns,2011-03-30 11:59,-6,-7.5
Returns,2011-03-30 14:30,-4,-34.0
Returns,2011-03-30 14:49,-7,-53.7
Returns,2011-03-30 14:57,-1,-6.75
Returns,2011-03-30 15:06,-31,-80.55000000000001
Returns,2011-03-30 15:12,-21,-54.65
Returns,2011-03-30 15:14,-1,-10.95
Returns,2011-03-30 15:35,-2,-2.93
Returns,2011-03-30 15:40,-10,-8.5
Returns,2011-03-30 16:36,-5,-15.05
Returns,2011-03-30 16:39,-4,-34.0
Returns,2011-03-30 16:49,-2,-33.9
Returns,2011-03-30 16:54,-3,-28.65
Returns,2011-03-30 17:06,-1,-2.95
Returns,2011-03-30 17:09,-1,-21.95
Returns,2011-03-31 10:36,-1,-162.24
Returns,2011-03-31 11:37,-6,-7.5
Returns,2011-03-31 11:42,-4,-71.4
Returns,2011-03-31 11:49,-1,-57.6
Returns,2011-03-31 11:58,-186,-751.9
Returns,2011-03-31 12:11,-65,-395.32
Returns,2011-03-31 12:14,-3,-44.849999999999994
Returns,2011-03-31 12:17,-23,-195.5
Returns,2011-03-31 12:20,-4,-21.8
Returns,2011-03-31 12:32,-30,-283.21000000000004
Returns,2011-03-31 12:38,-1,-9.95
Returns,2011-03-31 12:50,-3,-8.850000000000001
Returns,2011-03-31 12:57,-10,-26.299999999999997
Returns,2011-03-31 13:03,-1,-4.25
Returns,2011-03-31 13:34,-3,-20.35
Returns,2011-03-31 14:23,-7,-29.85
Returns,2011-03-31 14:51,-1,-2.25
Returns,2011-03-31 15:54,-8,-20.4
Returns,2011-03-31 17:16,-216,-1170.0
Returns,2011-03-31 18:44,-14,-48.3
Returns,2011-04-01 10:22,-1,-7.95
Returns,2011-04-01 10:45,-8,-102.0
Returns,2011-04-01 10:46,-635,-1008.0699999999999
Returns,2011-04-01 11:03,-1,-2.95
Returns,2011-04-01 11:20,-1,-2.55
Returns,2011-04-01 11:22,-1,-21.95
Returns,2011-04-01 12:14,-2,-11.9
Returns,2011-04-01 12:16,-1,-8.5
Returns,2011-04-01 12:19,-6,-22.5
Returns,2011-04-01 13:17,-3,-29.849999999999998
Returns,2011-04-01 15:00,-39,-57.51
Returns,2011-04-03 10:08,-3,-25.849999999999998
Returns,2011-04-03 14:53,-16,-39.2
Returns,2011-04-04 08:50,-24,-20.4
Returns,2011-04-04 08:59,-6,-9.2
Returns,2011-04-04 09:00,-2,-8.5
Returns,2011-04-04 09:02,-7,-26.599999999999998
Returns,2011-04-04 09:04,-2,-15.9
Returns,2011-04-04 09:45,-4,-13.8
Returns,2011-04-04 09:57,-8,-13.2
Returns,2011-04-04 10:12,-624,-1591.1999999999998
Returns,2011-04-04 11:22,-12,-30.599999999999998
Returns,2011-04-04 12:28,-115,-300.85
Returns,2011-04-04 13:08,-4,-4037.77
Returns,2011-04-04 13:09,-1,-2053.07
Returns,2011-04-04 13:14,-12,-25.09
Returns,2011-04-04 13:28,-12,-25.09
Returns,2011-04-04 14:09,-2,-6.2
Returns,2011-04-04 15:34,-1,-3.75
Returns,2011-04-05 08:24,-6,-7.5
Returns,2011-04-05 08:25,-2,-6.35
Returns,2011-04-05 09:46,-1,-1136.3
Returns,2011-04-05 09:53,-24,-34.8
Returns,2011-04-05 10:32,-48,-60.0
Returns,2011-04-05 10:45,-5,-17.369999999999997
Returns,2011-04-05 11:42,-198,-355.12
Returns,2011-04-05 11:50,-16,-39.2
Returns,2011-04-05 12:27,-1,-39.95
Returns,2011-04-05 14:08,-6,-29.0
Returns,2011-04-05 14:52,-1,-3.75
Returns,2011-04-05 15:22,-7,-21.55
Returns,2011-04-05 17:16,-2,-7.5
Returns,2011-04-05 17:22,-15,-32.55
Returns,2011-04-06 09:25,-1,-12.75
Returns,2011-04-06 10:15,-1,-2.55
Returns,2011-04-06 10:17,-7,-52.1
Returns,2011-04-06 11:06,-14,-5.46
Returns,2011-04-06 17:16,-3,-10.15
Returns,2011-04-07 09:28,-30,-62.11
Returns,2011-04-07 10:15,-40,-102.0
Returns,2011-04-07 10:59,-12,-15.0
Returns,2011-04-07 12:18,-11,-28.049999999999997
Returns,2011-04-07 12:20,-5,-14.48
Returns,2011-04-07 12:21,-1,-2.95
Returns,2011-04-07 12:45,-3,-8.850000000000001
Returns,2011-04-07 12:47,-14,-28.9
Returns,2011-04-07 18:06,-2,-11.6
Returns,2011-04-07 18:10,-1,-9.95
Returns,2011-04-08 09:51,-6,-9.2
Returns,2011-04-08 12:09,-5,-17.45
Returns,2011-04-08 12:37,-5,-44.75
Returns,2011-04-08 12:39,-3,-5.41
Returns,2011-04-08 14:13,-4,-10.2
Returns,2011-04-08 14:17,-1,-1867.86
Returns,2011-04-08 17:03,-5,-6.22
Returns,2011-04-08 17:07,-1,-7.06
Returns,2011-04-08 17:08,-3,-14.850000000000001
Returns,2011-04-08 17:14,-2,-13.5
Returns,2011-04-10 10:12,-2,-15.9
Returns,2011-04-10 11:15,-100,-275.0
Returns,2011-04-10 11:19,-1,-1.25
Returns,2011-04-10 11:37,-2,-250.0
Returns,2011-04-10 14:26,-1,-7.95
Returns,2011-04-11 09:35,-3,-29.849999999999998
Returns,2011-04-11 09:45,-3,-38.25
Returns,2011-04-11 12:17,-32,-104.13
Returns,2011-04-11 13:26,-7,-24.45
Returns,2011-04-11 13:36,-1,-1.65
Returns,2011-04-11 13:43,-8,-12.82
Returns,2011-04-11 16:05,-12,-10.2
Returns,2011-04-11 16:36,-51,-21.61
Returns,2011-04-12 11:17,-9,-27.85
Returns,2011-04-12 11:50,-12,-31.39
Returns,2011-04-12 11:58,-95,-131.41
Returns,2011-04-12 11:59,-2,-8.5
Returns,2011-04-12 12:35,-3,-18.65
Returns,2011-04-12 12:40,-1,-4.95
Returns,2011-04-12 12:43,-6,-12.55
Returns,2011-04-12 12:55,-2,-6.0
Returns,2011-04-12 13:51,-2,-5.9
Returns,2011-04-12 15:40,-4,-51.0
Returns,2011-04-12 15:48,-1,-7.95
Returns,2011-04-12 16:00,-5,-38.65
Returns,2011-04-12 16:07,-7,-11.549999999999999
Returns,2011-04-12 16:10,-2,-14.2
Returns,2011-04-12 16:21,-3,-42.65
Returns,2011-04-12 16:39,-3,-32.849999999999994
Returns,2011-04-13 09:02,-14,-24.0
Returns,2011-04-13 09:50,-7,-8.85
Returns,2011-04-13 09:53,-4,-21.2
Returns,2011-04-13 09:55,-1,-12.75
Returns,2011-04-13 10:36,-1,-15.05
Returns,2011-04-13 10:40,-1,-97.35
Returns,2011-04-13 12:39,-4,-44.2
Returns,2011-04-13 13:38,-4,-35.8
Returns,2011-04-13 13:49,-2,-25.5
Returns,2011-04-13 13:51,-2,-21.9
Returns,2011-04-13 14:24,-432,-155.51999999999998
Returns,2011-04-13 14:30,-48,-94.80000000000001
Returns,2011-04-13 16:03,-2,-7.5
Returns,2011-04-13 16:06,-4,-21.799999999999997
Returns,2011-04-14 10:24,-1,-57.6
Returns,2011-04-14 10:29,-5,-6.01
Returns,2011-04-14 10:49,-10,-13.34
Returns,2011-04-14 10:52,-8,-18.0
Returns,2011-04-14 11:19,-28,-175.4
Returns,2011-04-14 11:22,-4,-5.0
Returns,2011-04-14 11:26,-59,-50.949999999999996
Returns,2011-04-14 11:27,-6,-25.5
Returns,2011-04-14 12:28,-2,-11.75
Returns,2011-04-14 13:12,-3,-12.85
Returns,2011-04-14 14:23,-3,-54.0
Returns,2011-04-14 16:34,-2,-1.7
Returns,2011-04-14 16:41,-1,-0.83
Returns,2011-04-14 16:43,-3,-12.75
Returns,2011-04-14 16:53,-1,-1.25
Returns,2011-04-14 16:54,-3,-1.17
Returns,2011-04-14 17:07,-22,-11.82
Returns,2011-04-14 17:13,-7,-14.93
Returns,2011-04-14 17:17,-2,-3.3
Returns,2011-04-14 17:43,-214,-330.34
Returns,2011-04-15 09:55,-3,-6.99
Returns,2011-04-17 10:10,-1,-4.25
Returns,2011-04-17 10:38,-1,-16.95
Returns,2011-04-18 09:39,-1,-10.95
Returns,2011-04-18 10:29,-8,-235.72
Returns,2011-04-18 10:34,-9,-9.35
Returns,2011-04-18 10:37,-4,-34.0
Returns,2011-04-18 11:20,-1,-7.95
Returns,2011-04-18 11:31,-61,-86.0
Returns,2011-04-18 12:06,-6,-49.5
Returns,2011-04-18 12:28,-4,-6.22
Returns,2011-04-18 12:55,-6,-47.5
Returns,2011-04-18 13:00,-6,-7.5
Returns,2011-04-18 13:02,-3,-14.25
Returns,2011-04-18 13:08,-9014,-22998.4
Returns,2011-04-18 13:28,-9,-19.65
Returns,2011-04-18 13:34,-2,-3.3
Returns,2011-04-18 13:52,-2,-5.1
Returns,2011-04-18 13:59,-62,-134.92000000000002
Returns,2011-04-18 14:12,-2,-13.5
Returns,2011-04-18 14:14,-3,-4.949999999999999
Returns,2011-04-18 14:15,-17,-38.21
Returns,2011-04-18 14:16,-2,-3.3
Returns,2011-04-18 14:30,-6,-35.7
Returns,2011-04-18 14:54,-14,-23.6
Returns,2011-04-18 16:25,-6,-51.0
Returns,2011-04-19 10:49,-1,-158.21
Returns,2011-04-19 10:52,-11,-18.15
Returns,2011-04-19 11:03,-2,-9.9
Returns,2011-04-19 11:08,-4,-17.0
Returns,2011-04-19 11:20,-18,-53.1
Returns,2011-04-19 11:25,-8,-5.12
Returns,2011-04-19 11:26,-3,-11.45
Returns,2011-04-19 11:31,-13,-13.78
Returns,2011-04-19 12:21,-9,-89.55
Returns,2011-04-19 12:23,-6,-23.700000000000003
Returns,2011-04-19 12:40,-3,-20.14
Returns,2011-04-19 16:09,-1,-12.75
Returns,2011-04-19 16:32,-6,-14.399999999999999
Returns,2011-04-19 16:33,-8,-29.7
Returns,2011-04-19 16:36,-3,-6.25
Returns,2011-04-19 16:39,-3,-17.85
Returns,2011-04-20 09:31,-1,-2.95
Returns,2011-04-20 09:49,-6,-45.900000000000006
Returns,2011-04-20 10:10,-100,-179.0
Returns,2011-04-20 10:53,-5,-7.1
Returns,2011-04-20 11:48,-2,-25.5
Returns,2011-04-20 11:49,-1,-3.75
Returns,2011-04-20 12:59,-9,-9.540000000000001
Returns,2011-04-20 13:11,-7,-14.700000000000001
Returns,2011-04-20 13:39,-13,-17.55
Returns,2011-04-20 14:08,-2,-25.740000000000002
Returns,2011-04-20 15:56,-1,-12.75
Returns,2011-04-20 15:57,-4,-13.100000000000001
Returns,2011-04-20 15:58,-3,-15.65
Returns,2011-04-20 16:28,-5,-49.35
Returns,2011-04-20 16:41,-1,-8.5
Returns,2011-04-21 10:00,-5,-27.25
Returns,2011-04-21 15:12,-1,-475.69
Returns,2011-04-21 15:13,-1,-678.03
Returns,2011-04-21 15:15,-1,-194.97
Returns,2011-04-21 16:38,-1,-4.25
Returns,2011-04-21 16:40,-4,-4.24
Returns,2011-04-21 16:42,-2,-14.45
Returns,2011-04-21 16:57,-1,-7.95
Returns,2011-04-21 17:00,-12,-10.2
Returns,2011-04-26 11:06,-33,-85.47
Returns,2011-04-26 11:16,-16,-95.2
Returns,2011-04-26 11:19,-16,-37.25
Returns,2011-04-26 12:13,-1,-1.45
Returns,2011-04-26 13:10,-42,-116.10000000000001
Returns,2011-04-26 13:11,-1,-7.95
Returns,2011-04-26 16:02,-1,-6.95
Returns,2011-04-26 17:17,-1,-4.95
Returns,2011-04-26 17:26,-8,-23.05
Returns,2011-04-26 17:29,-15,-3.5999999999999996
Returns,2011-04-26 17:32,-160,-79.92
Returns,2011-04-27 10:22,-1,-120.0
Returns,2011-04-27 11:25,-10,-89.9
Returns,2011-04-27 11:26,-6,-13.500000000000002
Returns,2011-04-27 12:06,-1,-11.76
Returns,2011-04-27 14:07,-6,-23.28
Returns,2011-04-27 15:12,-16,-20.04
Returns,2011-04-27 16:13,-14,-17.5
Returns,2011-04-27 16:17,-1,-9.95
Returns,2011-04-27 16:19,-2,-19.9
Returns,2011-04-27 16:28,-2,-11.9
Returns,2011-04-27 16:44,-2,-9.9
Returns,2011-04-27 16:53,-1,-4.25
Returns,2011-04-28 09:49,-100,-425.0
Returns,2011-04-28 11:38,-1,-1.01
Returns,2011-04-28 11:41,-12,-25.200000000000003
Returns,2011-04-28 16:13,-4,-19.98
Returns,2011-04-28 16:15,-108,-143.7
Returns,2011-04-28 16:17,-5,-16.65
Returns,2011-04-28 16:18,-6,-9.899999999999999
Returns,2011-04-28 18:16,-14,-31.5
Returns,2011-04-28 18:27,-6,-51.0
Returns,2011-04-28 19:43,-100,-415.00000000000006
Returns,2011-04-28 19:49,-21,-80.55
Returns,2011-04-28 19:51,-12,-24.96
Returns,2011-04-28 19:52,-5,-15.2
Returns,2011-05-01 11:58,-2,-3.3
Returns,2011-05-01 11:59,-2,-3.75
Returns,2011-05-01 12:38,-1,-1.95
Returns,2011-05-03 08:47,-86,-218.1
Returns,2011-05-03 08:49,-1,-14.95
Returns,2011-05-03 10:08,-9,-20.27
Returns,2011-05-03 10:37,-6,-51.0
Returns,2011-05-03 11:23,-2,-8.5
Returns,2011-05-03 11:27,-4,-42.8
Returns,2011-05-03 11:28,-8,-13.100000000000001
Returns,2011-05-03 11:34,-6,-7.5
Returns,2011-05-03 11:58,-5,-10.5
Returns,2011-05-03 12:02,-10,-85.0
Returns,2011-05-03 12:14,-6,-7.380000000000001
Returns,2011-05-03 12:38,-2,-4.2
Returns,2011-05-03 12:40,-2,-6.3
Returns,2011-05-03 12:47,-14,-41.300000000000004
Returns,2011-05-03 12:49,-1,-4.95
Returns,2011-05-03 12:51,-1,-8142.75
Returns,2011-05-03 14:12,-1,-6930.0
Returns,2011-05-03 15:04,-1,-2.95
Returns,2011-05-04 10:10,-1,-12.75
Returns,2011-05-04 10:52,-1,-2.1
Returns,2011-05-04 11:23,-6,-7.5
Returns,2011-05-04 13:40,-4,-4.24
Returns,2011-05-04 15:44,-2,-5.9
Returns,2011-05-04 16:12,-5,-2.41
Returns,2011-05-04 16:18,-2,-8.5
Returns,2011-05-04 16:23,-15,-32.55
Returns,2011-05-04 16:27,-2,-5.9
Returns,2011-05-05 09:58,-7,-13.65
Returns,2011-05-05 11:20,-3,-14.850000000000001
Returns,2011-05-05 11:21,-11,-36.43
Returns,2011-05-05 11:22,-3,-7.6499999999999995
Returns,2011-05-05 15:53,-1,-9.95
Returns,2011-05-05 17:29,-6,-22.5
Returns,2011-05-05 17:35,-2,-7.9
Returns,2011-05-05 17:37,-1,-1.65
Returns,2011-05-05 17:38,-1,-2.95
Returns,2011-05-05 17:46,-2,-2.95
Returns,2011-05-05 17:47,-2,-6.9
Returns,2011-05-05 17:57,-51,-36.72
Returns,2011-05-05 17:58,-4,-6.6
Returns,2011-05-05 18:01,-2,-9.9
Returns,2011-05-05 18:09,-1,-3.39
Returns,2011-05-05 18:11,-9,-18.35
Returns,2011-05-05 18:12,-7,-8.75
Returns,2011-05-05 18:14,-39,-212.54999999999998
Returns,2011-05-06 09:07,-2,-5.1
Returns,2011-05-06 09:55,-1,-12.75
Returns,2011-05-06 10:00,-58,-103.3
Returns,2011-05-06 13:06,-24,-50.400000000000006
Returns,2011-05-06 14:11,-24,-10.08
Returns,2011-05-06 14:56,-1,-189.44
Returns,2011-05-06 15:08,-4,-19.8
Returns,2011-05-06 15:10,-6,-9.2
Returns,2011-05-06 16:44,-3,-7.95
Returns,2011-05-06 17:38,-1,-3.75
