InvoiceNo;StockCode;Description;Quantity_returned;InvoiceDate;UnitPrice;CustomerID;Country;Category;Return Rate;Quantity_sold
C541245;85036C;ROSE 1 WICK MORRIS BOXED CANDLE;-12;01/16/2011 12:40;4.25;15535.0;United Kingdom;Home Goods, Gifts Jewelry;-2.1238938053097343;565
C541261;22476;EMPIRE UNION JACK TV DINNER TRAY;-8;01/16/2011 15:48;4.95;14404.0;United Kingdom;Kitchen Appliances, Accessories;-0.9153318077803204;874
C541415;21527;RED RETROSPOT TRADITIONAL TEAPOT ;-1;01/17/2011 16:20;7.95;14292.0;United Kingdom;Kitchen Appliances, Color, Home Goods;-0.22371364653243847;447
C541415;85123A;WHITE HANGING HEART T-LIGHT HOLDER;-1;01/17/2011 16:20;2.55;14292.0;United Kingdom;Kitchen Appliances, Color, Home Goods;-0.0028314975790695697;35317
C541415;22464;HANGING METAL HEART LANTERN;-1;01/17/2011 16:20;1.65;14292.0;United Kingdom;Home Goods;-0.0302571860816944;3305
C541416;22327;ROUND SNACK BOXES SET OF 4 SKULLS;-1;01/17/2011 16:23;2.95;14606.0;United Kingdom;Home Goods;-0.08583690987124463;1165
C541418;22809;SET OF 6 T-LIGHTS SANTA;-12;01/17/2011 16:45;2.55;13883.0;United Kingdom;Home Goods;-0.9803921568627451;1224
C541433;23166;MEDIUM CERAMIC TOP STORAGE JAR;-74215;01/18/2011 10:17;1.04;12346.0;United Kingdom;Size;-2097.0613167561455;3539
C541492;84870B;BLUE GEISHA GIRL ;-1;01/18/2011 14:24;3.75;;United Kingdom;Color;-2.3255813953488373;43
C541492;85169D;PINK LOVE BIRD CANDLE;-1;01/18/2011 14:24;1.25;;United Kingdom;Color, Home Goods;-0.2857142857142857;350
C541492;22511;RETROSPOT BABUSHKA DOORSTOP;-1;01/18/2011 14:24;3.75;;United Kingdom;Kitchen Appliances, Home Goods;-0.4;250
C541492;85174;S/4 CACTI CANDLES;-1;01/18/2011 14:24;4.95;;United Kingdom;Home Goods;-0.16286644951140067;614
C541492;20931;BLUE POT PLANT CANDLE ;-1;01/18/2011 14:24;3.75;;United Kingdom;Color, Home Goods;-0.35211267605633806;284
C541492;85040A;S/4 PINK FLOWER CANDLES IN BOWL;-1;01/18/2011 14:24;1.65;;United Kingdom;Color, Home Goods, Accessories;-0.11049723756906078;905
C541492;85039A;SET/4 RED MINI ROSE CANDLE IN BOWL;-1;01/18/2011 14:24;1.65;;United Kingdom;Color, Accessories, Home Goods, Gifts Jewelry;-0.1342281879194631;745
C541492;37500;TEA TIME TEAPOT IN GIFT BOX;-1;01/18/2011 14:24;9.95;;United Kingdom;Kitchen Appliances;-0.2652519893899204;377
C541498;22776;SWEETHEART CAKESTAND 3 TIER;-1;01/18/2011 15:21;9.95;13693.0;United Kingdom;Kitchen Appliances, Home Goods;-0.11235955056179776;890
C541499;84819;DANISH ROSE ROUND SEWING BOX;-1;01/18/2011 15:23;4.25;13693.0;United Kingdom;Gifts Jewelry;-0.12391573729863693;807
C541499;22766;PHOTO FRAME CORNICE;-1;01/18/2011 15:23;2.95;13693.0;United Kingdom;Other;-0.030826140567200986;3244
C541499;22325;MOBILE VINTAGE HEARTS ;-3;01/18/2011 15:23;4.95;13693.0;United Kingdom;Home Goods, Stationary;-1.2658227848101267;237
C541501;85118;HEART T-LIGHT HOLDER;-7;01/18/2011 15:26;1.25;13458.0;United Kingdom;Kitchen Appliances, Home Goods;-5.263157894736842;133
C541502;22768;FAMILY PHOTO FRAME CORNICE;-1;01/18/2011 15:30;9.95;18190.0;United Kingdom;Other;-0.1201923076923077;832
C541503;22170;PICTURE FRAME WOOD TRIPLE PORTRAIT;-1;01/18/2011 15:31;6.75;15291.0;United Kingdom;Other;-0.09532888465204957;1049
C541512;85036B;CHOCOLATE 1 WICK MORRIS BOX CANDLE;-6;01/18/2011 16:52;4.25;17576.0;United Kingdom;Color, Home Goods;-1.6483516483516485;364
C541572;22669;RED BABY BUNTING ;-50;01/19/2011 12:39;2.55;15171.0;United Kingdom;Kitchen Appliances, Color, Home Goods;-4.638218923933209;1078
C541572;22668;PINK BABY BUNTING;-50;01/19/2011 12:39;2.55;15171.0;United Kingdom;Kitchen Appliances, Color, Home Goods;-2.3474178403755865;2130
C541573;22778;GLASS CLOCHE SMALL;-4;01/19/2011 12:47;3.39;15311.0;United Kingdom;Size, Home Goods;-0.5390835579514826;742
C541586;21218;RED SPOTTY BISCUIT TIN;-3;01/19/2011 14:36;3.75;12383.0;Belgium;Kitchen Appliances, Color, Home Goods;-0.12583892617449663;2384
C541603;22838;3 TIER CAKE TIN RED AND CREAM;-1;01/19/2011 17:21;14.95;14572.0;United Kingdom;Kitchen Appliances, Color, Home Goods;-0.17825311942959002;561
C541641;21671;RED SPOT CERAMIC DRAWER KNOB;-1;01/20/2011 11:00;1.25;17841.0;United Kingdom;Color, Home Goods;-0.023424689622862496;4269
C541641;21672;WHITE SPOT RED CERAMIC DRAWER KNOB;-1;01/20/2011 11:00;1.25;17841.0;United Kingdom;Color, Home Goods;-0.02014910336490026;4963
C541654;21843;RED RETROSPOT CAKE STAND;-6;01/20/2011 11:53;10.95;12540.0;Spain;Kitchen Appliances, Color, Home Goods;-0.35481963335304556;1691
C541656;21528;DAIRY MAID TRADITIONAL TEAPOT ;-1;01/20/2011 12:07;6.95;17315.0;United Kingdom;Kitchen Appliances;-0.49019607843137253;204
C541656;22178;VICTORIAN GLASS HANGING T-LIGHT;-1;01/20/2011 12:07;1.25;17315.0;United Kingdom;Home Goods;-0.004192169028255219;23854
C541656;21537;RED RETROSPOT PUDDING BOWL;-1;01/20/2011 12:07;4.25;17315.0;United Kingdom;Kitchen Appliances, Color, Home Goods;-0.3597122302158274;278
C541674;22606;WOODEN SKITTLES GARDEN SET;-1;01/20/2011 13:19;15.95;16892.0;United Kingdom;Home Goods;-0.3289473684210526;304
C541688;22423;REGENCY CAKESTAND 3 TIER;-4;01/20/2011 16:15;10.95;12683.0;France;Kitchen Appliances;-0.03069132202869639;13033
C541689;22618;COOKING SET RETROSPOT;-17;01/20/2011 16:16;8.49;13090.0;United Kingdom;Kitchen Appliances, Home Goods;-34.69387755102041;49
C541691;22138;BAKING SET 9 PIECE RETROSPOT ;-6;01/20/2011 16:22;4.95;13090.0;United Kingdom;Kitchen Appliances, Home Goods;-0.12295081967213116;4880
C541693;20941;FROG CANDLE;-2;01/20/2011 17:02;1.25;14309.0;United Kingdom;Home Goods;-3.225806451612903;62
C541693;22699;ROSES REGENCY TEACUP AND SAUCER ;-1;01/20/2011 17:02;2.95;14309.0;United Kingdom;Kitchen Appliances, Gifts Jewelry;-0.010592098294672173;9441
C541693;22697;GREEN REGENCY TEACUP AND SAUCER;-3;01/20/2011 17:02;2.95;14309.0;United Kingdom;Kitchen Appliances, Color;-0.04189359028068705;7161
C541693;22617;BAKING SET SPACEBOY DESIGN;-1;01/20/2011 17:02;4.95;14309.0;United Kingdom;Toys, Home Goods;-0.04585052728106373;2181
C541693;22636;CHILDS BREAKFAST SET CIRCUS PARADE;-1;01/20/2011 17:02;8.5;14309.0;United Kingdom;Home Goods;-0.1763668430335097;567
C541693;84945;MULTI COLOUR SILVER T-LIGHT HOLDER;-6;01/20/2011 17:02;0.85;14309.0;United Kingdom;Kitchen Appliances, Home Goods, Accessories;-0.05739429883298259;10454
C541694;22437;SET OF 9 BLACK SKULL BALLOONS;-10;01/20/2011 17:06;0.85;17364.0;United Kingdom;Color, Sports Equipment, Home Goods;-0.35211267605633806;2840
C541694;22423;REGENCY CAKESTAND 3 TIER;-1;01/20/2011 17:06;12.75;17364.0;United Kingdom;Kitchen Appliances;-0.007672830507174097;13033
C541701;22359;GLASS JAR KINGS CHOICE;-2;01/21/2011 09:26;2.95;14895.0;United Kingdom;Home Goods;-1.0752688172043012;186
C541701;21527;RED RETROSPOT TRADITIONAL TEAPOT ;-1;01/21/2011 09:26;7.95;14895.0;United Kingdom;Kitchen Appliances, Color, Home Goods;-0.22371364653243847;447
C541704;21519;GIN & TONIC DIET GREETING CARD ;-12;01/21/2011 10:25;0.42;13284.0;United Kingdom;Kitchen Appliances, Home Goods, Stationary;-0.3677597303095311;3263
C541705;22487;WHITE WOOD GARDEN PLANT LADDER;-4;01/21/2011 10:29;8.5;13854.0;United Kingdom;Color, Home Goods;-0.5263157894736842;760
C541707;85099C;JUMBO  BAG BAROQUE BLACK WHITE;-10;01/21/2011 11:07;1.95;18223.0;United Kingdom;Color, Accessories;-0.07330840847445201;13641
C541707;22196;SMALL HEART MEASURING SPOONS;-1;01/21/2011 11:07;0.85;18223.0;United Kingdom;Size, Home Goods, Accessories;-0.03541076487252125;2824
C541707;21231;SWEETHEART CERAMIC TRINKET BOX;-4;01/21/2011 11:07;1.06;18223.0;United Kingdom;Home Goods;-0.06772773450728073;5906
C541707;22198;LARGE POPCORN HOLDER ;-3;01/21/2011 11:07;1.65;18223.0;United Kingdom;Size, Kitchen Appliances, Home Goods;-0.30549898167006106;982
C541710;85123A;WHITE HANGING HEART T-LIGHT HOLDER;-3;01/21/2011 11:17;2.95;14320.0;United Kingdom;Kitchen Appliances, Color, Home Goods;-0.00849449273720871;35317
C541710;22904;CALENDAR PAPER CUT DESIGN;-2;01/21/2011 11:17;2.95;14320.0;United Kingdom;Home Goods, Stationary;-0.10893246187363835;1836
C541710;22561;WOODEN SCHOOL COLOURING SET;-12;01/21/2011 11:17;1.65;14320.0;United Kingdom;Home Goods, Accessories;-0.21382751247327159;5612
C541710;22558;CLOTHES PEGS RETROSPOT PACK 24 ;-12;01/21/2011 11:17;1.49;14320.0;United Kingdom;Kitchen Appliances, Home Goods, Stationary;-0.13877645426159363;8647
C541710;21974;SET OF 36 PAISLEY FLOWER DOILIES;-12;01/21/2011 11:17;1.45;14320.0;United Kingdom;Home Goods, Accessories;-0.5560704355885079;2158
C541710;21880;RED RETROSPOT TAPE;-12;01/21/2011 11:17;0.65;14320.0;United Kingdom;Kitchen Appliances, Color, Home Goods, Stationary;-0.6345848757271285;1891
C541710;21874;GIN AND TONIC MUG;-3;01/21/2011 11:17;1.25;14320.0;United Kingdom;Kitchen Appliances, Home Goods;-0.1013856032443393;2959
C541710;21791;VINTAGE HEADS AND TAILS CARD GAME ;-12;01/21/2011 11:17;1.25;14320.0;United Kingdom;Toys, Home Goods, Stationary;-0.15278838808250572;7854
C541710;21733;RED HANGING HEART T-LIGHT HOLDER;-2;01/21/2011 11:17;2.95;14320.0;United Kingdom;Kitchen Appliances, Color, Home Goods;-0.025559105431309903;7825
C541710;21470;FLOWER VINE RAFFIA FOOD COVER;-4;01/21/2011 11:17;3.75;14320.0;United Kingdom;Home Goods, Accessories;-1.0582010582010581;378
C541710;21210;SET OF 72 RETROSPOT PAPER  DOILIES;-12;01/21/2011 11:17;1.45;14320.0;United Kingdom;Kitchen Appliances, Home Goods, Stationary;-0.21130480718436345;5679
C541735;22138;BAKING SET 9 PIECE RETROSPOT ;-6;01/21/2011 11:35;4.95;12626.0;Germany;Kitchen Appliances, Home Goods;-0.12295081967213116;4880
C541735;22617;BAKING SET SPACEBOY DESIGN;-3;01/21/2011 11:35;4.95;12626.0;Germany;Toys, Home Goods;-0.1375515818431912;2181
C541735;21080;SET/20 RED RETROSPOT PAPER NAPKINS ;-5;01/21/2011 11:35;0.85;12626.0;Germany;Kitchen Appliances, Color, Home Goods, Stationary;-0.037893141341417205;13195
C541735;22908;PACK OF 20 NAPKINS RED APPLES;-2;01/21/2011 11:35;0.85;12626.0;Germany;Color, Home Goods, Stationary;-0.045641259698767686;4382
C541735;37495;FAIRY CAKE BIRTHDAY CANDLE SET;-2;01/21/2011 11:35;3.75;12626.0;Germany;Kitchen Appliances, Home Goods;-0.5115089514066496;391
C541735;22960;JAM MAKING SET WITH JARS;-1;01/21/2011 11:35;4.25;12626.0;Germany;Home Goods;-0.011806375442739079;8470
C541779;22663;JUMBO BAG DOLLY GIRL DESIGN;-10;01/21/2011 11:50;1.95;13102.0;United Kingdom;Toys, Home Goods, Accessories;-0.2933411557641537;3409
C541779;22659;LUNCH BOX I LOVE LONDON;-12;01/21/2011 11:50;1.95;13102.0;United Kingdom;Other;-0.10713329167038657;11201
C541786;22423;REGENCY CAKESTAND 3 TIER;-3;01/21/2011 12:54;10.95;14441.0;United Kingdom;Kitchen Appliances;-0.02301849152152229;13033
C541787;84816;DANISH ROSE BEDSIDE CABINET;-1;01/21/2011 12:56;39.95;12829.0;United Kingdom;Home Goods, Gifts Jewelry;-14.285714285714285;7
C541817;21340;CLASSIC METAL BIRDCAGE PLANT HOLDER;-4;01/21/2011 16:11;9.95;13929.0;United Kingdom;Kitchen Appliances, Home Goods;-0.42105263157894735;950
C541818;22207;FRYING PAN UNION FLAG;-1;01/21/2011 16:34;3.75;17389.0;United Kingdom;Accessories;-0.07942811755361398;1259
C541821;84968D;SET OF 16 VINTAGE RED CUTLERY;-1;01/21/2011 16:41;12.75;15281.0;United Kingdom;Color, Home Goods, Stationary;-0.628930817610063;159
C541821;84818;DANISH ROSE PHOTO FRAME;-3;01/21/2011 16:41;2.55;15281.0;United Kingdom;Gifts Jewelry;-0.2257336343115124;1329
C541821;84631;FRUIT TREE AND BIRDS WALL PLAQUE;-1;01/21/2011 16:41;7.95;15281.0;United Kingdom;Home Goods;-2.631578947368421;38
C541821;22973;CHILDREN'S CIRCUS PARADE MUG;-1;01/21/2011 16:41;1.65;15281.0;United Kingdom;Kitchen Appliances, Home Goods;-0.08071025020177562;1239
C541821;22960;JAM MAKING SET WITH JARS;-2;01/21/2011 16:41;4.25;15281.0;United Kingdom;Home Goods;-0.023612750885478158;8470
C541822;22778;GLASS CLOCHE SMALL;-2;01/21/2011 16:53;3.95;15658.0;United Kingdom;Size, Home Goods;-0.2695417789757413;742
C541822;22697;GREEN REGENCY TEACUP AND SAUCER;-1;01/21/2011 16:53;2.95;15658.0;United Kingdom;Kitchen Appliances, Color;-0.013964530093562352;7161
C541822;22699;ROSES REGENCY TEACUP AND SAUCER ;-2;01/21/2011 16:53;2.95;15658.0;United Kingdom;Kitchen Appliances, Gifts Jewelry;-0.021184196589344347;9441
C541822;22926;IVORY GIANT GARDEN THERMOMETER;-1;01/21/2011 16:53;5.95;15658.0;United Kingdom;Home Goods, Accessories;-0.1718213058419244;582
C541823;21155;RED RETROSPOT PEG BAG;-1;01/21/2011 16:55;2.1;17677.0;United Kingdom;Kitchen Appliances, Color, Home Goods, Accessories;-0.0342583076396026;2919
C541824;22456;NATURAL SLATE CHALKBOARD LARGE ;-3;01/21/2011 16:58;4.25;15939.0;United Kingdom;Size, Stationary;-0.1803968731208659;1663
C541825;21877;HOME SWEET HOME MUG;-1;01/21/2011 17:01;1.25;12652.0;France;Kitchen Appliances, Home Goods;-0.022904260192395786;4366
C541825;21875;KINGS CHOICE MUG;-1;01/21/2011 17:01;1.25;12652.0;France;Kitchen Appliances, Home Goods;-0.049333991119881605;2027
C541825;20914;SET/5 RED RETROSPOT LID GLASS BOWLS;-1;01/21/2011 17:01;2.95;12652.0;France;Kitchen Appliances, Color, Home Goods;-0.016730801405387317;5977
C541826;22149;FELTCRAFT 6 FLOWER FRIENDS;-1;01/21/2011 17:04;2.1;18260.0;United Kingdom;Accessories, Home Goods, Stationary;-0.01833180568285976;5455
C541826;22423;REGENCY CAKESTAND 3 TIER;-1;01/21/2011 17:04;12.75;18260.0;United Kingdom;Kitchen Appliances;-0.007672830507174097;13033
C541826;71459;HANGING JAM JAR T-LIGHT HOLDER;-4;01/21/2011 17:04;0.85;18260.0;United Kingdom;Kitchen Appliances, Home Goods;-0.03750234389649353;10666
C541828;84945;MULTI COLOUR SILVER T-LIGHT HOLDER;-2;01/21/2011 17:06;0.85;13769.0;United Kingdom;Kitchen Appliances, Home Goods, Accessories;-0.01913143294432753;10454
C541829;22220;CAKE STAND LOVEBIRD 2 TIER WHITE;-2;01/21/2011 17:08;9.95;14175.0;United Kingdom;Kitchen Appliances, Color, Home Goods;-0.9523809523809524;210
C541829;22060;LARGE CAKE STAND HANGING HEARTS;-2;01/21/2011 17:08;9.95;14175.0;United Kingdom;Size, Kitchen Appliances, Home Goods;-0.9216589861751152;217
C541831;22943;CHRISTMAS LIGHTS 10 VINTAGE BAUBLES;-1;01/21/2011 17:12;4.95;18223.0;United Kingdom;Seasonal products, Home Goods, Stationary;-0.07535795026375283;1327
C541833;22634;CHILDS BREAKFAST SET SPACEBOY ;-1;01/21/2011 17:18;9.95;17644.0;United Kingdom;Toys, Home Goods;-0.13793103448275862;725
C541834;85118;HEART T-LIGHT HOLDER;-6;01/21/2011 17:24;1.25;17048.0;United Kingdom;Kitchen Appliances, Home Goods;-4.511278195488721;133
C541852;21781;MA CAMPAGNE CUTLERY BOX;-1;01/23/2011 14:21;14.95;17841.0;United Kingdom;Other;-0.6756756756756757;148
C541861;22796;PHOTO FRAME 3 CLASSIC HANGING;-2;01/23/2011 15:48;9.95;13742.0;United Kingdom;Home Goods;-0.3780718336483932;529
C541863;21231;SWEETHEART CERAMIC TRINKET BOX;-4;01/23/2011 16:08;1.06;13798.0;United Kingdom;Home Goods;-0.06772773450728073;5906
C541863;20711;JUMBO BAG TOYS ;-4;01/23/2011 16:08;1.65;13798.0;United Kingdom;Accessories;-0.08022462896109105;4986
C541863;21936;RED RETROSPOT PICNIC BAG;-1;01/23/2011 16:08;2.55;13798.0;United Kingdom;Kitchen Appliances, Color, Home Goods, Accessories;-0.02543881963876876;3931
C541863;21932;SCANDINAVIAN PAISLEY PICNIC BAG;-1;01/23/2011 16:08;2.55;13798.0;United Kingdom;Accessories;-0.03716090672612412;2691
C541863;20725;LUNCH BAG RED RETROSPOT;-1;01/23/2011 16:08;1.45;13798.0;United Kingdom;Kitchen Appliances, Color, Home Goods, Accessories;-0.00532509718302359;18779
C541863;85099B;JUMBO BAG RED RETROSPOT;-6;01/23/2011 16:08;1.65;13798.0;United Kingdom;Kitchen Appliances, Color, Home Goods, Accessories;-0.012668116462217344;47363
C541863;20727;LUNCH BAG  BLACK SKULL.;-1;01/23/2011 16:08;1.45;13798.0;United Kingdom;Color, Accessories;-0.008256274768824307;12112
C541863;37446;MINI CAKE STAND WITH HANGING CAKES;-1;01/23/2011 16:08;1.25;13798.0;United Kingdom;Kitchen Appliances, Home Goods, Accessories;-0.07739938080495357;1292
C541863;37449;CERAMIC CAKE STAND + HANGING CAKES;-2;01/23/2011 16:08;8.5;13798.0;United Kingdom;Kitchen Appliances, Home Goods;-0.38910505836575876;514
C541863;35924;HANGING FAIRY CAKE DECORATION;-2;01/23/2011 16:08;1.69;13798.0;United Kingdom;Kitchen Appliances, Home Goods;-0.31201248049922;641
C541863;37450;CERAMIC CAKE BOWL + HANGING CAKES;-1;01/23/2011 16:08;2.55;13798.0;United Kingdom;Kitchen Appliances, Home Goods;-0.14684287812041116;681
C541863;22065;CHRISTMAS PUDDING TRINKET POT ;-2;01/23/2011 16:08;1.25;13798.0;United Kingdom;Seasonal products;-0.02966918854769322;6741
C541863;21231;SWEETHEART CERAMIC TRINKET BOX;-9;01/23/2011 16:08;1.06;13798.0;United Kingdom;Home Goods;-0.15238740264138165;5906
C541868;21232;STRAWBERRY CERAMIC TRINKET BOX;-2;01/24/2011 09:30;1.25;14796.0;United Kingdom;Other;-0.019760893192372293;10121
C541868;22423;REGENCY CAKESTAND 3 TIER;-1;01/24/2011 09:30;12.75;14796.0;United Kingdom;Kitchen Appliances;-0.007672830507174097;13033
C541868;22059;CERAMIC STRAWBERRY DESIGN MUG;-3;01/24/2011 09:30;1.49;14796.0;United Kingdom;Kitchen Appliances, Home Goods;-0.16987542468856173;1766
C541868;37448;CERAMIC CAKE DESIGN SPOTTED MUG;-4;01/24/2011 09:30;1.49;14796.0;United Kingdom;Kitchen Appliances, Home Goods;-0.28348688873139616;1411
C541868;22067;CHOC TRUFFLE GOLD TRINKET POT ;-2;01/24/2011 09:30;1.65;14796.0;United Kingdom;Color;-0.49261083743842365;406
C541885;85123A;WHITE HANGING HEART T-LIGHT HOLDER;-1;01/24/2011 11:14;2.95;16782.0;United Kingdom;Kitchen Appliances, Color, Home Goods;-0.0028314975790695697;35317
C541897;22170;PICTURE FRAME WOOD TRIPLE PORTRAIT;-12;01/24/2011 11:30;5.95;15039.0;United Kingdom;Other;-1.1439466158245948;1049
C541959;21034;REX CASH+CARRY JUMBO SHOPPER;-10;01/24/2011 12:35;0.95;14692.0;United Kingdom;Other;-0.5213764337851928;1918
C541961;22767;TRIPLE PHOTO FRAME CORNICE ;-2;01/24/2011 12:58;9.95;17799.0;United Kingdom;Other;-0.2706359945872801;739
C541961;22768;FAMILY PHOTO FRAME CORNICE;-1;01/24/2011 12:58;9.95;17799.0;United Kingdom;Other;-0.1201923076923077;832
C541964;84849D;HOT BATHS SOAP HOLDER;-21;01/24/2011 13:13;1.69;15291.0;United Kingdom;Kitchen Appliances, Home Goods;-4.4491525423728815;472
C542032;22778;GLASS CLOCHE SMALL;-7;01/25/2011 11:45;3.39;15311.0;United Kingdom;Size, Home Goods;-0.9433962264150944;742
C542038;22727;ALARM CLOCK BAKELIKE RED ;-1;01/25/2011 11:47;3.75;14534.0;United Kingdom;Color;-0.012918227619170651;7741
C542060;22198;LARGE POPCORN HOLDER ;-1;01/25/2011 12:01;1.65;14680.0;United Kingdom;Size, Kitchen Appliances, Home Goods;-0.10183299389002036;982
C542060;20726;LUNCH BAG WOODLAND;-2;01/25/2011 12:01;1.65;14680.0;United Kingdom;Accessories;-0.020300446609825416;9852
C542060;20725;LUNCH BAG RED RETROSPOT;-2;01/25/2011 12:01;1.45;14680.0;United Kingdom;Kitchen Appliances, Color, Home Goods, Accessories;-0.01065019436604718;18779
C542060;20728;LUNCH BAG CARS BLUE;-3;01/25/2011 12:01;1.65;14680.0;United Kingdom;Color, Accessories;-0.025855382228733948;11603
C542060;21936;RED RETROSPOT PICNIC BAG;-1;01/25/2011 12:01;2.95;14680.0;United Kingdom;Kitchen Appliances, Color, Home Goods, Accessories;-0.02543881963876876;3931
C542060;21430;SET/3 RED GINGHAM ROSE STORAGE BOX;-2;01/25/2011 12:01;3.39;14680.0;United Kingdom;Color, Home Goods, Gifts Jewelry;-0.06668889629876625;2999
C542060;21258;VICTORIAN SEWING BOX LARGE;-3;01/25/2011 12:01;10.95;14680.0;United Kingdom;Size;-0.6329113924050633;474
C542078;22461;SAVOY ART DECO CLOCK;-1;01/25/2011 12:11;12.75;12854.0;United Kingdom;Home Goods;-0.4629629629629629;216
C542078;22189;CREAM HEART CARD HOLDER;-1;01/25/2011 12:11;3.95;12854.0;United Kingdom;Kitchen Appliances, Home Goods, Stationary;-0.012072920439454304;8283
C542082;20725;LUNCH BAG RED RETROSPOT;-2;01/25/2011 12:25;1.65;15213.0;United Kingdom;Kitchen Appliances, Color, Home Goods, Accessories;-0.01065019436604718;18779
C542086;22423;REGENCY CAKESTAND 3 TIER;-1;01/25/2011 12:34;12.75;18277.0;United Kingdom;Kitchen Appliances;-0.007672830507174097;13033
C542088;22556;PLASTERS IN TIN CIRCUS PARADE ;-12;01/25/2011 12:36;1.65;12553.0;France;Kitchen Appliances, Home Goods;-0.19828155981493722;6052
C542089;22301;COFFEE MUG CAT + BIRD DESIGN;-3;01/25/2011 12:39;2.55;12681.0;France;Kitchen Appliances, Home Goods;-0.13611615245009073;2204
C542089;22300;COFFEE MUG DOG + BALL DESIGN;-2;01/25/2011 12:39;2.55;12681.0;France;Kitchen Appliances, Sports Equipment, Home Goods;-0.130718954248366;1530
C542091;22485;SET OF 2 WOODEN MARKET CRATES;-1;01/25/2011 12:41;12.75;17091.0;United Kingdom;Home Goods;-0.19230769230769232;520
C542091;22442;GROW YOUR OWN FLOWERS SET OF 3;-1;01/25/2011 12:41;7.95;17091.0;United Kingdom;Home Goods, Accessories;-0.3508771929824561;285
C542091;22960;JAM MAKING SET WITH JARS;-1;01/25/2011 12:41;4.25;17091.0;United Kingdom;Home Goods;-0.011806375442739079;8470
C542092;20725;LUNCH BAG RED RETROSPOT;-1;01/25/2011 12:45;1.65;14389.0;United Kingdom;Kitchen Appliances, Color, Home Goods, Accessories;-0.00532509718302359;18779
C542092;21931;JUMBO STORAGE BAG SUKI;-1;01/25/2011 12:45;1.95;14389.0;United Kingdom;Accessories;-0.0075075075075075074;13320
C542092;20723;STRAWBERRY CHARLOTTE BAG;-2;01/25/2011 12:45;0.72;14389.0;United Kingdom;Accessories;-0.02056978298878947;9723
C542092;20727;LUNCH BAG  BLACK SKULL.;-1;01/25/2011 12:45;1.65;14389.0;United Kingdom;Color, Accessories;-0.008256274768824307;12112
C542092;22663;JUMBO BAG DOLLY GIRL DESIGN;-1;01/25/2011 12:45;1.95;14389.0;United Kingdom;Toys, Home Goods, Accessories;-0.02933411557641537;3409
C542092;85099B;JUMBO BAG RED RETROSPOT;-2;01/25/2011 12:45;1.95;14389.0;United Kingdom;Kitchen Appliances, Color, Home Goods, Accessories;-0.004222705487405781;47363
C542094;22236;CAKE STAND 3 TIER MAGIC GARDEN;-1;01/25/2011 12:47;12.75;13310.0;United Kingdom;Kitchen Appliances, Home Goods;-0.38022813688212925;263
C542094;21537;RED RETROSPOT PUDDING BOWL;-2;01/25/2011 12:47;4.25;13310.0;United Kingdom;Kitchen Appliances, Color, Home Goods;-0.7194244604316548;278
C542095;21877;HOME SWEET HOME MUG;-5;01/25/2011 12:49;1.25;17730.0;United Kingdom;Kitchen Appliances, Home Goods;-0.11452130096197893;4366
C542097;22701;PINK DOG BOWL;-4;01/25/2011 12:52;2.95;14215.0;United Kingdom;Color;-0.7504690431519699;533
C542101;22937;BAKING MOULD CHOCOLATE CUPCAKES;-7;01/25/2011 13:15;2.55;12471.0;Germany;Kitchen Appliances, Color;-0.7470651013874066;937
C542101;22649;STRAWBERRY FAIRY CAKE TEAPOT;-1;01/25/2011 13:15;4.95;12471.0;Germany;Kitchen Appliances;-0.1314060446780552;761
C542101;22423;REGENCY CAKESTAND 3 TIER;-2;01/25/2011 13:15;10.95;12471.0;Germany;Kitchen Appliances;-0.015345661014348195;13033
C542104;22865;HAND WARMER OWL DESIGN;-1;01/25/2011 13:26;1.85;16191.0;United Kingdom;Home Goods;-0.011940298507462687;8375
C542104;22960;JAM MAKING SET WITH JARS;-2;01/25/2011 13:26;3.75;16191.0;United Kingdom;Home Goods;-0.023612750885478158;8470
C542138;84536B;FAIRY CAKES NOTEBOOK A7 SIZE;-32;01/25/2011 17:21;0.42;17368.0;United Kingdom;Kitchen Appliances, Size, Stationary;-1.5541525012141815;2059
C542138;84536A;ENGLISH ROSE NOTEBOOK A7 SIZE;-32;01/25/2011 17:21;0.42;17368.0;United Kingdom;Stationary, Size, Gifts Jewelry;-1.0256410256410255;3120
C542138;51014L;FEATHER PENLIGHT PINK;-72;01/25/2011 17:21;0.85;17368.0;United Kingdom;Color, Home Goods;-3.623553095118269;1987
C542138;51014A;FEATHER PENHOT PINK;-72;01/25/2011 17:21;0.85;17368.0;United Kingdom;Color;-1.885804085908853;3818
C542138;22537;MAGIC DRAWING SLATE DINOSAUR;-48;01/25/2011 17:21;0.42;17368.0;United Kingdom;Stationary;-2.5491237387148167;1883
C542138;22535;MAGIC DRAWING SLATE BUNNIES ;-48;01/25/2011 17:21;0.42;17368.0;United Kingdom;Stationary;-2.7939464493597206;1718
C542138;22418;10 COLOUR SPACEBOY PEN;-24;01/25/2011 17:21;0.85;17368.0;United Kingdom;Toys;-0.37546933667083854;6392
C542138;22356;CHARLOTTE BAG PINK POLKADOT;-10;01/25/2011 17:21;0.85;17368.0;United Kingdom;Color, Home Goods, Accessories;-0.10576414595452141;9455
C542138;22211;WOOD STAMP SET FLOWERS;-48;01/25/2011 17:21;1.45;17368.0;United Kingdom;Home Goods, Accessories;-4.994797086368366;961
