InvoiceNo;StockCode;Description;Quantity;InvoiceDate;UnitPrice;CustomerID;Country;InvoiceRank
546843;22554;PLASTERS IN TIN WOODLAND ANIMALS;12;17/03/2011 12:40;1,65;12472;Germany;142
546843;22551;PLASTERS IN TIN SPACEBOY;12;17/03/2011 12:40;1,65;12472;Germany;142
546843;23230;WRAP ALPHABET DESIGN;25;17/03/2011 12:40;0,42;12472;Germany;142
546843;POST;POSTAGE;2;17/03/2011 12:40;18;12472;Germany;142
546843;23010;CIRCUS PARADE BABY GIFT SET;4;17/03/2011 12:40;16,95;12472;Germany;142
546843;21219;SET/4 BADGES BALLOON GIRL;10;17/03/2011 12:40;1,25;12472;Germany;142
546843;22652;TRAVEL SEWING KIT;10;17/03/2011 12:40;1,65;12472;Germany;142
546843;21257;VICTORIAN SEWING BOX MEDIUM;2;17/03/2011 12:40;7,95;12472;Germany;142
546843;21259;VICTORIAN SEWING BOX SMALL ;2;17/03/2011 12:40;5,95;12472;Germany;142
546843;21731;RED TOADSTOOL LED NIGHT LIGHT;12;17/03/2011 12:40;1,65;12472;Germany;142
546843;22423;REGENCY CAKESTAND 3 TIER;4;17/03/2011 12:40;12,75;12472;Germany;142
546843;21559;STRAWBERRY LUNCH BOX WITH CUTLERY;6;17/03/2011 12:40;2,55;12472;Germany;142
546843;23232;WRAP VINTAGE PETALS  DESIGN;25;17/03/2011 12:40;0,42;12472;Germany;142
546843;22467;GUMBALL COAT RACK;36;17/03/2011 12:40;2,1;12472;Germany;142
542215;POST;POSTAGE;3;26/01/2011 12:27;18;12472;Germany;85
542215;22467;GUMBALL COAT RACK;18;26/01/2011 12:27;2,55;12472;Germany;85
542215;22245;HOOK, 1 HANGER ,MAGIC GARDEN;12;26/01/2011 12:27;0,85;12472;Germany;85
542215;22242;5 HOOK HANGER MAGIC TOADSTOOL;12;26/01/2011 12:27;1,65;12472;Germany;85
542215;22328;ROUND SNACK BOXES SET OF 4 FRUITS ;12;26/01/2011 12:27;2,95;12472;Germany;85
542215;22629;SPACEBOY LUNCH BOX ;12;26/01/2011 12:27;1,95;12472;Germany;85
542215;22554;PLASTERS IN TIN WOODLAND ANIMALS;12;26/01/2011 12:27;1,65;12472;Germany;85
542215;84247L;FAWN AND MUSHROOM GREETING CARD;12;26/01/2011 12:27;0,42;12472;Germany;85
542215;22326;ROUND SNACK BOXES SET OF4 WOODLAND ;12;26/01/2011 12:27;2,95;12472;Germany;85
542215;20676;RED RETROSPOT BOWL;16;26/01/2011 12:27;1,25;12472;Germany;85
542215;21915;RED  HARMONICA IN BOX ;12;26/01/2011 12:27;1,25;12472;Germany;85
542215;21914;BLUE HARMONICA IN BOX ;12;26/01/2011 12:27;1,25;12472;Germany;85
542215;21245;GREEN POLKADOT PLATE ;8;26/01/2011 12:27;1,69;12472;Germany;85
542215;21244;BLUE POLKADOT PLATE ;8;26/01/2011 12:27;1,69;12472;Germany;85
542215;21242;RED RETROSPOT PLATE ;8;26/01/2011 12:27;1,69;12472;Germany;85
542215;21240;BLUE POLKADOT CUP;16;26/01/2011 12:27;0,85;12472;Germany;85
542215;21239;PINK  POLKADOT CUP;8;26/01/2011 12:27;0,85;12472;Germany;85
542215;20675;BLUE POLKADOT BOWL;16;26/01/2011 12:27;1,25;12472;Germany;85
542215;20674;GREEN POLKADOT BOWL;16;26/01/2011 12:27;1,25;12472;Germany;85
542215;21670;BLUE SPOT CERAMIC DRAWER KNOB;12;26/01/2011 12:27;1,25;12472;Germany;85
542215;21668;RED STRIPE CERAMIC DRAWER KNOB;12;26/01/2011 12:27;1,25;12472;Germany;85
542215;21673;WHITE SPOT BLUE CERAMIC DRAWER KNOB;12;26/01/2011 12:27;1,25;12472;Germany;85
542215;22179;SET 10 LIGHTS NIGHT OWL;2;26/01/2011 12:27;6,75;12472;Germany;85
542215;22168;ORGANISER WOOD ANTIQUE WHITE ;2;26/01/2011 12:27;8,5;12472;Germany;85
542215;85049G;CHOCOLATE BOX RIBBONS ;12;26/01/2011 12:27;1,25;12472;Germany;85
542215;85049D;BRIGHT BLUES RIBBONS ;12;26/01/2011 12:27;1,25;12472;Germany;85
542215;22446;PIN CUSHION BABUSHKA PINK;6;26/01/2011 12:27;3,35;12472;Germany;85
542215;22447;PIN CUSHION BABUSHKA BLUE;6;26/01/2011 12:27;3,35;12472;Germany;85
542215;22448;PIN CUSHION BABUSHKA RED;6;26/01/2011 12:27;3,35;12472;Germany;85
542215;22423;REGENCY CAKESTAND 3 TIER;6;26/01/2011 12:27;12,75;12472;Germany;85
542215;21671;RED SPOT CERAMIC DRAWER KNOB;12;26/01/2011 12:27;1,25;12472;Germany;85
542215;85049C;ROMANTIC PINKS RIBBONS ;12;26/01/2011 12:27;1,25;12472;Germany;85
542215;85049F;BABY BOOM RIBBONS ;12;26/01/2011 12:27;1,25;12472;Germany;85
542215;85049H;URBAN BLACK RIBBONS ;12;26/01/2011 12:27;1,25;12472;Germany;85
542215;85049E;SCANDINAVIAN REDS RIBBONS;12;26/01/2011 12:27;1,25;12472;Germany;85
542215;22817;CARD SUKI BIRTHDAY;12;26/01/2011 12:27;0,42;12472;Germany;85
542215;22815;CARD PSYCHEDELIC APPLES;12;26/01/2011 12:27;0,42;12472;Germany;85
542215;22718;CARD CAT AND TREE ;12;26/01/2011 12:27;0,42;12472;Germany;85
542215;22716;CARD CIRCUS PARADE;12;26/01/2011 12:27;0,42;12472;Germany;85
542215;21672;WHITE SPOT RED CERAMIC DRAWER KNOB;12;26/01/2011 12:27;1,25;12472;Germany;85
542215;21238;RED RETROSPOT CUP;16;26/01/2011 12:27;0,85;12472;Germany;85
542215;22077;6 RIBBONS RUSTIC CHARM;36;26/01/2011 12:27;1,65;12472;Germany;85
537201;22631;CIRCUS PARADE LUNCH BOX ;12;05/12/2010 14:19;1,95;12472;Germany;15
537201;22328;ROUND SNACK BOXES SET OF 4 FRUITS ;12;05/12/2010 14:19;2,95;12472;Germany;15
537201;22423;REGENCY CAKESTAND 3 TIER;4;05/12/2010 14:19;12,75;12472;Germany;15
537201;20724;RED RETROSPOT CHARLOTTE BAG;20;05/12/2010 14:19;0,85;12472;Germany;15
537201;22578;WOODEN STAR CHRISTMAS SCANDINAVIAN;12;05/12/2010 14:19;0,85;12472;Germany;15
537201;22577;WOODEN HEART CHRISTMAS SCANDINAVIAN;12;05/12/2010 14:19;0,85;12472;Germany;15
537201;22574;HEART WOODEN CHRISTMAS DECORATION;12;05/12/2010 14:19;0,85;12472;Germany;15
537201;22573;STAR WOODEN CHRISTMAS DECORATION;12;05/12/2010 14:19;0,85;12472;Germany;15
537201;22593;CHRISTMAS GINGHAM STAR;12;05/12/2010 14:19;0,85;12472;Germany;15
537201;22594;CHRISTMAS GINGHAM TREE;12;05/12/2010 14:19;0,85;12472;Germany;15
537201;22595;CHRISTMAS GINGHAM HEART;12;05/12/2010 14:19;0,85;12472;Germany;15
537201;22600;CHRISTMAS RETROSPOT STAR WOOD;12;05/12/2010 14:19;0,85;12472;Germany;15
537201;22602;CHRISTMAS RETROSPOT HEART WOOD;12;05/12/2010 14:19;0,85;12472;Germany;15
537201;22144;CHRISTMAS CRAFT LITTLE FRIENDS;12;05/12/2010 14:19;2,1;12472;Germany;15
537201;22141;CHRISTMAS CRAFT TREE TOP ANGEL;12;05/12/2010 14:19;2,1;12472;Germany;15
537201;85049G;CHOCOLATE BOX RIBBONS ;12;05/12/2010 14:19;1,25;12472;Germany;15
537201;85049F;BABY BOOM RIBBONS ;12;05/12/2010 14:19;1,25;12472;Germany;15
537201;85049D;BRIGHT BLUES RIBBONS ;12;05/12/2010 14:19;1,25;12472;Germany;15
537201;85049E;SCANDINAVIAN REDS RIBBONS;12;05/12/2010 14:19;1,25;12472;Germany;15
537201;22077;6 RIBBONS RUSTIC CHARM;24;05/12/2010 14:19;1,65;12472;Germany;15
537201;22354;RETROSPOT PADDED SEAT CUSHION;10;05/12/2010 14:19;3,75;12472;Germany;15
537201;22556;PLASTERS IN TIN CIRCUS PARADE ;12;05/12/2010 14:19;1,65;12472;Germany;15
537201;22321;BIRD DECORATION RED RETROSPOT;12;05/12/2010 14:19;0,85;12472;Germany;15
537201;20750;RED RETROSPOT MINI CASES;4;05/12/2010 14:19;7,95;12472;Germany;15
537201;22895;SET OF 2 TEA TOWELS APPLE AND PEARS;12;05/12/2010 14:19;2,95;12472;Germany;15
537201;20719;WOODLAND CHARLOTTE BAG;30;05/12/2010 14:19;0,85;12472;Germany;15
537201;22326;ROUND SNACK BOXES SET OF4 WOODLAND ;24;05/12/2010 14:19;2,95;12472;Germany;15
537201;22629;SPACEBOY LUNCH BOX ;36;05/12/2010 14:19;1,95;12472;Germany;15
537201;84341B;SMALL PINK MAGIC CHRISTMAS TREE;12;05/12/2010 14:19;0,85;12472;Germany;15
537201;22601;CHRISTMAS RETROSPOT ANGEL WOOD;24;05/12/2010 14:19;0,85;12472;Germany;15
537201;22579;WOODEN TREE CHRISTMAS SCANDINAVIAN;24;05/12/2010 14:19;0,85;12472;Germany;15
537201;22572;ROCKING HORSE GREEN CHRISTMAS ;24;05/12/2010 14:19;0,85;12472;Germany;15
537201;22571;ROCKING HORSE RED CHRISTMAS ;24;05/12/2010 14:19;0,85;12472;Germany;15
537201;22337;ANGEL DECORATION PAINTED ZINC ;24;05/12/2010 14:19;0,65;12472;Germany;15
537201;21817;GLITTER CHRISTMAS TREE;12;05/12/2010 14:19;0,85;12472;Germany;15
537201;22636;CHILDS BREAKFAST SET CIRCUS PARADE;4;05/12/2010 14:19;8,5;12472;Germany;15
537201;22333;RETROSPOT PARTY BAG + STICKER SET;8;05/12/2010 14:19;1,65;12472;Germany;15
537201;21914;BLUE HARMONICA IN BOX ;24;05/12/2010 14:19;1,25;12472;Germany;15
537201;21915;RED  HARMONICA IN BOX ;24;05/12/2010 14:19;1,25;12472;Germany;15
537201;22818;CARD CHRISTMAS VILLAGE;24;05/12/2010 14:19;0,42;12472;Germany;15
537201;22816;CARD MOTORBIKE SANTA;12;05/12/2010 14:19;0,42;12472;Germany;15
537201;22968;ROSE COTTAGE KEEPSAKE BOX ;2;05/12/2010 14:19;9,95;12472;Germany;15
537201;22837;HOT WATER BOTTLE BABUSHKA ;4;05/12/2010 14:19;4,65;12472;Germany;15
537201;22898;CHILDRENS APRON APPLES DESIGN;8;05/12/2010 14:19;1,95;12472;Germany;15
537201;22940;FELTCRAFT CHRISTMAS FAIRY;8;05/12/2010 14:19;4,25;12472;Germany;15
537201;84375;SET OF 20 KIDS COOKIE CUTTERS;12;05/12/2010 14:19;2,1;12472;Germany;15
537201;22568;FELTCRAFT CUSHION OWL;4;05/12/2010 14:19;3,75;12472;Germany;15
537201;22834;HAND WARMER BABUSHKA DESIGN;12;05/12/2010 14:19;2,1;12472;Germany;15
537201;22976;CIRCUS PARADE CHILDRENS EGG CUP ;12;05/12/2010 14:19;1,25;12472;Germany;15
537201;22975;SPACEBOY CHILDRENS EGG CUP;12;05/12/2010 14:19;1,25;12472;Germany;15
537201;22973;CHILDREN'S CIRCUS PARADE MUG;12;05/12/2010 14:19;1,65;12472;Germany;15
537201;22972;CHILDREN'S SPACEBOY MUG;12;05/12/2010 14:19;1,65;12472;Germany;15
537201;20668;DISCO BALL CHRISTMAS DECORATION;24;05/12/2010 14:19;0,12;12472;Germany;15
537201;22963;JAM JAR WITH GREEN LID;24;05/12/2010 14:19;0,85;12472;Germany;15
537201;22962;JAM JAR WITH PINK LID;24;05/12/2010 14:19;0,85;12472;Germany;15
537201;22961;JAM MAKING SET PRINTED;12;05/12/2010 14:19;1,45;12472;Germany;15
537201;22960;JAM MAKING SET WITH JARS;12;05/12/2010 14:19;3,75;12472;Germany;15
537201;22865;HAND WARMER OWL DESIGN;24;05/12/2010 14:19;2,1;12472;Germany;15
537201;22781;GUMBALL MAGAZINE RACK;2;05/12/2010 14:19;7,65;12472;Germany;15
537201;POST;POSTAGE;6;05/12/2010 14:19;18;12472;Germany;15
537201;20914;SET/5 RED RETROSPOT LID GLASS BOWLS;6;05/12/2010 14:19;2,95;12472;Germany;15
537201;22245;HOOK, 1 HANGER ,MAGIC GARDEN;12;05/12/2010 14:19;0,85;12472;Germany;15
537201;22244;3 HOOK HANGER MAGIC GARDEN;12;05/12/2010 14:19;1,95;12472;Germany;15
537201;22242;5 HOOK HANGER MAGIC TOADSTOOL;12;05/12/2010 14:19;1,65;12472;Germany;15
537201;22467;GUMBALL COAT RACK;12;05/12/2010 14:19;2,55;12472;Germany;15
537201;22867;HAND WARMER BIRD DESIGN;12;05/12/2010 14:19;2,1;12472;Germany;15
537201;22078;RIBBON REEL LACE DESIGN ;10;05/12/2010 14:19;2,1;12472;Germany;15
537201;22079;RIBBON REEL HEARTS DESIGN ;10;05/12/2010 14:19;1,65;12472;Germany;15
537201;22080;RIBBON REEL POLKADOTS ;10;05/12/2010 14:19;1,65;12472;Germany;15
537201;22964;3 PIECE SPACEBOY COOKIE CUTTER SET;18;05/12/2010 14:19;2,1;12472;Germany;15
