InvoiceNo;StockCode;Description;Quantity;InvoiceDate;UnitPrice;CustomerID;Country;Category;Return Rate
C540164;72741;GRAND CHOCOLATECANDLE;-9;01/05/2011 12:02;1.45;14911.0;EIRE;Color, Home Goods;
C540164;35400;WOODEN BOX ADVENT CALENDAR ;-2;01/05/2011 12:02;8.95;14911.0;EIRE;Home Goods;
C540164;22939;APRON APPLE DELIGHT;-2;01/05/2011 12:02;4.95;14911.0;EIRE;Home Goods;
C540164;22897;OVEN MITT APPLES DESIGN;-10;01/05/2011 12:02;1.45;14911.0;EIRE;Home Goods;
C540164;22246;MAGIC GARDEN FELT GARLAND ;-12;01/05/2011 12:02;1.95;14911.0;EIRE;Home Goods, Stationary;
C540165;84817;DANISH ROSE DECORATIVE PLATE;-1;01/05/2011 12:05;2.1;18109.0;United Kingdom;Home Goods, Gifts Jewelry;
C540165;85066;CREAM SWEETHEART MINI CHEST;-1;01/05/2011 12:05;12.75;18109.0;United Kingdom;Kitchen Appliances, Home Goods, Accessories;
C540165;82486;WOOD S/3 CABINET ANT WHITE FINISH;-1;01/05/2011 12:05;7.95;18109.0;United Kingdom;Color;
C540177;22781;GUMBALL MAGAZINE RACK;-4;01/05/2011 12:42;7.65;16316.0;United Kingdom;Sports Equipment;
C540243;22851;SET 20 NAPKINS FAIRY CAKES DESIGN ;-1;01/05/2011 15:32;0.85;12585.0;Germany;Kitchen Appliances, Home Goods;
C540243;22091;EMPIRE TISSUE BOX;-7;01/05/2011 15:32;1.25;12585.0;Germany;Other;
C540243;22316;200 BENDY SKULL STRAWS;-1;01/05/2011 15:32;1.25;12585.0;Germany;Other;
C540243;22638;SET OF 4 NAPKIN CHARMS CROWNS ;-1;01/05/2011 15:32;2.55;12585.0;Germany;Home Goods;
C540243;22558;CLOTHES PEGS RETROSPOT PACK 24 ;-1;01/05/2011 15:32;1.49;12585.0;Germany;Kitchen Appliances, Home Goods, Stationary;
C540243;84945;MULTI COLOUR SILVER T-LIGHT HOLDER;-5;01/05/2011 15:32;0.85;12585.0;Germany;Kitchen Appliances, Home Goods, Accessories;
C540243;22778;GLASS CLOCHE SMALL;-1;01/05/2011 15:32;3.95;12585.0;Germany;Size, Home Goods;
C540243;22777;GLASS CLOCHE LARGE;-2;01/05/2011 15:32;8.5;12585.0;Germany;Size, Home Goods;
C540243;22606;WOODEN SKITTLES GARDEN SET;-1;01/05/2011 15:32;15.95;12585.0;Germany;Home Goods;
C540244;71459;HANGING JAM JAR T-LIGHT HOLDER;-1;01/05/2011 15:40;0.85;17213.0;United Kingdom;Kitchen Appliances, Home Goods;
C540244;85123A;WHITE HANGING HEART T-LIGHT HOLDER;-1;01/05/2011 15:40;2.95;17213.0;United Kingdom;Kitchen Appliances, Color, Home Goods;
C540246;22423;REGENCY CAKESTAND 3 TIER;-1;01/05/2011 15:43;12.75;13081.0;United Kingdom;Kitchen Appliances;
C540246;22632;HAND WARMER RED RETROSPOT;-1;01/05/2011 15:43;1.85;13081.0;United Kingdom;Kitchen Appliances, Color, Home Goods;
C540246;35598D;PINK/WHITE CHRISTMAS TREE 60CM;-1;01/05/2011 15:43;0.65;13081.0;United Kingdom;Seasonal products, Color;
C540246;35400;WOODEN BOX ADVENT CALENDAR ;-1;01/05/2011 15:43;8.95;13081.0;United Kingdom;Home Goods;
C540246;21733;RED HANGING HEART T-LIGHT HOLDER;-1;01/05/2011 15:43;2.55;13081.0;United Kingdom;Kitchen Appliances, Color, Home Goods;
C540246;79320;FLAMINGO LIGHTS;-1;01/05/2011 15:43;4.95;13081.0;United Kingdom;Home Goods;
C540246;22942;CHRISTMAS LIGHTS 10 SANTAS ;-1;01/05/2011 15:43;8.5;13081.0;United Kingdom;Seasonal products, Home Goods;
C540246;22201;FRYING PAN BLUE POLKADOT;-1;01/05/2011 15:43;4.25;13081.0;United Kingdom;Color, Home Goods;
C540246;85040A;S/4 PINK FLOWER CANDLES IN BOWL;-1;01/05/2011 15:43;1.65;13081.0;United Kingdom;Color, Home Goods, Accessories;
C540246;21232;STRAWBERRY CERAMIC TRINKET BOX;-1;01/05/2011 15:43;1.25;13081.0;United Kingdom;Other;
C540246;84006;MAGIC TREE -PAPER FLOWERS;-1;01/05/2011 15:43;0.85;13081.0;United Kingdom;Accessories, Home Goods, Stationary;
C540246;22198;LARGE POPCORN HOLDER ;-1;01/05/2011 15:43;1.65;13081.0;United Kingdom;Size, Kitchen Appliances, Home Goods;
C540246;22352;LUNCH BOX WITH CUTLERY RETROSPOT ;-1;01/05/2011 15:43;2.55;13081.0;United Kingdom;Kitchen Appliances, Home Goods;
C540246;85042;ANTIQUE LILY FAIRY LIGHTS;-2;01/05/2011 15:43;4.95;13081.0;United Kingdom;Home Goods;
C540246;22834;HAND WARMER BABUSHKA DESIGN;-1;01/05/2011 15:43;1.85;13081.0;United Kingdom;Home Goods;
C540250;79321;CHILLI LIGHTS;-1;01/05/2011 16:02;4.25;17511.0;United Kingdom;Home Goods;
C540250;22617;BAKING SET SPACEBOY DESIGN;-2;01/05/2011 16:02;4.25;17511.0;United Kingdom;Toys, Home Goods;
C540250;22411;JUMBO SHOPPER VINTAGE RED PAISLEY;-1;01/05/2011 16:02;1.65;17511.0;United Kingdom;Color, Home Goods, Stationary;
C540250;21928;JUMBO BAG SCANDINAVIAN PAISLEY;-1;01/05/2011 16:02;1.65;17511.0;United Kingdom;Accessories;
C540250;22942;CHRISTMAS LIGHTS 10 SANTAS ;-1;01/05/2011 16:02;8.5;17511.0;United Kingdom;Seasonal products, Home Goods;
C540250;22198;LARGE POPCORN HOLDER ;-2;01/05/2011 16:02;1.45;17511.0;United Kingdom;Size, Kitchen Appliances, Home Goods;
C540250;85099F;JUMBO BAG STRAWBERRY;-1;01/05/2011 16:02;1.65;17511.0;United Kingdom;Accessories;
C540250;22941;CHRISTMAS LIGHTS 10 REINDEER;-1;01/05/2011 16:02;8.5;17511.0;United Kingdom;Seasonal products, Home Goods;
C540270;20725;LUNCH BAG RED RETROSPOT;-1;01/06/2011 11:40;1.45;14680.0;United Kingdom;Kitchen Appliances, Color, Home Goods, Accessories;
C540270;22667;RECIPE BOX RETROSPOT ;-1;01/06/2011 11:40;2.55;14680.0;United Kingdom;Kitchen Appliances, Home Goods;
C540270;22197;SMALL POPCORN HOLDER;-3;01/06/2011 11:40;0.85;14680.0;United Kingdom;Size, Kitchen Appliances, Home Goods;
C540270;21258;VICTORIAN SEWING BOX LARGE;-3;01/06/2011 11:40;10.95;14680.0;United Kingdom;Size;
C540307;22107;PIZZA PLATE IN BOX;-8;01/06/2011 12:58;3.75;15823.0;United Kingdom;Other;
C540307;22109;FULL ENGLISH BREAKFAST PLATE;-24;01/06/2011 12:58;3.39;15823.0;United Kingdom;Other;
C540307;22303;COFFEE MUG APPLES DESIGN;-18;01/06/2011 12:58;2.55;15823.0;United Kingdom;Kitchen Appliances, Home Goods;
C540307;21533;RETROSPOT LARGE MILK JUG;-6;01/06/2011 12:58;4.95;15823.0;United Kingdom;Size, Kitchen Appliances, Home Goods;
C540307;21537;RED RETROSPOT PUDDING BOWL;-48;01/06/2011 12:58;3.75;15823.0;United Kingdom;Kitchen Appliances, Color, Home Goods;
C540307;22094;RED RETROSPOT TISSUE BOX;-12;01/06/2011 12:58;1.25;15823.0;United Kingdom;Kitchen Appliances, Color, Home Goods;
C540307;22093;MOTORING TISSUE BOX;-12;01/06/2011 12:58;1.25;15823.0;United Kingdom;Accessories;
C540307;22212;FOUR HOOK  WHITE LOVEBIRDS;-12;01/06/2011 12:58;2.1;15823.0;United Kingdom;Color, Home Goods;
C540307;22083;PAPER CHAIN KIT RETROSPOT;-36;01/06/2011 12:58;2.95;15823.0;United Kingdom;Kitchen Appliances, Home Goods, Stationary;
C540307;22084;PAPER CHAIN KIT EMPIRE;-36;01/06/2011 12:58;2.95;15823.0;United Kingdom;Stationary;
C540307;85014A;BLACK/BLUE POLKADOT UMBRELLA;-6;01/06/2011 12:58;5.95;15823.0;United Kingdom;Color, Home Goods;
C540307;79323B;BLACK CHERRY LIGHTS;-4;01/06/2011 12:58;6.75;15823.0;United Kingdom;Color, Home Goods;
C540307;21644;ASSORTED TUTTI FRUTTI HEART BOX;-24;01/06/2011 12:58;1.25;15823.0;United Kingdom;Home Goods, Gifts Jewelry;
C540307;21645;ASSORTED TUTTI FRUTTI ROUND BOX;-24;01/06/2011 12:58;1.65;15823.0;United Kingdom;Gifts Jewelry;
C540346;22077;6 RIBBONS RUSTIC CHARM;-4;01/06/2011 13:41;1.65;12471.0;Germany;Other;
C540347;22191;IVORY DINER WALL CLOCK;-6;01/06/2011 13:56;8.5;16424.0;United Kingdom;Home Goods, Accessories;
C540360;84985A;SET OF 72 GREEN PAPER DOILIES;-5;01/06/2011 15:35;1.45;18041.0;United Kingdom;Color, Home Goods, Stationary;
C540360;84997B;RED 3 PIECE RETROSPOT CUTLERY SET;-4;01/06/2011 15:35;3.75;18041.0;United Kingdom;Kitchen Appliances, Color, Home Goods;
C540366;20719;WOODLAND CHARLOTTE BAG;-30;01/06/2011 16:14;0.72;15061.0;United Kingdom;Accessories;
C540376;22623;BOX OF VINTAGE JIGSAW BLOCKS ;-1;01/06/2011 17:27;4.95;13488.0;United Kingdom;Toys, Home Goods, Stationary;
C540377;21259;VICTORIAN SEWING BOX SMALL ;-3;01/06/2011 17:31;4.95;16656.0;United Kingdom;Size;
C540378;21445;12 PINK ROSE PEG PLACE SETTINGS;-4;01/06/2011 17:32;1.25;13715.0;United Kingdom;Kitchen Appliances, Color, Home Goods, Gifts Jewelry;
C540379;84279P;CHERRY BLOSSOM  DECORATIVE FLASK;-2;01/06/2011 17:34;3.75;15101.0;United Kingdom;Home Goods;
C540380;84945;MULTI COLOUR SILVER T-LIGHT HOLDER;-7;01/06/2011 17:36;0.85;16094.0;United Kingdom;Kitchen Appliances, Home Goods, Accessories;
C540380;71053;WHITE METAL LANTERN;-5;01/06/2011 17:36;3.75;16094.0;United Kingdom;Color, Home Goods;
C540381;22962;JAM JAR WITH PINK LID;-1;01/06/2011 17:37;0.72;16705.0;United Kingdom;Color;
C540382;21868;POTTING SHED TEA MUG;-4;01/06/2011 17:38;1.25;12957.0;United Kingdom;Kitchen Appliances, Home Goods;
C540382;84949;SILVER HANGING T-LIGHT HOLDER;-1;01/06/2011 17:38;1.65;12957.0;United Kingdom;Kitchen Appliances, Home Goods, Accessories;
C540384;22384;LUNCH BAG PINK POLKADOT;-1;01/06/2011 17:48;1.65;14961.0;United Kingdom;Color, Home Goods, Accessories;
C540384;22198;LARGE POPCORN HOLDER ;-5;01/06/2011 17:48;1.65;14961.0;United Kingdom;Size, Kitchen Appliances, Home Goods;
C540384;22795;SWEETHEART RECIPE BOOK STAND;-1;01/06/2011 17:48;6.75;14961.0;United Kingdom;Home Goods, Stationary;
C540385;21843;RED RETROSPOT CAKE STAND;-1;01/06/2011 17:52;10.95;14426.0;United Kingdom;Kitchen Appliances, Color, Home Goods;
C540386;22060;LARGE CAKE STAND HANGING HEARTS;-1;01/06/2011 17:57;9.95;12417.0;Belgium;Size, Kitchen Appliances, Home Goods;
C540386;22666;RECIPE BOX PANTRY YELLOW DESIGN;-1;01/06/2011 17:57;2.95;12417.0;Belgium;Kitchen Appliances, Color, Home Goods;
C540386;22845;VINTAGE CREAM CAT FOOD CONTAINER;-3;01/06/2011 17:57;6.35;12417.0;Belgium;Kitchen Appliances, Home Goods, Stationary;
C540388;85048;15CM CHRISTMAS GLASS BALL 20 LIGHTS;-1;01/06/2011 17:59;7.95;13115.0;United Kingdom;Seasonal products, Sports Equipment, Home Goods;
C540389;20752;BLUE POLKADOT WASHING UP GLOVES;-1;01/06/2011 18:00;2.1;14426.0;United Kingdom;Color, Home Goods, Sports Equipment, laundry appliance;
C540390;22701;PINK DOG BOWL;-2;01/06/2011 18:01;2.95;16191.0;United Kingdom;Color;
C540390;22700;BLACK AND WHITE DOG BOWL;-3;01/06/2011 18:01;2.95;16191.0;United Kingdom;Color;
C540391;22274;FELTCRAFT DOLL EMILY;-1;01/06/2011 18:02;2.95;13047.0;United Kingdom;Toys, Home Goods, Stationary;
C540392;21155;RED RETROSPOT PEG BAG;-1;01/06/2011 18:06;2.1;12753.0;Japan;Kitchen Appliances, Color, Home Goods, Accessories;
C540392;22244;3 HOOK HANGER MAGIC GARDEN;-1;01/06/2011 18:06;1.95;12753.0;Japan;Home Goods;
C540392;22088;PAPER BUNTING COLOURED LACE;-40;01/06/2011 18:06;2.55;12753.0;Japan;Kitchen Appliances, Color, Home Goods, Stationary;
C540392;22567;20 DOLLY PEGS RETROSPOT;-3;01/06/2011 18:06;1.25;12753.0;Japan;Kitchen Appliances, Toys, Home Goods;
C540393;21843;RED RETROSPOT CAKE STAND;-1;01/06/2011 18:08;10.95;17428.0;United Kingdom;Kitchen Appliances, Color, Home Goods;
C540393;22699;ROSES REGENCY TEACUP AND SAUCER ;-4;01/06/2011 18:08;2.95;17428.0;United Kingdom;Kitchen Appliances, Gifts Jewelry;
C540393;71477;COLOUR GLASS. STAR T-LIGHT HOLDER;-1;01/06/2011 18:08;3.25;17428.0;United Kingdom;Kitchen Appliances, Home Goods;
C540393;85042;ANTIQUE LILY FAIRY LIGHTS;-1;01/06/2011 18:08;4.95;17428.0;United Kingdom;Home Goods;
C540393;22457;NATURAL SLATE HEART CHALKBOARD ;-1;01/06/2011 18:08;2.95;17428.0;United Kingdom;Home Goods, Stationary;
C540394;22649;STRAWBERRY FAIRY CAKE TEAPOT;-1;01/06/2011 18:09;4.95;17696.0;United Kingdom;Kitchen Appliances;
C540398;84792;ENCHANTED BIRD COATHANGER 5 HOOK;-2;01/07/2011 09:21;4.65;14047.0;United Kingdom;Home Goods;
C540400;22768;FAMILY PHOTO FRAME CORNICE;-4;01/07/2011 09:25;9.95;16150.0;United Kingdom;Other;
C540400;22766;PHOTO FRAME CORNICE;-3;01/07/2011 09:25;2.95;16150.0;United Kingdom;Other;
C540400;22469;HEART OF WICKER SMALL;-1;01/07/2011 09:25;1.65;16150.0;United Kingdom;Size, Home Goods;
C540400;21260;FIRST AID TIN;-3;01/07/2011 09:25;3.25;16150.0;United Kingdom;Kitchen Appliances, Home Goods;
C540403;85123A;WHITE HANGING HEART T-LIGHT HOLDER;-1;01/07/2011 09:32;2.55;17230.0;United Kingdom;Kitchen Appliances, Color, Home Goods;
C540417;79321;CHILLI LIGHTS;-72;01/07/2011 10:56;4.25;13680.0;United Kingdom;Home Goods;
C540417;47566B;TEA TIME PARTY BUNTING;-50;01/07/2011 10:56;3.75;13680.0;United Kingdom;Kitchen Appliances, Home Goods;
C540417;22628;PICNIC BOXES SET OF 3 RETROSPOT ;-4;01/07/2011 10:56;4.95;13680.0;United Kingdom;Kitchen Appliances, Home Goods;
C540417;22386;JUMBO BAG PINK POLKADOT;-20;01/07/2011 10:56;1.95;13680.0;United Kingdom;Color, Home Goods, Accessories;
C540417;22352;LUNCH BOX WITH CUTLERY RETROSPOT ;-6;01/07/2011 10:56;2.55;13680.0;United Kingdom;Kitchen Appliances, Home Goods;
C540417;22328;ROUND SNACK BOXES SET OF 4 FRUITS ;-5;01/07/2011 10:56;2.95;13680.0;United Kingdom;Home Goods;
C540417;22326;ROUND SNACK BOXES SET OF4 WOODLAND ;-6;01/07/2011 10:56;2.95;13680.0;United Kingdom;Home Goods;
C540417;22197;SMALL POPCORN HOLDER;-10;01/07/2011 10:56;0.85;13680.0;United Kingdom;Size, Kitchen Appliances, Home Goods;
C540417;21430;SET/3 RED GINGHAM ROSE STORAGE BOX;-24;01/07/2011 10:56;3.39;13680.0;United Kingdom;Color, Home Goods, Gifts Jewelry;
C540417;20728;LUNCH BAG CARS BLUE;-30;01/07/2011 10:56;1.65;13680.0;United Kingdom;Color, Accessories;
C540417;20727;LUNCH BAG  BLACK SKULL.;-30;01/07/2011 10:56;1.65;13680.0;United Kingdom;Color, Accessories;
C540417;20726;LUNCH BAG WOODLAND;-40;01/07/2011 10:56;1.65;13680.0;United Kingdom;Accessories;
C540417;20725;LUNCH BAG RED RETROSPOT;-100;01/07/2011 10:56;1.45;13680.0;United Kingdom;Kitchen Appliances, Color, Home Goods, Accessories;
C540417;20719;WOODLAND CHARLOTTE BAG;-30;01/07/2011 10:56;0.85;13680.0;United Kingdom;Accessories;
C540417;20713;JUMBO BAG OWLS;-10;01/07/2011 10:56;1.95;13680.0;United Kingdom;Accessories;
C540417;20712;JUMBO BAG WOODLAND ANIMALS;-30;01/07/2011 10:56;1.95;13680.0;United Kingdom;Accessories;
C540417;85099C;JUMBO  BAG BAROQUE BLACK WHITE;-30;01/07/2011 10:56;1.95;13680.0;United Kingdom;Color, Accessories;
C540417;85099B;JUMBO BAG RED RETROSPOT;-100;01/07/2011 10:56;1.65;13680.0;United Kingdom;Kitchen Appliances, Color, Home Goods, Accessories;
C540417;84997D;PINK 3 PIECE POLKADOT CUTLERY SET;-24;01/07/2011 10:56;3.75;13680.0;United Kingdom;Color, Home Goods;
C540417;84997B;RED 3 PIECE RETROSPOT CUTLERY SET;-24;01/07/2011 10:56;3.75;13680.0;United Kingdom;Kitchen Appliances, Color, Home Goods;
C540417;84991;60 TEATIME FAIRY CAKE CASES;-24;01/07/2011 10:56;0.55;13680.0;United Kingdom;Kitchen Appliances;
C540470;85159B;WHITE TEACOFFEESUGAR JARS;-2;01/07/2011 14:09;5.72;14505.0;United Kingdom;Kitchen Appliances, Color;
C540503;22184;CAKE STAND VICTORIAN FILIGREE LARGE;-1;01/09/2011 10:59;8.5;13668.0;United Kingdom;Kitchen Appliances, Size;
C540503;22158;3 HEARTS HANGING DECORATION RUSTIC;-1;01/09/2011 10:59;2.95;13668.0;United Kingdom;Home Goods;
C540503;21586;KINGS CHOICE GIANT TUBE MATCHES;-1;01/09/2011 10:59;2.55;13668.0;United Kingdom;Other;
C540527;21056;DOCTOR'S BAG SOFT TOY;-1;01/09/2011 13:42;8.95;14606.0;United Kingdom;Accessories;
C540527;20772;GARDEN PATH JOURNAL;-1;01/09/2011 13:42;2.55;14606.0;United Kingdom;Home Goods;
C540535;85023C;PINK LARGE JEWELED PHOTOFRAME;-1;01/09/2011 14:17;2.55;15005.0;United Kingdom;Size, Color;
C540535;82483;WOOD 2 DRAWER CABINET WHITE FINISH;-1;01/09/2011 14:17;5.95;15005.0;United Kingdom;Color, Home Goods;
C540535;20914;SET/5 RED RETROSPOT LID GLASS BOWLS;-2;01/09/2011 14:17;2.95;15005.0;United Kingdom;Kitchen Appliances, Color, Home Goods;
C540535;20724;RED RETROSPOT CHARLOTTE BAG;-1;01/09/2011 14:17;0.85;15005.0;United Kingdom;Kitchen Appliances, Color, Home Goods, Accessories;
C540535;85025B;EAU DE NILE HEART SHAPE PHOTO FRAME;-1;01/09/2011 14:17;1.65;15005.0;United Kingdom;Home Goods;
C540535;21232;STRAWBERRY CERAMIC TRINKET BOX;-2;01/09/2011 14:17;1.25;15005.0;United Kingdom;Other;
C540535;84508A;CAMOUFLAGE DESIGN TEDDY;-1;01/09/2011 14:17;2.55;15005.0;United Kingdom;Home Goods;
C540535;84997D;PINK 3 PIECE POLKADOT CUTLERY SET;-1;01/09/2011 14:17;3.75;15005.0;United Kingdom;Color, Home Goods;
C540535;82494L;WOODEN FRAME ANTIQUE WHITE ;-1;01/09/2011 14:17;2.95;15005.0;United Kingdom;Color, Home Goods;
C540535;85023B;EAU DE NILE JEWELLED PHOTOFRAME;-1;01/09/2011 14:17;2.55;15005.0;United Kingdom;Other;
C540535;21232;STRAWBERRY CERAMIC TRINKET BOX;-1;01/09/2011 14:17;1.25;15005.0;United Kingdom;Other;
C540535;21232;STRAWBERRY CERAMIC TRINKET BOX;-1;01/09/2011 14:17;1.25;15005.0;United Kingdom;Other;
C540535;20681;PINK POLKADOT CHILDRENS UMBRELLA;-1;01/09/2011 14:17;3.25;15005.0;United Kingdom;Kitchen Appliances, Color, Home Goods;
C540535;22649;STRAWBERRY FAIRY CAKE TEAPOT;-1;01/09/2011 14:17;4.95;15005.0;United Kingdom;Kitchen Appliances;
C540555;22617;BAKING SET SPACEBOY DESIGN;-1;01/10/2011 09:56;4.95;16279.0;United Kingdom;Toys, Home Goods;
C540555;21527;RED RETROSPOT TRADITIONAL TEAPOT ;-1;01/10/2011 09:56;7.95;16279.0;United Kingdom;Kitchen Appliances, Color, Home Goods;
C540559;21888;BINGO SET;-4;01/10/2011 10:07;3.75;;EIRE;Home Goods;
C540634;85232B;SET OF 3 BABUSHKA STACKING TINS;-3;01/10/2011 12:02;4.95;13672.0;United Kingdom;Kitchen Appliances, Home Goods;
C540634;21655;HANGING RIDGE GLASS T-LIGHT HOLDER;-12;01/10/2011 12:02;1.69;13672.0;United Kingdom;Kitchen Appliances, Home Goods;
C540634;79323P;PINK CHERRY LIGHTS;-4;01/10/2011 12:02;6.75;13672.0;United Kingdom;Color, Home Goods;
C540643;22423;REGENCY CAKESTAND 3 TIER;-2;01/10/2011 14:08;10.95;12471.0;Germany;Kitchen Appliances;
C540652;22655;VINTAGE RED KITCHEN CABINET;-1;01/10/2011 15:04;265.5;17406.0;United Kingdom;Kitchen Appliances, Color, Home Goods, Stationary;
C540780;22423;REGENCY CAKESTAND 3 TIER;-23;01/11/2011 11:19;10.95;14299.0;United Kingdom;Kitchen Appliances;
C540780;21843;RED RETROSPOT CAKE STAND;-4;01/11/2011 11:19;10.95;14299.0;United Kingdom;Kitchen Appliances, Color, Home Goods;
C540780;22865;HAND WARMER OWL DESIGN;-24;01/11/2011 11:19;2.1;14299.0;United Kingdom;Home Goods;
C540780;84988;SET OF 72 PINK HEART PAPER DOILIES;-1;01/11/2011 11:19;1.45;14299.0;United Kingdom;Color, Home Goods, Stationary;
C540781;22963;JAM JAR WITH GREEN LID;-8;01/11/2011 11:22;0.85;16875.0;United Kingdom;Color;
C540781;22962;JAM JAR WITH PINK LID;-2;01/11/2011 11:22;0.85;16875.0;United Kingdom;Color;
C540781;22776;SWEETHEART CAKESTAND 3 TIER;-1;01/11/2011 11:22;9.95;16875.0;United Kingdom;Kitchen Appliances, Home Goods;
C540781;22767;TRIPLE PHOTO FRAME CORNICE ;-1;01/11/2011 11:22;9.95;16875.0;United Kingdom;Other;
C540781;22720;SET OF 3 CAKE TINS PANTRY DESIGN ;-1;01/11/2011 11:22;4.95;16875.0;United Kingdom;Kitchen Appliances, Home Goods;
C540781;22171;3 HOOK PHOTO SHELF ANTIQUE WHITE;-1;01/11/2011 11:22;8.5;16875.0;United Kingdom;Color, Home Goods;
C540783;84029E;RED WOOLLY HOTTIE WHITE HEART.;-8;01/11/2011 11:38;3.75;17629.0;United Kingdom;Color, Home Goods;
C540784;84766;SILVER ROCOCO CANDLE STICK;-12;01/11/2011 11:39;1.95;13126.0;United Kingdom;Home Goods, Accessories;
C540786;22156;HEART DECORATION WITH PEARLS ;-3;01/11/2011 11:42;0.85;15194.0;United Kingdom;Home Goods;
C540786;22666;RECIPE BOX PANTRY YELLOW DESIGN;-1;01/11/2011 11:42;2.95;15194.0;United Kingdom;Kitchen Appliances, Color, Home Goods;
C540786;22720;SET OF 3 CAKE TINS PANTRY DESIGN ;-1;01/11/2011 11:42;4.95;15194.0;United Kingdom;Kitchen Appliances, Home Goods;
C540786;22907;PACK OF 20 NAPKINS PANTRY DESIGN;-7;01/11/2011 11:42;0.85;15194.0;United Kingdom;Kitchen Appliances, Home Goods, Stationary;
C540787;22364;GLASS JAR DIGESTIVE BISCUITS;-12;01/11/2011 11:45;2.55;13408.0;United Kingdom;Home Goods;
C540787;22360;GLASS JAR ENGLISH CONFECTIONERY;-4;01/11/2011 11:45;2.55;13408.0;United Kingdom;Home Goods;
C540788;84813;SET OF 4 DIAMOND NAPKIN RINGS;-1;01/11/2011 11:46;3.95;13576.0;United Kingdom;Home Goods, Accessories;
C540788;21231;SWEETHEART CERAMIC TRINKET BOX;-2;01/11/2011 11:46;1.25;13576.0;United Kingdom;Home Goods;
C540788;20829;GLITTER HANGING BUTTERFLY STRING;-2;01/11/2011 11:46;2.1;13576.0;United Kingdom;Home Goods, Accessories;
C540790;85170D;SET/6 PINK BIRD T-LIGHT CANDLES;-2;01/11/2011 11:48;0.85;16145.0;United Kingdom;Color, Home Goods;
C540791;22780;LIGHT GARLAND BUTTERFILES PINK;-1;01/11/2011 11:49;4.25;13534.0;United Kingdom;Color, Home Goods;
C540792;22725;ALARM CLOCK BAKELIKE CHOCOLATE;-1;01/11/2011 11:50;3.75;16203.0;United Kingdom;Color;
C540793;22942;CHRISTMAS LIGHTS 10 SANTAS ;-1;01/11/2011 11:53;8.5;14295.0;United Kingdom;Seasonal products, Home Goods;
C540796;22168;ORGANISER WOOD ANTIQUE WHITE ;-1;01/11/2011 12:03;8.5;15107.0;United Kingdom;Color;
C540814;20914;SET/5 RED RETROSPOT LID GLASS BOWLS;-1;01/11/2011 12:50;2.95;15518.0;United Kingdom;Kitchen Appliances, Color, Home Goods;
C540820;22659;LUNCH BOX I LOVE LONDON;-6;01/11/2011 13:09;1.95;15518.0;United Kingdom;Other;
C540837;21733;RED HANGING HEART T-LIGHT HOLDER;-1;01/11/2011 15:02;2.55;14733.0;United Kingdom;Kitchen Appliances, Color, Home Goods;
C540837;22776;SWEETHEART CAKESTAND 3 TIER;-2;01/11/2011 15:02;8.5;14733.0;United Kingdom;Kitchen Appliances, Home Goods;
C540837;21844;RED RETROSPOT MUG;-1;01/11/2011 15:02;2.95;14733.0;United Kingdom;Kitchen Appliances, Color, Home Goods;
C540837;21527;RED RETROSPOT TRADITIONAL TEAPOT ;-2;01/11/2011 15:02;7.95;14733.0;United Kingdom;Kitchen Appliances, Color, Home Goods;
C540837;85123A;WHITE HANGING HEART T-LIGHT HOLDER;-1;01/11/2011 15:02;2.55;14733.0;United Kingdom;Kitchen Appliances, Color, Home Goods;
C540837;22890;NOVELTY BISCUITS CAKE STAND 3 TIER;-1;01/11/2011 15:02;8.5;14733.0;United Kingdom;Kitchen Appliances;
C540837;84978;HANGING HEART JAR T-LIGHT HOLDER;-2;01/11/2011 15:02;1.06;14733.0;United Kingdom;Kitchen Appliances, Home Goods;
C540837;84949;SILVER HANGING T-LIGHT HOLDER;-15;01/11/2011 15:02;1.65;14733.0;United Kingdom;Kitchen Appliances, Home Goods, Accessories;
C540837;71477;COLOUR GLASS. STAR T-LIGHT HOLDER;-4;01/11/2011 15:02;2.75;14733.0;United Kingdom;Kitchen Appliances, Home Goods;
C540837;82483;WOOD 2 DRAWER CABINET WHITE FINISH;-2;01/11/2011 15:02;4.95;14733.0;United Kingdom;Color, Home Goods;
C540841;22217;T-LIGHT HOLDER HANGING LACE;-40;01/11/2011 16:14;1.25;15602.0;United Kingdom;Kitchen Appliances, Home Goods;
C540843;22178;VICTORIAN GLASS HANGING T-LIGHT;-48;01/11/2011 16:21;1.25;15602.0;United Kingdom;Home Goods;
C540845;22970;LONDON BUS COFFEE MUG;-4;01/11/2011 16:57;2.1;16191.0;United Kingdom;Kitchen Appliances, Home Goods;
C540846;37342;POLKADOT COFFEE CUP & SAUCER PINK;-24;01/11/2011 16:59;0.85;13162.0;United Kingdom;Kitchen Appliances, Color, Home Goods;
C540846;22342;HOME GARLAND PAINTED ZINC ;-24;01/11/2011 16:59;0.85;13162.0;United Kingdom;Home Goods;
C540846;85034C;3 ROSE MORRIS BOXED CANDLES;-2;01/11/2011 16:59;1.25;13162.0;United Kingdom;Home Goods, Gifts Jewelry;
C540847;22198;LARGE POPCORN HOLDER ;-6;01/11/2011 17:35;1.65;13458.0;United Kingdom;Size, Kitchen Appliances, Home Goods;
C540847;22197;SMALL POPCORN HOLDER;-2;01/11/2011 17:35;0.85;13458.0;United Kingdom;Size, Kitchen Appliances, Home Goods;
