StockCode;Total_Returns
22120;-119.40
21121;-120.00
22084;-120.95
22326;-120.95
35970;-121.17
47351B;-122.40
22379;-122.65
23252;-123.75
22980;-124.05
47590B;-124.10
21658;-124.58
23158;-124.80
23079;-125.30
23358;-125.94
22959;-126.00
22101;-126.36
23154;-126.88
82580;-127.00
20866;-127.20
22492;-127.40
22842;-127.45
84997B;-127.50
22669;-127.50
22891;-127.50
84968A;-127.50
21135;-128.72
23085;-128.75
23155;-129.71
22186;-132.15
22504;-132.55
22798;-132.75
22988;-132.78
82583;-133.46
84032B;-133.50
22923;-134.00
79191C;-134.30
20726;-134.90
35400;-135.20
84879;-135.20
85152;-135.22
22333;-135.30
22474;-136.00
22637;-136.20
21428;-136.25
35004B;-136.80
23048;-136.95
22574;-138.24
23204;-138.34
22553;-138.60
21260;-139.75
71053;-139.77
22810;-140.10
22429;-140.25
23205;-140.25
22952;-140.40
23075;-141.10
23250;-141.80
22617;-142.15
23404;-143.55
21673;-143.95
21430;-144.03
22418;-146.20
23171;-146.25
21484;-147.60
21533;-147.90
22061;-149.05
22088;-149.20
23228;-149.76
22622;-151.35
22457;-152.60
84754;-152.64
21733;-152.95
21850;-153.00
22728;-153.75
85023B;-153.75
23172;-154.30
23165;-154.50
22591;-156.05
22766;-156.35
22106;-156.75
22668;-157.00
21936;-157.10
22726;-157.50
22837;-157.65
22840;-158.00
48129;-159.15
21166;-161.10
84406B;-162.50
23146;-164.10
22083;-165.20
21218;-165.25
22943;-165.50
22192;-168.30
22624;-168.30
84929;-168.49
23301;-168.90
21181;-169.70
23322;-169.85
20724;-170.31
35004C;-170.60
82484;-170.95
22303;-171.15
17003;-172.80
22461;-173.45
21210;-173.65
22618;-174.18
22848;-176.45
22179;-178.95
23118;-180.00
22071;-180.50
22364;-182.45
22922;-183.30
37495;-183.75
22969;-185.80
22464;-186.90
22725;-187.50
21231;-188.08
22968;-188.85
22470;-189.50
22738;-190.50
22791;-192.75
22193;-192.95
22654;-193.35
22366;-194.07
22180;-194.65
22730;-195.00
22929;-195.00
22909;-195.19
22649;-195.20
22139;-195.30
22090;-196.40
22936;-198.00
22935;-198.00
22625;-198.05
21212;-199.38
23486;-199.65
20979;-200.00
22945;-200.58
22784;-200.85
22220;-201.50
22356;-201.53
22930;-201.60
22103;-201.66
20727;-202.20
75049L;-204.20
20829;-205.26
84978;-206.59
23240;-206.70
22469;-207.95
23084;-208.40
21537;-208.75
22866;-209.10
22839;-209.30
22389;-210.00
23083;-214.17
23215;-214.80
21671;-214.81
22385;-215.14
20733;-216.00
21463;-216.90
23210;-219.76
85103;-220.15
23582;-222.68
22778;-223.12
22383;-223.80
22087;-223.80
23581;-224.76
22769;-225.50
23175;-225.50
21154;-227.00
22844;-227.80
22105;-228.00
23300;-231.60
85036C;-232.25
22487;-232.80
22849;-234.25
22384;-236.20
11001;-237.05
22797;-237.30
22946;-237.75
21621;-238.00
23109;-239.04
22509;-239.20
21481;-239.60
22636;-239.70
84816;-239.70
23112;-239.85
22924;-240.25
22382;-242.35
23200;-243.63
22427;-243.90
22762;-244.90
23319;-244.97
84077;-253.92
84029E;-256.45
22169;-257.55
22865;-258.05
21527;-260.30
22667;-260.75
22932;-262.80
22890;-268.25
21314;-270.15
22978;-272.61
22727;-277.50
22173;-279.77
22102;-280.80
21731;-281.30
22207;-282.25
21781;-283.15
22956;-283.20
23111;-283.20
22360;-284.95
23110;-293.25
21340;-298.20
20914;-300.85
35924;-302.51
22834;-306.05
85048;-307.95
22114;-310.10
22138;-311.10
22580;-314.95
23108;-317.60
84347;-321.60
22151;-321.96
85178;-322.85
22456;-326.80
20728;-327.50
22363;-335.50
22070;-336.54
15056N;-337.45
22467;-337.50
22933;-337.80
23256;-338.00
22424;-342.60
23174;-345.20
22767;-348.25
79321;-349.70
23462;-350.10
22781;-352.35
22689;-354.00
22768;-355.30
23167;-365.19
22197;-366.55
20974;-367.90
23318;-368.71
84946;-372.96
23169;-379.15
22634;-381.85
21735;-382.95
23072;-384.00
22502;-385.25
23494;-386.75
21929;-387.07
22698;-387.50
22697;-393.05
22493;-396.45
22561;-405.00
23485;-407.40
22588;-411.87
84949;-412.35
22950;-413.65
22827;-415.00
22846;-416.70
23355;-417.60
21787;-420.00
22666;-421.05
23245;-421.50
22961;-425.75
20712;-426.46
22941;-429.25
20713;-431.43
21439;-432.48
23071;-434.00
23173;-436.40
23202;-442.46
21232;-443.25
23157;-444.00
37449;-446.70
85071A;-448.40
85099F;-448.49
22804;-455.20
85066;-460.80
20685;-461.22
22503;-461.85
22564;-464.17
22630;-478.65
23298;-482.81
21928;-484.53
23344;-486.96
15036;-505.68
23343;-505.68
22236;-508.95
21155;-510.60
85099C;-510.88
72807C;-516.70
22826;-517.50
22796;-524.05
22111;-544.45
23243;-545.55
22659;-546.00
22112;-548.88
21035;-550.00
22900;-552.60
22990;-553.70
18097C;-571.80
72802C;-579.81
82482;-581.55
82486;-585.90
21931;-602.33
22942;-604.35
22411;-622.47
21479;-635.93
23057;-636.15
22313;-637.50
22178;-638.40
15056BL;-652.50
22569;-658.38
23207;-659.60
72802B;-662.24
21258;-679.75
23055;-690.72
22847;-711.80
22635;-727.05
21871;-740.94
21069;-743.06
22720;-744.95
22656;-800.00
22386;-816.58
22570;-832.35
22920;-841.05
20725;-854.70
22776;-863.00
22501;-873.20
22171;-876.35
82494L;-910.95
22910;-931.45
22752;-952.00
20969;-980.07
22960;-1012.79
22568;-1028.82
23170;-1046.30
23201;-1076.02
23203;-1076.40
22147;-1103.65
21877;-1134.32
22699;-1150.35
22149;-1158.30
22086;-1160.35
22991;-1185.90
22992;-1193.40
47566;-1201.35
82483;-1240.70
84078A;-1248.25
85232B;-1258.05
23199;-1309.25
23064;-1514.05
23284;-1601.25
22838;-1671.60
22835;-1679.70
22328;-1691.50
22655;-1730.50
23056;-1859.07
85099B;-1984.02
21843;-2480.50
22191;-2653.70
20971;-2778.77
S;-3112.44
71477;-3443.62
22273;-3512.65
47566B;-3692.95
21175;-3775.33
48185;-4554.90
23113;-4803.06
D;-5696.22
21108;-6591.42
85123A;-6624.30
BANK CHARGES;-7340.64
CRUK;-7933.43
22423;-9722.55
POST;-11871.24
23166;-77479.64
M;-146784.46
23843;-168469.60
AMAZONFEE;-235281.59
